sentiment,review
positive,"Acesso em terra batida,...mas vale apenas para amantes de historia e património, um pouco ao abandono o espaço em geral,, mas o mosaico está top vale a viagem."
positive,Muito bem conservado
positive,Péssimo acesso se seguirem pelo indicado nas placas. Acesso de alcatrão embora estreito se forem por Santa Vitória.
negative,Chegados lá nem se dá pelo sítio senão estiverem com atenção.
negative,No entanto vale muito a pena!
positive,Ruínas bem conservadas e generosamente protegidas pela natureza.
negative,Tem um centro interpretativo que conta com a disponibilidade da senhora que mora na casa ao lado para abrir o local e dar as explicações e servir de guia.
positive,Muito simpática e disponível. 5 estrelas.
positive,Viagem Portugal
negative,"Muitas Avaliações indicam como Ruim ou Péssimo, e acho que não levam em consideração o fato de tratar-se de um Sítio Arqueológico, o que portanto, é aconselhável para quem curte e aprecia essa parte Histórica de um roteiro turístico. Mas bao vá acreditando que irá encontrar ruinas preservadas em áreas como as que se vê em outros locais (Itália e etc & tals), não aqui estão algumas bastante antigas mas preservadas em suas características e condições originais, e entendi que isso é o belo. A Sra Conceição (zeladora do sítio), gentilmente nos atendeu e nos apresentou o lugar, com uma belíssima aula de História. De novo eu digo que vale a pena se você está saindo de Évora em direção à Região de Lagos, e mais ainda se já parou no Castelo de Beja, pois é muito próximo. A estradinha não é nada de mais, e dá pra ir xom segurança e sem susto mesmo com carro baixo e simples."
positive,"Informem-se no gabinete do Turismo antes de ir, para não apanharem um banho de pó."
positive,Importante
positive,"Não consegui visitar. Pelo que fui informada, este importante núcleo está aos caídos. É absolutamente escandaloso que o Estado não cuide do seu património. O pouco que vi foi mesmo no Museu."
positive,Ao Abandono
negative,"Praticamente ao abandono, sem condições para a visita, É urgente que se criem condições para que não se perca este importante patimónio."
positive,É um local histórico!
positive,"As Ruínas de Pizões são duma Arqueologia soberba. Para as visitar tem que se ir com tempo, pois têm muito que ver!"
positive,Fechado. Sem sinalização como deve de ser !!
positive,"Péssimo, uma vergonha, anda-se kms e e chega-se ao local encontra-se fechado!!!"
positive,Gostaria que houvesse sinalização  e informação adequada.
positive,Muito bom.Bem conservado.
positive,"Patrimonio muito bem conservado.Extenso e representativo da construção para a nobreza romana .Além disso o entorno ́é magnífico,sobretudo na primavera ou outono."
positive,Ruínas Romanas
positive,Para quem aprecia história e arqueologia as ruínas de Pisoes merecem sem dúvida uma visita.
negative,Não são espectaculares talvez pelo aspecto abandonado das mesmas e da falta de informação mas assim mesmo merece a pena.
positive,SOS
positive,Ruínas fabulosas pela estrutura que têm  mas praticamente abandonadas por quem de direito deveria levar a cultura do país a sério!
positive,"Para todos os gostam de história, estas ruínas são um fantástico vestígio arqueológico da passagem dos Romanos pela Península Ibérica, nos tempos áureos do seu grandioso Império. A não perder!"
positive,Memórias
positive,Bem perto da cidade de Beja e da aldeia de Penedo Gordo estas ruínas ainda mostram bem a importància que os romanos tiveram na nossa civilização.Dá para observar a decoração dos pavimentos com os mosaicos usados naquela época.As termas e as piscinas dão-nos um entendimento como era a vida besta vila...
positive,desilusão
positive,Foi com total desilusão e tristeza que depois de uma sérue de quilometros por terra batida em muito mau estado que nos deparamos com o portão fechado em horário que segundo o posto de turismo de Beja estaria aberto. Com aspeto do exterior de total abandono e pouco investimento no espaço. Avaliação negativa à gerencia. :(
positive,Visita pela história
positive,"as ruínas de Pisões são das melhores ruínas romanas para visitar na região. Bem preservadas e no meio do campo. Há mosaicos, termas e várias divisões bem preservadas."
positive,Conhecer Portugal
negative,Ruinas Bonitas que se enquadrao no trajeto feito em Beja e aredores interresante de preferencia ver antes quando sao os horarios. .
positive,Um monumento Romano ao total Abandono
positive,"Tive o prazer de conhecer a habitante da casa de Pisões, a D. Conceição... Acontece que o espaço está fechado há mais de 4 anos e ao pedir-mos uma visita, esta foi-nos concedida e foi das melhores visitas que alguém poderia ter neste magnifico espaço."
negative,É um espaço que necessita de restaurado e dinamizado e voltar de imediato a ser reaberto ao público.
positive,Poderia ser excelente
negative,"Excelente, a dimensão da Villa Romana ; a qualidade e quantidade de registos ; o sítio envolvente e acesso fácil."
negative,"Muito lamentável, vergonhoso até, o modo como se trata o Património. Incalculável,o retorno que aquele enorme espaço daria, com uma projecção turística, adequada."
positive,"Não tem absolutamente apoio nenhum ao visitante, na verdade estavam até, invisitáveis. A nossa visita dependeu da  guardiã que habita no próprio património."
positive,Que pena  !!!
positive,Interessante
positive,"Estas ruínas romanas, encontradas por acaso em 1967,  se localizam a 10 km da cidade de Beja e o acesso é apenas de carro. Dica: não abre de segunda-feira."
positive,Agosto 3 da tarde fechado
negative,"Fiz uma série de km por estradas não pavimentadas para ver as ditas ruinas, por fim lá cheguei e claro em Agosto 3 da tarde e fechadas sem qualquer tipo de explicação adicional apenas. Estão temporáriamente fechadas."
positive,AS ruínas romanas um lugar cheio de história
negative,"As ruínas romanas são um  lugar cheio de história de Portugal, as ruinas romanas são muito divertidas e históricas."
positive,Encerradas sem qualquer aviso
positive,Não faço ideia se estão bem ou mal conservadas e se são ou não interessantes porque estão encerradas.
positive,O aspeto do espaço junto ao portão de entrada é lastimável.
negative,Local abandonado sem que haja qualquer aviso de que se encontra encerrado!
positive,"Apesar das placas indicativas na estrada N18, entre Santa Vitória e Beja ..."
positive,história em estado puro!
negative,monumento abandonado
positive,Não tem informações nenhumas para visitantes e as condições de preservação são lastimáveis
positive,Perda de tempo
negative,"O lugar está fechado e subsequentemente descobrimos que você só pode entrar se um dos fazendeiros locais vir você lá. Se for de Beja, NÃO siga os sinais de trânsito, a menos que tenha um veículo off-road genuíno."
positive,Grande Villa Romana
negative,As ruínas parcialmente escavadas de uma Villa Romana apenas a 10 km a sudoeste de Beja são bem vale uma visita. O Villa teve mais de 40 quartos. A estufa hypocaust e mosaicos são bem preservado. Verifique no Gabinete de Informação turística para verificar o horário.
negative,Atualmente fechado
positive,"De fotos e material impresso espalhadas sobre outros sites em Beja, ficamos a ideia de que esse site pode, de facto, ser um óptimo lugar para se visitar. Neste momento eles estão fechados."
positive,"Um excelente lugar na zona rural, uma caminhada agradável"
positive,"Ruínas, rochas, e em um lugar bonito. Não demasiado tempo e fácil de encontrar"
