,Avaliações
11,"Neste local de grande tranquilidade, somos esmagados pela beleza da paisagem e , em paralelo, nao existem momentos de aborrecimento .. O lago, os barcos, os anfitriões ..  Foi uma surpresa os jantares em conjunto, todos os hospedes e anfitriões a mesma mesa, numa troca de vivências, de nacionalidades, que se prolonga até aonde a nossa conversa o desejar. Um extra : massagem shiatsu da Daniela .. Um relaxe perfeito para um lugar perfeito. A regressar no inverno para ver a chuva cair no lago através da janela rasgada da sala
"
12,"A partir de uma pesquisa de última hora na internet contactei a Daniela por telefone e desde esse breve contacto senti que a família estava a ser  bem-vinda na casa de Daniela e Frank. Estivemos lá um único dia...mas sentimos um calor e uma vontade de ficar hipnotizadora: seja pelo espaço, seja pela espectacular paisagem, a calma e sossego, seja pelas familias e pessoas que lá estavam hospedadas, seja pelo agradável periodo de refeições em ""família"" na fantástica sala/comedor... na mesma mesa hóspedes e staff!!! :-) , seja pelos caes, seja pelo charlatão de Harry ( o papagaio), pelo simpático e prestável staff, seja pela Daniela que mima a cada um dos hóspedes com uma atenção e olhar de amigo de veras que acolhedor e difícil de encontrar... Voltaremos?, sem dúvida. Recomendamos?
"
13,"Lugar onde nos reencontramos na profundidade do que somos, do que pensamos ser ou do que gostaríamos de ser. Um recanto onde encontramos a paz interior. Quando lá chegamos, deixamos para trás tudo o que queremos deixar, sobretudo aquilo que perturba o nosso espírito e no reencontro com a Natureza, abraçamos a vida. Caminhar é apreciar a plenitude das redondezas, num sobe e desce, em que o verde, o castanho e o azul são o cenário num registo quase único. A paisagem sobre a barragem de Santa Clara domina o ambiente e a serenidade das suas águas envolve-nos os sentidos. As aves fazem-nos companhia e os seus voos fazem-nos pensar sobre a importância em traçar um rumo... O ambiente é muito acolhedor, uma família feliz que partilha connosco a sua rotina diária, sem esquecer Harry, o
"
14,"A quinta do barranco da estrada(paradiseinportugal) é sem dúvida um sítio muito especial. Consegue aliar  conforto com protecção à natureza, simpatia dos proprietários com espaço livre, convivio com introspecção. Num local tão isolado como este, é fantástico ver o esforço feito pelo staf para que tudo funcione tão bem, o que me agradou bastante.  Um dos momentos que mais me marcou foram sem dúvida as tertúlias, que acontecem à hora de jantar.À interculturalidade à volta de uma mesa de jantar onde todos participam e onde podemos partilhar ideias e ideais, é a cereja no topo do bolo. Após um dia de descanso a contemplar todp O verde que nos rodeia e entre um mergulho e um bom livro o que mais desejamos, uma excelente refeição e dois dedos de uma boa conversa (acompanhado com um
"
15,"De qualquer parte de Portugal se vai de carro, com estradas boas e paisagens de tirar o fôlego, tranquilas e com o sol a nos acompanhar por toda a viagem... e na chegada o melhor ainda nos espera!Ótima comida,boa disposição e uma vista esplendorosa e para os amantes dos animais a recepção é calorosa. Voltarei de certeza, vale a pena!
"
16,"Sem dúvida um verdadeiro paraíso...dificil de descrever pela dimensão de bem estar que lá encontramos. Recomendamos a visita qualquer pessoa, lá encontramos familias de diferentes nacionalidades e até pessoas sozinhas em busca da paz e de energias positivas. Os proprietários são pessoas simples com o amor, a simplicidade e o respeito estampado no rosto. Estivemos apenas dois dias que deixaram enormes saudades...Um sitio encantador onde o verdadeiro sgnificado da vida é transmitido em cada canto da quinta. Aproveitamos para deixar um enorme beijinho para duas princesas que lá conhecemos e que recordamos diáriamente ( Flora e Carolina). Não deixem de visitar, não só pelo prazer de desfrutar da Natureza mas também pela lição de vida que de lá irão tirar...Frank, Daniela, Flora e
"
17,"Que super localização para umas férias de outono. . . a Quinta fica no meio de sua paisagem natural e pacífica, com vista para as águas azuis de um enorme lago. Um verdadeiro jeito - de - tudo. . . mas mantendo todos os confortos de casa! Nascer do sol maravilhoso, super comida - obrigado Daniela, clima perfeito - 24, vinhos portugueses e vida selvagem. . . mesmo nesta época do ano - no final de outubro, grandes pássaros para avistar - obrigado Frank, borboletas e lontras! ! ! O lago é lindo para nadar ou pegar um dos caiaques para passear por esse trecho de 25 milhas. Eu certamente recomendaria este destino. . .
"
18,"Esta foi a nossa terceira visita à Quinta e sempre foi um grande prazer. De qualquer forma, foi melhor desta vez, em parte porque também viemos com quatro amigos porque, pela primeira vez, nos envolvemos em uma das expedições de observação de pássaros de Frank - uma exploração durante todo o dia, a partir das 5. 00:00. Éramos bastante ingênuos nessas questões e ainda temos quase tudo a aprender - mas era óbvio o suficiente que a viagem foi excelente.   A Quinta é um lugar extraordinário: é seriamente bonita, tranquila e relaxante e, acima de tudo, um lugar contagiante para se estar. Também não há nada animador nesse contentamento: é uma reação natural a ambientes encantadores, quartos confortáveis, a excelente comida de Daniela, excelente companhia - e, não menos importante, uma
"
19,"Ótima localização para relaxar. Minha terceira visita para uma ótima observação de pássaros e companhia com Frank. O jantar de Daniela foi maravilhoso e muito saboroso. Acorde cedo para receber ofertas excepcionais, incluindo Great Bustard, Golden e Bonelli's Eagles e muito mais.
"
20,"Meu parceiro Steve e eu acabamos de voltar de cinco dias incríveis neste lugar.  Voamos para Faro e foram 90 minutos de carro até o Paraíso em Portugal.  O ""resort"" (parece a palavra errada, pois não é de todo comercial) fica por uma longa estrada particular que se abre para uma bela vista do lago.  Tivemos um quarto Kingfisher e a vista era incrível. Imagem adicionada abaixo.  Daniela e Frank são tão acolhedores que parecem um incrível ""lar longe de casa"", com café da manhã, almoço e jantar em oferta. Eu recomendo que você pegue! A comida é tão lindamente caseira, e as refeições em comum tornam a noite divertida e interessante. A sala de jantar também tem uma grande janela com vista para o lago.  Os vinhos oferecidos são todos bons e com preços razoáveis.  Eu não recomendaria
"
21,"Esta foi a minha primeira visita a Portugal e este foi um dos destaques. Frank e Daniela são anfitriões muito gentis; A comida de Daniela é excelente, os quartos são básicos, mas muito agradáveis e o cenário é espetacular.  Minha principal razão para vir aqui foram os pássaros, e não fiquei desapontado. Tanto Frank como Tony são muito instruídos e me deram muitos bons pássaros e também foram uma ótima companhia.  As refeições comuns são um prazer, pois são mais uma refeição em família oferecida por Frank e Daniel, com pessoas de todas as esferas da vida compartilhando suas experiências.  Só posso recomendar este lugar e espero sinceramente poder voltar.
"
22,"Tivemos uma semana brilhante na Quinta. Frank e Daniela nos fizeram sentir bem-vindos desde o início. O quarto era simples mas acolhedor. É tão bom que não há TV! Os jardins eram exuberantes com o cheiro de jasmim, e havia muitos lugares para se sentar e apreciar a vista e o sol. O espaço de ioga ao ar livre veio muito útil no período da manhã para uma prática rápida. Depois, um mergulho no lago. Nós amamos a comida - absolutamente tudo isso! Café-da-manhã, almoço e jantar foram todos delicioso. As refeições em uma mesa comunitária facilitaram conversas interessantes com outros hóspedes. Nós fomos em uma viagem de birdwatching de um-dia com Frank que estava pasmando. Para nós ""vagarosos"" observadores de pássaros era talvez um pouco demais - nós normalmente não sairíamos ""em uma
"
23,". O maravilhoso lago é um ótimo ambiente, um oásis verde, ótimo lugar para relaxar, bela área e maravilhoso oferece. Explore a área e descubra como é a vida real de Portugal. a comida era muito boa
"
24,"Este lugar é um oásis encantador no sul de Portugal, com belos jardins, deliciosa comida fresca e anfitriões deliciosos. Os quartos são confortáveis e limpos também. Fomos a dois passeios de observação de pássaros e está claro que Frank é um guia / fotógrafo experiente e sabe exatamente onde encontrar as espécies que você está procurando. O jantar de estilo familiar é uma ótima maneira de se conectar com viajantes de todo o mundo e contribui para a boa experiência neste alojamento.
"
25,"Posso encontrar uma pequena crítica à nossa semana aqui? Não pense assim. Great comida, grande empresa, excelente oferece, confortáveis, tranqüilidade, grande quantidade de pássaros, borboletas, flores, sem pressão (exceto para chegar a refeições no horário, ou estar pronto para o microônibus no tempo se indo em uma excursão). Você não tem que ser 'em' vida selvagem e natureza para desfrutar aqui - a tranquilidade é para todos (alguns dos outros convidados foram apenas aqui para relaxar). Mas nós estávamos aqui pela natureza. No final de março, eram principalmente pássaros. Na próxima vez, vamos um mês depois para ver mais borboletas e libélulas - assim como mais alguns pássaros.  Melhores coisas - tudo isso  Piores coisas - ter que ir para casa
"
26,"Acabámos de ter duas noites fantásticas com o Frank e a Daniela, que foram muito acolhedores e garantiram que nos sentimos bem tratados e em casa no seu paraíso no meio do Alentejo. As fotos contam a história de como é um lugar adorável, mas o calor da conversa bem-vinda e interessante o torna ainda melhor. Muito obrigado
"
27,"Meu marido e eu e nossos 2 filhas com idade entre 11 e 15 tiveram um tempo fantástico na Quinta. Você se sente bem-vindo a partir do momento que você chega e todo o lugar tem uma atmosfera descontraída e amigável que também se transfere para os convidados. Refeições onde todos desfrutam da deliciosa comida que Daniella e sua equipe evocam é uma ótima maneira de conhecer os outros hóspedes. Nós apreciamos uma boa mistura de nacionalidades. O cenário é deslumbrante e para os observadores de pássaros, Frank é o guia perfeito, feliz em compartilhar seu profundo conhecimento de pássaros com os observadores de pássaros menos interessados, como nossas filhas e os mais ávidos como seus pais e a dosagem da informação para se adequarem. Nós se hospedado por 3 noites e é difícil deixar -
"
28,"A localização é remota, mas não deixe que isso o deixe ficar. A partir da 1 rua contato com o Paraíso para a nossa partida a experiência foi brilhante. Você é bem-vindo à ""experiência da família Frank"" e não é algo que você esquecerá. Atmosfera descontraída e amigável no jantar onde todos comem juntos em uma mesa lindamente definida. Frank & Danielle são os anfitriões perfeitos. Este é um lugar para relaxar e curtir a vida. Paraíso de fato.
"
29,"Esta foi a nossa terceira visita à Quinta e, como de costume, foi fantástico. A Quinta está situada à beira de um grande reservatório. Este é o destino ideal para aqueles que querem ficar longe de tudo. Nenhum ruído de trânsito e sem poluição luminosa.  Frank & Daniella são anfitriões fantásticos. A culinária de Daniella é excelente. Vale a pena ir para isso sozinho. Por um custo extra, Frank o levará para passeios de observação de pássaros. Seu conhecimento de onde e quando encontrar as aves nesta área é incomparável.  Este é o local perfeito para umas férias relaxantes longe de todas as pressões da vida moderna. Paraíso em Portugal resume perfeitamente
"
30,"Minha esposa e eu passamos uma semana aqui em maio e eu concordo com os comentadores Mad H e Donna M que têm ambos descrito La Quinta perfeitamente. Na verdade, eu nunca fiquei em um lugar mais relaxante e Frank e Daniela foram anfitriões maravilhosos com pessoal de apoio amigável. Uma semana maravilhosa em um lugar lindo com ótima companhia.
"
31,"Frank, Daniela e equipe foram brilhantes! Eles garantiram que tivemos um grande momento e foram cuidadas. Foi exatamente o que estávamos procurando em termos de localização e qualidade de serviço. Eles foram muito atenciosos ea equipe da cozinha certamente sabia como fornecer uma festa para os nossos hóspedes; Todos em todos todos ficaram encantados! Se você está olhando para sair da cidade para uma pequena pausa, yoga retiro, birding, festa de casamento ou apenas para relaxar no lago Santa Clara, então este é o lugar para você. Eu não poderia recomendar mais!  Rebeca e Ramon Benavent
"
32,"Acabei de passar uma semana mágica no Paradise em Portugal e foi um paraíso absoluto. Provavelmente o lugar mais relaxante que já fiquei na minha vida, este é um retiro verdadeiramente rural com vista para um belo lago no coração da encantadora região do Alentejo de Portugal. O proprietário Frank construiu o local praticamente do zero por mais de 30 anos. O jardim é uma alegria absoluta, em cascata pelas encostas da encosta até o lago e projetado para atrair o máximo de vida selvagem possível. As andorinhas entram e saem do edifício principal onde estão aninhadas e, do outro lado do parque de estacionamento, há um esconderijo para que você possa observar os Golden Orioles. Há borboletas por toda parte. Você pode pegar barcos ou pranchas de paddle no lago e desfrutar de um
"
33,"Nós ficamos em La Quinta ""Paraíso em Portugal"" durante uma semana, com a finalidade de birding com Frank e Tony. Na chegada, percebemos o quão especial é este lugar. A propriedade está situada com vista para um belo lago azul, flores em toda parte e pássaros cantando constantemente. Frank e Daniela são os anfitriões perfeitos, com hospitalidade que faz com que uma pessoa se sinta completamente confortável. Os quartos são amplos, muito limpos, tranquilos à noite e têm vista para os jardins. Este não é um lugar de festa. Aqui você pode relaxar em uma cadeira confortável, fora de qualquer caminho nos jardins, e apenas estar com a natureza. Nós tivemos viagens de birding incríveis com o Frank, um verdadeiro profissional, e vimos muitos pássaros especiais e paisagem deslumbrante. Ele
"
34,"A palavra básica foi usada em relatórios anteriores e eu gostaria de usar a palavra rústico. Você não vai encontrar todos os confortos modernos de hotéis convencionais aqui, sem TV, sem ar-condicionado, sem chá / café fazendo regalia nos quartos ou ""secadores de cabelo"" (como um residente fez comentar sobre a nossa visita) simplesmente porque todos o poder é solar e tão limitado. Os quartos são limpos e arrumados, chuveiros são agradáveis ​​e quente (que encontramos em todos os momentos do dia). Atividades aquáticas atendidas. As refeições são servidas comunitariamente em torno de uma grande mesa, mas sem um menu apenas uma saborosa refeição de 3 pratos. A posição é isolada apenas algumas residências dentro de muitas milhas quadradas. Eu achei que me senti mais como um hóspede
"
35,"Nós originalmente reservado 'Paraíso em Portugal' para as viagens de observação de pássaros, mas há muito aqui para deliciar os observadores de aves e não-birders tanto. O cenário é impressionante: fica no alto da colina acima do lago, cercado por um jardim suntuoso com cantos sombreados e ensolarados para se espalhar e relaxar. Muitas vezes a canção do pássaro é a única coisa que quebra o silêncio.  Todos os quartos têm sua própria área de sit - out com belas vistas do lago que está disponível para natação (órtese antes de meados de maio) e passeios de barco. Não há indústria colocando nada no lago - a água fornece irrigação para uma grande área do sul de Portugal - e parecia incrivelmente convidativa mesmo nos ventos frios de março.  O serviço é eficiente e informal e as
"
36,"Fomos até a Quinta, como parte de um grupo e devem ser voltar no próximo ano sem qualquer dúvida. Há muito que é bom, sobre este tesouro escondido - mas o cavalo é a mensagem que Frank & Daniela são um caloroso e acolhedor casal que trabalhar muito arduamente para oferecer uma relaxada e confortável, ótimo preço e localização deslumbrante onde você pode totalmente desligar ou passar o dia fazendo luz de intenso esforço físico. A paz é alucinante - não há aviões, carros, barcos a motor ou poluição luminosa muitas vezes é igual - céu de paz completa. Transportes: A viagem é fácil; no aeroporto, pegue um táxi ou carro para o resort, ou, como fizemos a 10 minutos táxi hop da estação de trem e depois a 7 euros, 1 hora viagem para a estação rural onde Frank irá encontrá-lo e o feriado
"
37,"No final de uma a quatro km de estrada de terra, situado em um luxuriante jardim numa colina, com vista para um lago grande, é o lugar perfeito para os amantes da natureza.  Birding é a principal atração. Frank é o guia notáveis nesta parte de Portugal, e em dois dias e meio, vimos cerca de 90 espécies. Mas você não precisa ser um pássaros para desfrutar Quinta. Você pode relaxar, tomar um pequeno barco no lago, ou vagabunda sobre as colinas locais.  As acomodações se inclina em direção a mais básica em vez de lado luxuoso, mas estávamos completamente confortável. Quinta está fora da grade, mas tinha muita água quente e até mesmo uma ligação à Internet.  As refeições são um negócio de família, com pessoas entrando Frank, Daniela, e qualquer que seja o de seus seis filhos
"
38,"Nós visitamos pela primeira vez a Quinta, Frank, sua família e equipe há 4 anos e me perguntava se tudo o que ao vivo até as nossas memórias. Não devemos ter dado a alguns minutos, pensei. Claro que ainda era maravilhoso. Excelente a observação, boa comida, excelente empresa e bonito, intocada paisagem fez as nossas semanas estadia perfeita. A única desvantagem foi a música ao vivo de um nightingale quando tivemos a 5 h início na manhã seguinte, é uma vida dura! Nós sempre visitar um lugar uma vez para umas férias mas uma vez que você tem sido para a Quinta tem de voltar e sem dúvida que voltaremos para uma terceira visita. Obrigado mais uma vez, Frank e Daniela. Judith & Tony
"
39,"Idílico; isolado; ambiente descontraído; oasis: todos descrevem a incrível guest lodge que Frank e Daniela continuar a correr em Português do Alentejo. última vez que visitei há quase 20 anos. Vai voltar em algum lugar sempre corre o risco de que ele não será tão bom como você se lembrar mas é ainda melhor. É difícil para adicionar qualquer coisa para os comentários existentes. Todos Eles são totalmente exacto. Apenas vá!
"
40,"Uma vez que você navegou o seu caminho ao longo do 4km pista pela primeira vez você é imediatamente impressionado com o isolamento perfeito da Quinta. Fomos recebidos por um Nightingale cantando no jardim e uma vista maravilhosa sobre o lago.  Este é realmente um paraíso e nós rapidamente fez bem-vindo por Daniela e Frank. O nosso quarto era agradável e confortável, mas se estiver à procura de luxo a costa do Algarve com todos os outros!  Os Excelentes refeições preparadas por Daniela foram tomadas ""en famille"" com a família, funcionários e outros hóspedes. Este foi um momento relaxante e muito agradável de se atualizar com os destaques das actividades de dias dos outros hóspedes.  Se você é um observador ou têm apenas um grande interesse em aves este é o lugar para vir. O
"
41,"Por uma vez a publicidade prévia não é por a experiência real - este é um belo lugar para ficar, se você quiser apenas para descontrair ou, como nós, você está em uma organizada bird-watching viagem. Tudo faz top marcas - como se espera aqui, os quartos de estilo chalé não são 5 estrelas luxo, mas eles são muito confortáveis e bem equipados, e logo à direita para a localização. Se você estiver viajando de carro aqui, como a pista da estrada ventos para cima, para baixo e ao redor, melhor para que primeira viagem em plena luz (em especial como você vai imediatamente será recompensado com a linda vista)!
"
42,"Muitos lugares promessa Paradise e desiludir. Esta é a verdadeira coisa. 4Km por uma estrada privada você passo do seu carro em terraços, jardins com paisagismo que conduzem a um lago. Os arbustos floridos te cercam e a canção de pássaros enche o ar. Daniela dá-lhe as boas-vindas com comida caseira que é absolutamente delicioso e muito deve aos abastecimento local de ingredientes. Aqui é um lugar para fugir da agitação do Algarve, tão perto mas tão longe. Paz e tranqüilidade são as tônicas deste lugar especial. Ele não é apenas um hotel. Você faz parte da comunidade enquanto você está lá, partilhar as refeições com a família e outros hóspedes e capaz de dar conselhos sobre o que você faz. Você pode apenas relaxar nos jardins, ler, escrever, pintar ou escrever. Para reservar
"
43,"Nós catalãs iam para a Quinta do Barraco para descontrair depois de um tempo frenético. Perfeito em todos os sentidos. Acolhedor, descontraído, belas paisagens - realmente é o paraíso. Fomos no início de Maio, quando as flores foram, mas o claro, o lago sem mozzy foi muito era para nadar, embora os dias foram confortavelmente quentes, não quente. A comida e vinhos excelentes e atenciosos anfitriões Frank e Daniella. Apenas uma hora ou assim o carro do Aeroporto de Faro. Não posso culpá-lo
"
44,"refúgio de Frank e Daniela de paz e tranquilidade não pode realmente ser descrito, você tem que estar lá!! O conhecimento do homem é estonteante, e os locais de várias espécies são todos bem pesquisado, esperamos que dando-lhe sucesso. Os quartos são perfeitos para a localização e se manter fresco para se voltar. A comida é variada e apreciado por todos os hóspedes. O que mais posso dizer, só que ele será um prazer retornar e renovar a amizade, e claro ver mais pássaros!!
"
45,"Passei 2 semanas no Paraíso em Portugal e é um campo muito hotel, location. A vista para o lago e toda a área ao redor são incrível. A comida é fantástica. E Daniela e Frank é muito acolhedora. É um lugar magnificent Mile. Com em torno das loucuras, um lote de aves e um super lugar para nadar. Eu adoro ele. Obrigado, muito obrigado a todos vocês.
"
46,"Este lugar é maravilhoso e tranquilo e perfeito em todos os sentidos. Ele está anos luz de distância dos comerciais e um lixo partes do Algarve. Esta é realmente a ficar longe de tudo. É um oásis de calma e um paraíso no meio do campo. Para Além do ambiente, a atmosfera é calorosa e acolhedora e menos como estar longe e mais como ficar com bons amigos que você já conhecida por anos. Os anfitriões são genuínos e as boas-vindas em sua casa. Nada é demais e eles realmente querem que você tenha um bom tempo. É antídoto total para o estresse e tensão da vida quotidiana. Há passeios e canoagem se você sentir como ele, mas há também o perfeito relaxar em uma bela definição se você quer apenas a doss no sol e ler um bom livro. A observação de aves elemento é uma revelação e a alegria -
"
47,"Tivemos a melhor semana sempre ficar na Quinta em Alentjo . Nós não vamos esquecer a experiência com pressa. A primeira coisa que notei foi o perfume das flores em todos os lugares e as vistas. A hospitalidade e amabilidade com modéstia e humor dos proprietários Frank e Danielle apenas fez o holiday. Suas filhas eram muito divertido também, e como para os seus animais de estimação para a família que conhecemos todos eles!.  Frank e Daniella sabe tanto sobre a vida selvagem e partilhar os seus conhecimentos com um leve toque. Eles tiveram tempo para nos mostrar tudo, a viagem de aves foi incrível, vimos inúmeras aves, incluindo pequenas corujas e uma águia Imperial, comemos comida deliciosa e ficamos em um quarto muito agradável. Estou em falta já e não pode esperar para voltar.
"
48,"Após as inundações e chuva interminável no Reino Unido que queríamos encontrar sol mas que tinha que ser sol com atitude - ou seja, não estar em uma praia. Quando encontramos a Quinta online fomos atraídos pela observação de aves em oferta e o majestoso afastamento da região.  Quando chegamos, foi imediatamente acolhido por Frank e Daniella, seus familiares e os quatro cães os quais foram para se tornar os nossos amigos. Jantamos juntos todos os dias -muitas vezes com outros hóspedes, e Daniella não poderia ter sido mais bem planejadas, suficientes para uma dieta restrita.  Sobre os dias em que ficamos ""em casa"" que apareceu ao longo de um caminho ao lado um riacho entre os carvalhos vindo em pássaros, lagartos, sapos e faixas de javalis selvagens, ou nós nos sentamos no terraço
"
49,"Em Primeiro lugar ouvimos falar em ""paraíso em Portugal"", em Birdfair - depois de ler os comentários, e a nossa recente estadia foi muito curto. Esteja preparado para as 4km de carro para baixo uma faixa dura para chegar a Quinta, mas o nosso Fiat Punto contratado foi capaz de lidar! A hospitalidade soberba fornecidos por Frank, Daniella e família. Localização, no meio do nada, foi tranquilo e relaxante e uma boa base para pássaros, passeios a pé, etc. O nosso dia com Frank (em seu ""Depósito"") foi bem pena o início pré-amanhecer para obter as nossas primeiras vistas de abetarda na bruma para iniciar uma birding do dia memorável. Agora, é sobre o nosso ""deve rever a lista!
"
50,"Tendo apenas sido solicitado por um artigo online sobre o Alentejo, eu de repente lembrou-se os 10 dias idílicos a minha esposa e eu passamos a este lugar em Maio de 1996!!  Estou muito satisfeito por ver que o 'Quinta' é pujante e é óbvio que continua a suscitar o louvor que certamente merece. A minha esposa estava se recuperando da cirurgia e o cuidado e atenção que recebemos dos proprietários (tenho a certeza que foi Frank e sua esposa) foi fantástica. Outros destaques: o repartee animada em torno da mesa de jantar comum, as histórias de Frank e sua família que chegam em Portugal por um ônibus London-ex ( ?? ), comedor de minha primeira incursão em uma abelha, a noite gloriosa aroma de jasmim, a visão do sapo maciços no gramado após uma chuva e minha primeira captura de um
"
51,"Ela tinha sido 16 anos desde a última vez que nos passaram um tempo na Quinta do Barranco da Estrada e não decepcionou. Frank e Daniella foram anfitriões perfeitos. A comida, vistas e a companhia foram excelente e esperamos não deixar que tanto tempo para a nossa próxima visita.
"
52,"Sensação muito sorte de ter sido capaz de visitar a Quinta para um tempo 2nd, tendo Entes ele muito há 2 anos. Ótimo para estar de volta, fica melhor e melhor. Assim, Harry se pisam o papagaio é ainda entreter-nos! Tudo o mais maravilhoso como sempre - apenas o lugar para a paz e sossego com os belos jardins e deslumbrantes vistas do lago. Sempre divertido e interessante para conversar com outros hóspedes a refeição. Frank e Daniela, com a família e a equipe, a cuidar-nos tão gentilmente. Nós agradecemos todos, ver você em breve!
"
