,Avaliações
10,"O pequeno almoço foi muito completo, camas confortáveis, staff muito atencioso e disponível, quartos espaçosos mesmo no meio da calma do Alentejo. Perfeito para ir com a família e aproveitar as férias, seja verão ou inverno! Amei
"
11,"Recomendo vivamente. Os passeios pela herdade onde vimos todos os animais, desde ovelhas cabras, burros, cavalos vacas.  Os pequenos almoços são deliciosos e os quartos têm todo o conforto.  Local que ao vou esquecer.
"
12,"Pontos positivos: A cama era confortável e a televisão tem canais por cabo. O pequeno almoço é bastante completo. E jantar tem buffet de sobremesas (as tartes são ótimas!). É também bastante agradável poder comer as refeições ao ar livre nas mesas no exterior. O atendimento, apesar de toda a parte negativa descrita no comentário, é simpático. — Pontos negativos: Ponto crucial para nunca mais voltar a este sítio: segundo o próprio funcionário da receção, alteram a tipologia dos quartos de vez em quando sem mudar absolutamente nada nos mesmos. O que hoje é um quarto duplo, amanhã pode ser um quarto familiar. Só muda o preço conforme lhes apetece. Após visualizar as fotografias dos quartos desta herdade, optámos por um quarto familiar porque não nos agradaram os quartos de
"
13,"Um excelente espaço para descansar em família e com amigos; apesar de de sido só um fim de semana serviu para descansar. Todo o espaço é acolhedor e confortável. Foi pena ter estado muito frio mas todos os espaços estão climatizados. Tenho pena de não ter tirado mais fotografias do alojamento.
"
14,"Posso dizer que tudo aqui foi perfeito. O quarto, a piscina no quarto (!) a piscina exterior, a extrema simpatia e dedicação dos empregados... Tudo! É um lugar maravilhoso, excelente para descansar! Para o ano irei certamente de novo!
"
15,"Quando se tem de andar 2km por terra batida para chegar a um hotel é de esperar que valha a pena pois, as expectativas são altas. Assim acontece com este hotel. Vale a pena o esforço para ficar absorto no cantar e chilrear dos passarinhos e acordar ao som da natureza. Os quartos são acolhedores e imaculados (atenção que estamos no meio do campo...é natural que um gafanhoto ou uma aranhinha entrem sorrateiramente...). As camas são altas por isso, cuidado se acordar e se levantar com as luzes apagadas... Casas de banho limpas e asseadas. Água quente, de imediato, no chuveiro, sem ter de esperar uma eternidade que aqueça e sem desperdício. Brilhante ideia de colocar a caldeira na casa de banho. O espaço circundante oferece um pôr do sol radiante e digno de ser contemplado. Pequeno
"
16,"Adoramos tudo quarto com boa cama ,ótima piscina e bar acessível junto à mesma com várias opções de espreguiçadeiras e que apetece estar ali o dia todo e um passeio muito giro pela herdade que também tem vários animais.E o pessoal muito simpático e atenciosos .Tem tv à cabo .E um lugar privilegiado para ver o pôr do sol. Adoramos assim que puder voltaremos.
"
17,"Não se entende o nome com um SPA que não existe. Tirando esse aspecto trata-se de um santuário de repouso,com excelentes instalações no meio de nenhures. Estivemos em quartos com uma pequena piscina privativa. Pareceram-nos e foram a escolha certa em especial os que são voltados para nascente.os quartos são enormes,bem mobilados, com um quarto de banho também bom (este tem no entanto pouca luz. Fazer a barba ali...). Pessoal simpático e muito disponível para qualquer pedido que seja feito. Pequeno almoço muito dom com bons produtos e boa variedade. Para quem, como eu, é Alentejo dependente, este é um lugar onde só não voltarei se Deus não me deixar.
"
18,"Local ótimo para uma se desligar do stress do trabalho, do dia a dia da cidade. Boa infraestrutura, piscina top, espreguiçadeiras suficientes para todos os hóspedes com sobras, quartos grandes e confortáveis, pequeno almoço com uma variedade suficiente, o jantar foi muito bom. Toda a equipa do sesmarias nota máxima pela simpatia e profissionalismo. Relaxar, ler um livro, ouvir o silêncio do campo, uma pessoa fica como nova. Bom sítio para quem quer realmente desligar-se e recarregar energias. A repetir sem dúvida.
"
19,"Uma surpresa no interior Alentejano! Gostei bastante do quarto, amplo e virado para a piscina. A casa principal tem uma sala de estar muito bonita e acolhedora, único local com wi-fi. A piscina grande e muito limpa! Pequeno almoço muito bom.  Excelente relação preço qualidade.
"
20,"Em Dezembro de 2018 fiz uma reserva através da Booking de duas noites de dia 8 a 10 de Junho e 2019. Recebi de imediato por parte do alojamento Sesmarias um email a pedir uma transferência de 50% de modo a garantir a reserva. Assim fiz, senão quando no dia 4 de Maio (cerca de um mês antes da minha estadia) recebo um telefonema por parte do alojamento a informar que estão em Overbooking e não me podem alojar porque aceitaram um evento. Agora pergunto: em Dezembro não tinham este evento? Avisam o cliente um mês antes? Pior mesmo que a falta de ética profissional e serviço ao cliente é mesmo a ganância, pois ainda tiveram a indecência de me pedir para eu cancelar na Booking.com (para não pagarem taxa). Devo relembrar que quem cancelou a reserva foram eles. Ainda me foi sugerida uma
"
21,"Este alojamento está inserido numa vasta herdade muito interessante. Quando chegamos após uma curta viagem em estrada de terra batida, normal por estas paragens, o que nos aparece tem ar limpo e  promete uma boa estadia. Simpatia e disponibilidade abundam por aqui, piscina em lugar muito agradável e tranquilo. Quarto com muito boas condições, cama enorme e confortável, silêncio e tranquilidade. Muitos animais na área envolvente, possibilidade de realizar caminhadas e observar a fauna e flora desta zona. Jantámos no restaurante existente e ficámos com uma impressão um pouco negativa, poderiam ser mais originais ou então apresentar pratos tipicamente Alentejanos, talvez se deva a pouca ocupação e o facto de ser época baixa, ponto positivo, as entradas e a simpatia da funcionária.
"
22,"Local maravilhoso em pleno alentejo para descansar. Alojamento fantástico pequeno e tranquilo. Atendimento fantastico Espaços exteriores muito bons limpos e conservados Pequenos almoço variado e com produtos regionais
"
23,"Atendimento muito bom simpatia tudo bom .Comida pouca escolha para quem foi com meia pensão lazer piscina 5 * bicicletas para dar um passeio impossível andar tudo velho andamos 500 metros e voltamos para trás spa que mencionava no prospecto não existia enfim camas que para descansar era um pesadelo não consegui descansar que era o meu objetivo e da minha esposa internet que não dava não correu bem por isso só dou 2 *
"
24,"Espaço bastante agradável para o repouso, limpo e cuidado, pessoal bastante disponível e simpático!! condições óptimas e sem duvida bastante interessante. localização 5 estrelas longe de tudo, boa disposição de todo o complexo!
"
25,"Pequeno almoço fantástico, quartos muito cómodos, piscina em declive onde dá a possibilidade de ler um livro dentro de agua, as bicicletas disponíveis grátis ""sabem"" muito bem . Achei um sitio muito calmo e tranquilo onde o staff está sempre disponível.. Irei certamente repetir a estadia noutras férias
"
26,"Já visitei alguns locais semelhantes no Alentejo e por isso esperava mais do Sesmarias. O espaço tem muito potencial, no entanto há pormenores que deixam a desejar para o preço que se pratica.  O restaurante é demasiado elementar, deixa muito a desejar para aquilo que qualquer pessoa espera do Alentejo.  Os proprietários não são pessoas propriamente acolhedoras. De uma forma geral a avaliação é satisfatória, acima de tudo pelo espaço.
"
27,"Não me canso de todos os anos, desde que abriu e faz 4 anos, passar por lá e ficar um fim de semana ou outras vezes mais. É como se estivesse em casa. Adoro o espaço, quartos amplos e com muito bom gosto, piscina fantástica, pessoal super simpático e a comida é ótima. Aconselho
"
28,"Espaço agradável com muito potencial, mas muito mal aproveitado (as fotografias enganam). A  entrada para a herdade é feita por um caminho cheio de pedras (que é muito bom para os pneus! ). Preços de estadia elevados, para a qualidade que oferecem. Meia pensão não compensa, pois não traduz a típica comida alentejana (só as entradas é que ficam aprovadas). Infelizmente um sítio bonito, que não surpreende!
"
29,"Estive neste hotel num casamento e achei que o espaço tem todo potencial para ser uma unidade de luxo devido à infraestrutura, no entanto, o serviço e qualidade de comida no restaurante fica abaixo de o que é espectável.
"
30,"Fim de Semana fantástico. pequeno almoço servido com requinte e muita simpatia dos empregados.  Quanto ao local, terra a perder de vista e muitos animais para descobrir, desde cavalos a burros, passando por ovelhas e vacas.   Momentos de descanço é coisa que não falta nas Sesmarias, para quem passar um fim de semana a relaxar.  Sem dúvida um local a repetir.
"
31,"Passei um fim de semana neste espaço, estava a contar com melhor profissionalismo e qualidade. Desde do quarto que cheirava super mal a esgoto, puxava o autoclismo da sanita a água saia pela base de duche cheia de lixo, chamamos o gerente o qual não soube ser PROFISSIONAL a resolver a situação (Quando o gerente não dá o exemplo, é normal que os restantes profissionais não se importem). O pequeno almoço que iniciava às 9:00h , às 9:30h quando fomos tomar o mesmo já não havia comida praticamente nenhuma, falamos com a empregada que nos disse que já não havia croissant, nem pão pois demorava 20 minutos no forno.Tivemos quase que implorar para nos trazerem comida. No ato do check out no nosso quarto estava uma bebida marcada a mais e nós dissemos que não tínhamos consumido, a
"
32,"3 dias em que o alojamento tem espaço simpático e a zona da piscina é boa no entanto fica um pouco por aí o que pode disfrutar , poucos baldes de lixo disponíveis, Wi-Fi apenas  disponível na sala . É descrito como spa mas que serviços de spa realmente tem ?funcionarios simpáticos e prestáveis , já o dono bastante sisudo e sem intervenção com os hóspedes . A comida foi uma desilusão. O valor que se paga e o que se obtém não estão em sintonia.
"
33,"o alojamento de 3 noites correu bem, no entanto há pontos que deveriam ser vistos/revistos:  - berços para bebés péssimos no que respeita a conforto, o que nos foi colocado estava estragado e quase nao tinha colchão sobre a tábua de madeira;  - caixote do lixo do quarto com pouca capacidade, tendo em consideração que se tratava de um quarto familiar;  - edredons nas camas, quando se faziam sentir cerca de 40 graus, o que acaba por tornar a noite desconfortavel;  - a limpeza dos quartos não é cuidadosa, havia comida antiga no mini bar do quarto, assim como algum cotão e rolos de cabelos aos cantos do quarto;  - o regime de meia pensão é demasiado caro para a qualidade e quantidade de comida servida ao jantar. comida sem grande sabor, servida em doses pequenas.  Contudo há pontos
"
34,"Fiz um reserva por telefone por volta as 11h da manhã. No dia seguinte, pelas 16h, sou contactada para me informarem que tiveram overbooking e a ""minha"" suite seria para outra pessoa, pois esta tinha marcado mais um dia! Como alternativa apresentaram um quarto inferior pelo seu preço de tabela! Falta de profissionalismo.
"
35,"A simpatia de alguns colaboradores é inexcedível. Em contrapartida os “gerentes” são pouco empáticos, pouco calorosos. Uma denominação de spa que não se percebe porquê. Não tem terapeutas, nem piscina interior. Para jantar temos de reservar com antecedência - o que é impossível de saber à chegada - caso não perguntemos também ninguém nos diz.
"
36,"Turismo rural muito aconchegante. Quartos amplos e confortáveis Cama grande com bom colchão Paisagem e silêncio maravilhoso para descansar Funcionarios simpáticos e muito disponíveis  Pequeno almoço óptimo com excelentes produtos caseiros Jantar possível se pedido com antecedência ( vale a pena experimentar uns petiscos alentejanas e a sopa de tomate). A repetir concerteza!
"
37,"Este refúgio alentejano tem tudo para ser perfeito. Fiquei hospedada numa suite com piscina privativa, onde é possível descansar e usufruir de tudo na privacidade do quarto. Os quartos são muito espaçosos e bem decorados. Fiz todas as refeições no local, a comida era simples mas bem confeccionada. A propriedade é enorme, com muito espaço para passeios pedestres ou de bicicletas disponíveis no local. Perfeito para fugir ao rebuliço da cidade. Obrigada.
"
38,"Todo o espaço é muito agradavel e simpatico. Bom para descansar a dois . Suite muito espaçosa ,talvez demasiado minimalista mas confortavel. Pouco usamos as areas comuns. Chegamos tarde e saimos cedo após um rápido passeio pela herdade. Pedimos o jantar e pequeno almoço no quarto ambos saborosos sem serem memoraveis. Pessoal simpático e atento ás  solicitaçoes . Contras; a lareira do quarto não funciona bem e tivemos de dormir de janela aberta para conseguirmos respirar... com 5 graus não foi muito agradavel... mas o pior de tudo é a luz que entra ,vinda da piscina e patio,pois não pode ser desligada.
"
39,"Desde o cenário maravilhoso onde se encontra, até à decoração da suite, passando pela comida divinal e acima de tudo a simpatia da Ana, Cátia e restantes funcionárias foi tudo simplesmente maravilhoso. Obrigada pela experiência que nos proporcionaram.
"
40,"Lugar mágico no coração do Alentejo. Piscina excelente que tão bem sabe nos dias de calor. Quartos muito agradáveis. O pequeno-almoço é bastante variado cheio de coisas boas, incluído uns doces maravilhosos. O staff é impecável. Para descansar e sentir o Alentejo em toda a sua plenitude. Obrigado Sesmarias e ao seu simpático e amistoso staff.
"
41,"Um sitio esplêndido com todas as condições para um fim de semana perfeito...não fora o atendimento  indelicado e rude na recepção. Totalmente impreparados para o atendimento. Horário de saída estrito ao meio dia o que impede quem vem de longe para um fim de semana de aproveitar o resto de domingo. É uma pena, mas felizmente foi a nossa primeira má experiência no turismo rural, pelo que evitaremos futuras visitas a este local. Há muitos outros.
"
42,"Lugar tranquilo com vista para extenso olival no meio da planície alentejana onde se pode escutar o luar! Quartos confortáveis, limpos e luminosos. Pessoal atencioso e solicito. Boa e farta comida alentejana num ambiente descontraído e amigável. Piscina apropriada para crianças e adultos, com envolvência confortável e sombras generosas. Aguardamos o tempo frio para numa próxima escapadinha desfrutarmos da acolhedora sala comum com a sua vasta lareira!
"
43,"O quarto onde ficamos era excelente, a piscina optima as refeições muito boas. Apenas um reparo o acesso para além de ser difícil acho que deveria ter uma sinalização mais visível, tirando isso é um paraíso
"
44,"Uma surpresa muito agradável no meio de uma paisagem de cortar a respiração.  Quartos muito confortáveis e com uma decoração muito interessante.  A piscina é essencial devido às altas temperaturas que se fazem sentir na região.  Adoramos o terraço, principalmente à noite, com uma vista privilegiada sobre um céu cheio de estrelas.  Pequeno almoço, com bolo caseiro delicioso.  Aconselho a passar por este refúgio.
"
45,"Uma semana completa de passeios, sol e sombra na piscina... pequenos-almoços, almoços, lanches e jantares ...  Sempre no ambiente mais confortável que o local e a simpatia do pessoal poderia proporcionar. Tudo é calma, descontração e bom gosto!  Propostas de visitas a adegas e restaurantes nas redondezas, sempre acertadas!  Esperamos voltar, para bebermos o nosso rosé Guadalupe, servido com simpatia, num dos alojamentos rurais mais fantásticos do interior do Alentejo (e já conhecemos outros...)  Bem hajam por nos proporcionarem estes dias de relaxamento que tanto precisávamos.
"
46,"A família alugou o espaço para uma comemoração de 50 anos, e a escolha não podia ter sido a melhor. Este turismo rural parece que sempre pertenceu aquele pedaço de Alentejo. A construção está em harmonia com a região. A decoração é rústica e acolhedora. A piscina com 'praia' dá logo vontade de meter o pé. E o terraço com vista para um Alentejo a perder de vista? É daquelas imagens que perdura na memória. Pessoas muito simpáticas e uma tranquilidade impagável. Recomendo sem pestanejar!
"
47,"Sítio ideal para fugir à azafama da cidade... Longe da confusão... lugar extremamente tranquilo. Tem atividades como andar de bicicleta e a cavalo (este sob marcação). Ideal para a família. Tem quartos com piscina privada, magníficos! Staff acolhedor e discreto. Pequeno almoço magnifico. Para almoço ou jantar só sob reserva.
"
48,"Um local soberbo para quem quer ter paz e descansar. Comida excelente e quartos excepcionais. Para quem possui filhos também é boa opção. Ler um livro a beira da piscina é a melhor escolha. E há quartos com piscinas individuais.
"
49,"A inigualável simpatia dos funcionários, os maravilhosos quartos espaçosos com uma piscina privada - ideal para dar um mergulho ao final do dia, as confortáveis instalações da piscina combinadas com a tranquilidade e o sossego do Alentejo, os saborosos pratos típicos servidos no restaurante, tornam este espaço um autêntico paraíso, que deixa saudades ainda antes de ir embora. Uma estadia perfeita, sem nada de negativo a apontar e sem dúvida alguma a repetir. É de realçar a simpatia e disponibilidade de todos os funcionários, que tornam o espaço ainda mais especial.
"
50,"O hotel fica mesmo no meio do nada, mesmo no meio do Alentejo! O quarto é agradável com as suas comodidades. O pequeno-almoço é relativamente composto. A piscina é magnífica, onde se pode passar um bom serão nela na tranquilidade. Possui de um miradouro por cima do restaurante que proporciona uma vista fabulosa sobre a herdade. Apesar de ser longe para nós (Aveiro), valeu a pena a viagem. Contudo, notámos que de SPA, o hotel não tem.
"
51,"Visitamos este Turismo Rural aquando do meu aniversario, atenciosos no atendimento, ficamos hospedados numa suite com piscina privada. Local limpo e tranquilo, ideal para descansar! Paguei a suíte em regime de pensão completa, fomos informados do lanche da tarde mas não o vimos.  O jantar foi estupendo, a comida espetacularmente confeccionada - a estadia valeu por isso! A noite relativamente bem dormida, atendendo a que a cama de casal nao era mais que duas camas juntas, e os cortinados pouco isolam a luz do exterior! Quando realizamos o check out e perguntamos pelo almoço, foi-nos informado que era uma modalidade já não existente pois não fazia sentido servir uma refeição a alguém que já não é hóspede por ter realizado o check-out! Por quase ""tentativa de gentileza""
"
52,"Quarto fantástico, muito acolhedor e extremamente limpo, com vista para a piscina. O pequeno almoço muito fresco e abundante o suficiente. O sítio bastante isolado, mas facilmente acessível, ideal para descansar da azáfama da cidade, no coração do Alentejo!
"
53,"Passámos um óptimo fim de semana, nesta magnifica unidade, onde fomos muito bem recebidos já na sexta feira a horas tardias para entrar, providenciaram logo sopas, tosta e saladas de frutas, tudo com muita qualidade e simpatia de todo o pessoal envolvido. Nos restantes dias sempre muito atenciosos.
"
54,"Sitio fantástico, O pessoal é muito simpático.A suite era maravilhosa. Sitio muito tranquilo para descansar, quando estamos na casa só ouvimos os passarinhos.  A minha única sugestão, é que poderia haver uma pequena kitchenette para casais que tenham filhos. As vezes apetece fazer a comidinha em casa e ficar a desfrutar a vista do pátio.
"
55,"Finalmente um espaço fabuloso, super cuidado e onde podemos passar uns dias em família, esquecendo tudo o resto!  Pequeno almoço de elevadíssima qualidade, bem como um lanche reconfortante servido à tarde, tudo para proporcionar aos hóspedes uma estadia tranquila e formidável! Vamos claramente regressar com a opção de pensão completa, pois ali o descanso é rei!  Fiquei cliente!!!
"
56,"Excelente sitio , com muito bom gosto . A equipa é muito voluntariosa e simpatica , os hospedes ficam a vontade e com a sensacao de estar em casa . Bons acesso apesar do pisso de terra batida . Em suma , a voltar .
"
57,"Este hotel é excelente para desfrutar do sossego alentejano! As instalações são limpas, confortáveis e bastante acolhedoras. O pessoal muito simpático e eficiente. O pormenor de servirem um lanche a meio da tarde com um bolinho caseiro, chá, iogurte e limonada faz-nos sentir em casa e bem recebidos. O espaço exterior cuidado permite desfrutar da piscina e todo o espaço envolvente de forma bastante aprazível. Um lugar a regressar certamente.
"
58,"Magnifico, extraordinario, único, maravilhoso,.... Local, Pessoas, Comida da Dª Alice, simplicidade, conforto, cuidado da Dª Ana que esteja tudo a correr pelo melhor,..... o melhor mesmo e ir para poder avaliar. O que tem que melhor: Nada. O que tem de Bom: Tudo. Parabéns e muito obrigado por terem feito de um fim de semana em Familia um fim de semana único. Sugestão (ir com tudo incluido, e aproveitar para estacionar o carro e descansar)
"
59,"Muito agradável. Bom quarto (agradável e grande), num local muito tranquilo, rodeado de natureza e vistas deslumbrantes. Staff simpático, disponível e preocupado com o bem estar dos hóspedes. Os miminhos no quarto à chegada (uns biscoitos deliciosos) e o simpático lanche são agradáveis surpresas. Excelente pequeno almoço. Jantámos no restaurante e foi uma experiência fabulosa. Comida caseira e feita com muito carinho pela Dª Alice. Excelente cozinheira e muito simpática e atenciosa.
"
60,"Fim de semana muito agradável para descansar e conviver. O silêncio é uma mais valia. O acolhimento foi muito bom. O ritual do lanche ao fim da tarde... Quarto muito agradável e espaçoso com excelente vista de paisagem rural. Cama confortável. O pequeno almoço é excelente, com sumo de laranjas da propriedade. A equipa tudo fez para que nos sentisse-mos em casa. A lareira sempre acesa na sala de convivio convida. Recomendo vivamente.
"
61,"Lugar bastante calmo e sossegado em comunhão com a natureza, muito agradável com staff simpático e prestável. Quartos acolhedores, jantar e pequeno almoço de boa qualidade. Estadia com pacote romântico com direito a jantar no quarto :)
"
62,"Fim de semana para descansar. Sítio muito tranquilo. O silêncio é uma mais valia. O acolhimento foi excelente. Como não queríamos jantar serviram um chá e torradas em pão alentejano com um queijo maravilhoso. O quarto tem um pequeno terraço todo branco com vista pata o campo que é muito relaxante. O acesso é por um recanto com lareira com velas a acesas e um perfume convidativo. Cama enorme e com todo o conforto. O pequeno almoço é excelente, com sumo de laranja da propriedade delicioso. A proprietária faz tudo para que nos sintamos em casa. A lareira acessa, o bolo caseiro de chorar por mais.  Podemos passear pelo campo em total silêncio. Para descansar não há melhor.
"
63,"Paramos nas sesmarias para descansar, ótima paisagem, sossego ótimo para descansar e desfrutar do espaços calmos.  Pessoas do bem e muita simpáticas. Adoramos tudo.  A repetir 10estrelasssssssss  Aconselhamos ...
"
64,"Fomos no início do mês de setembro ainda estava imenso calor a ideia era descansar e apanhar sol e este é o sítio ideal. Ficámos em regime de pensão completa o pequeno-almoço tem tudo o que é essencial de qualidade e fresco. O jantar é também em regime de buffett  com sopa um prato de carne e peixe e várias entradas e petiscos as bebidas estão incluídas, estivemos hospedados durante cinco noites e os pratos foram sempre diferentes e bem confeccionados. Ao almoço é perguntado aos hospedes o que vão querer de uma seleção de saladas, rissóis, empadas, lasanha e algumas outras coisas, depois é só sentar e servem o que foi pedido previamente. Penso que este regime de refeições mais leves funciona bem para o verão não sei se será tão eficaz. O quarto era pequeno mas mais do que
"
65,"São 5 min desde a estrada até à recepção, feitos numa estrada de terra batida, no meio de um descampado até que...encontrámos o paraíso, lindo, sossegado com um staff muito simpatico e eficiente...e a Dona Alice uma simpatia e uma cozinheira de mão cheia, incrivel..a repetir! Recomendo a toda a gente!
"
66,"Que maravilha! Paz, sossego, tranquilidade. Excelente fim de semana, aconselho tudo incluido. Simpatia de todos e excelentes e modernos quartos e suites. A voltar brevemente para felicidade da mulher e filhos. Parabéns!!
"
67,"O que tem de bom? A piscina, a sala de estar é muito confortável e acolhedora, o lanche oferecido sem qualquer custo a meio da tarde faz lembrar a casa da avó, o pequeno almoço é muito bom , o sossego e a paz é uma mais valia.  O que tem de mau? O acesso à herdade, é mau, não primam pela simpatia, tirando a proprietária, o quarto é fraco o colchão não é nada confortável, só chegarmos não sabíamos bem para onde nos dirigimos visto não ter identificação da recepção. O preço, Muito alto para o que é.
"
68,"O local, as refeições, o conforto do quarto, a limpeza e o atendimento. O atendimento das pessoas foi excecional, em especial a Andreia que estava sempre atenta a todos os pormenores. A piscina comum sempre muito limpa. Os quartos com piscina particular, dão um momento com os nossos filhos espetacular. O pormenor da fruta no quarto. As refeições ligeiras ao almoço são espetaculares. Os passeios pela herdade, a pé ou de bicicleta são fantásticos.
"
69,"muito boas condições comida caseira quartos óptimos bom espaço staff muito simpático da vontade de voltar passeios bicicleta óptimos para dar volta na herdade muita simpatia dos donos e ambiente bastante calmo
"
70,"A piscina exterior tem uma forma diferente e interessante, a zona em redor da piscina é silenciosa e permite descansar. No dia em que lá estive havia crianças que respeitavam o silêncio geral, apenas as crianças da casa(!) faziam barulho... No restaurante a variedade é insuficiente (2 pratos para jantar...) mas a qualidade é aceitável. A chefe de sala é simpática e esforçada.  A chegada ao local é feita tendo de passar sobre um fosso com umas placas metálicas, ou apontamos bem as rodas do carro ou enfiamo-las no fosso! (foi-me dito que é provisório...) Depois temos um caminho de cabras com cerca de 2km em que se tivermos amor ao carro, não passamos de 1ª velocidade... a 10km/h!  Reservei uma suite com piscina privada. Ao chegar deparei-me com um pequeno tanque à entrada de um
"
