,Avaliações
10,"Espaço encantador, sossegado e cuidado. Os vários espaços existentes na propriedade permitem aos hóspedes usufruir de momentos sossegados. Funcionários simpáticos e sempre disponíveis. Limpeza impecável. Ideal para descansar e desligar. Jantar muito bom. Acesso simples e muito próximo de Évora.
"
11,"Adorei tudo. O quarto, o espaço envolvente, as piscinas, o jantar, o pequeno-almoço e o staff. Não existe mesmo nada a apontar. Vê-se que foi tudo pensado ao pormenor, para nos sentirmos bem. Parabéns!
"
12,"Atenção muito elegante e pouco pretensiosa. Apesar de sermos os únicos clientes naquela noite, nem por isso o serviço foi menos excelente. O quarto excede as expectativas, com um espaço à lareira confortante. O pequeno almoço simples, mas com todos ingredientes necessários a uma manhã de férias em casal. Nota 10 para todo o Staff.
"
13,"Excelente para um fim de semana de descanso. Unidade longe de qualquer tipo de ruído e em harmonia com a natureza que a rodeia. Funcionárias muito simpáticas e atenciosas (Claudia e Kika - Obrigado) Quarto confortável com ar condicionado e salamandra, cama de qualidade assim como os travesseiros. A suite nº6 tem uma WC sem muita privacidade, fica mesmo no quarto com apenas uma parede a separar (Não nos incomodou pessoalmente mas para alguém que prefira mais privacidade talvez incomode) Pequeno almoço simples mas com variedade mais que aceitável. Iguarias de qualidade e variadas conforme ilustram as fotografias que anexo. Menu de jantar muito limitado, com preços elevados para o que é e sem retirar partido da gastronomia local que é riquíssima. Fomos sempre almoçar e jantar fora.
"
14,"A quinta aproveitou com mestria as bases de uma antiga quinta alentejana. Cada casa, recuperada e decorada com atenção ao mais ínfimo pormenor, é muito confortável espaçosa. O espaço de refeições é magnifico e amplo, ideal para fins de semana com amigos. A equipa de apoio é de uma simpatia e disponibilidade extrema. A atenção às necessidades dos clientes é constante. Óptima experiência. Recomendo vivamente. O único aspeto menos positivo é o caminho de acesso, em terra batida e com bastante buracos, o que poderá ser um problema em dias com mais chuva.
"
15,"Atendimento excelente, quartos bem decorados (tirando o lavatório do wc, pouco adequado para ser utilizado...), espaço muito acolhedor e refeições muito bem servidas. De referir o especial cuidado no tratamento e entretenimento das crianças do grupo. Muito obrigada!
"
16,"Bastante agradável !!! Sítio simpático.... Quartos modernamente decorados, casa de banho moderna, simples, mas com o necessário. Pequeno almoço bom e com variedade suficiente. Pessoal em geral muito simpático, atencioso e eficiente. Único senão ! As zonas exteriores, as envolventes, ou seja os jardins e outras áreas comuns a precisar de um maior cuidado ! Valeu a pena. Preço, acima da média e do que entendi razoável para a oferta. Mas como manter um espaço daqueles com apenas 7 quartos !!!
"
17,"Hotel onde todos os detalhes são irretocáveis uma delicia. Cada hora se descobre um cantinho oculto ainda mais charmoso.  Agora o melhor de tudo e a presença de vera. A alma de nossa estada lá. Gentil atenciosa precisa e discreta. Ela é o maior diferencial do hotel
"
18,"Que vistas e que paisagem maravilhosa. O atendimento é do melhor e a decoraçãodas suites impera o conforto e o bom gosto, com a mistura do vintage por todo o lado. O Jantar no alpendre em plena noite de verão alentejana é altamente aconselhável. Bom hotel para famílias.
"
19,"Para lá chegarmos é um pouco complicado pois o acesso é um caminho de terra batida em mau estado, no entanto compensa quando chegamos pois tem uma localização espetacular onde reina a calma só se ouvem os pássaros e as vacas. O quarto é espaçoso e confortável. A piscina perto da receção é muito boa. Este alojamento prima pela privacidade pois só tem 7 quartos. O único aspeto menos positivo na minha opinião foi o pequeno-almoço com pouca variedade, penso que pelo preço praticado deveriam ter uma maior oferta ao cliente. Pormenor de todos os dias oferta de um chocolate na almofada!
"
20,"Imani Country House, é sem dúvida um Espaço Mágico!!!! Desde a altíssima qualidade no atendimento bem como a atenção dos colaboradores, este lugar é um verdadeiro Oásis no Alentejo! Tem o seu próprio vinho em colaboração com um enólogo conhecido, denominado 'Incógnito' entre outros....A não perder a sua degustação... Quanto à gastronomia, recomendo o bacalhau feito pelo Chef José Pedro Vasconcelos! Divinal!!!! No meio de toda esta qualidade, está a pouca distância do 'Cromeleque dos Almendres'! Um espaço 'energetic'! Um óptimo pequeno almoço, um banho numa das fantásticas piscinas e um passeio até ao Cromeleque, cheio de interessantes curiosidades, fazem um final de tarde revigorante e tornam o IAMANI um espaço divino e mágico! A muito poucos kms, têm Évora, o que torna a
"
21,"Um pequeno paraíso! A nossa estadia foi das melhores de sempre! O Imani é um pequeno paraíso no Alentejo!! Os jardins e o espaço envolvente são deslumbrantes, os quartos grandes com uma decoração excepcional que conjuga o rústico e o moderno. A atenção dedicada aos hóspedes é fora de série, o mimo, o cuidado, a amabilidade e a disponibilidade para agradar são incomensuráveis!  A comida é extraordinária! Até a música que fomos ouvindo na sala de refeições e no jardim nos encantou. Excelente sítio para relaxar. Ah! Adorámos os burros e o gato! :)
"
22,"Simplesmente perfeito.  A quinta é um primor, deslumbrante. Jardins e paisagismo cuidados com esmero e competência. Quartos confortabilíssimos. As instalações são de altíssimo padrão, com qualidade e bom gosto em todos os detalhes. Entrevê-se em cada canto o capricho perfeccionista com que foi pensado e executado. A sala de refeições é a mais acolhedora que já vi num hotel.  E o staff consegue ombrear com a excelência do espaço físico. Simpatia e gentileza irretocáveis. Sara foi a melhor anfitriã que alguém podia desejar. Agradeço-lhe em especial, mas cumpre assinalar que também gentilíssimos foram D. Kica, Tánia e André. Sentimo-nos em casa o tempo todo. Até o gato parecia que era nosso.  Os proprietários estão de parabéns. Raras vezes  vê-se a perfeição ser atingida. O Imani é
"
23,"Uma boa casa da campo. O atendimento é supersimpático, o pequeno almoço muito bom, com produtos locais e os quartos são magníficos. O descanso é garantido, a menos que o chilrear dos passarinhos o incomodem... O ponto menos positivo, que o Imani é alheio, são os acessos, uma chamada de atenção da Câmara local. Contudo, vale bem a pena!
"
24,"Pessoal muito atento e simpático, o pequeno almoço delioso em especial o bolo :) Os quartos são grandes e relaxantes e a quinta bem cuidada. As crianças adoraram. Nem são críticas mas acho que poderiam melhorar o acesso (entre entrada e estacionamento) e ter mais variedade de cultivo/animais.
"
25,"A imani prima pelo atendimento de excelencia. Perfeito para descansar a dois, passar uns dias a relaxar nas duas piscinas, colocar a leitura em dia. O restaurante da Imani é ideal para quem não pretende pegar no carro durante a estadia. Os funcionários estão sempre disponíveis para ajudar, sempre com um sorriso.
"
26,"Para quem procura encontrar um pouco de paz, a Imani é a escolha perfeita. Aqui o tempo tem outro tempo e ganhamos tempo para relaxar, apreciar a paisagem, perdermos-nos em conversas e deliciarmos-nos com os sabores intensos da comida alentejana.
"
27,"Um local muito bonito, decoração muito cuidada e cheia de pormenores de muito bom gosto. O staff muito preocupado, educado e simpático.  Para turismo rural está muito acima do que se espera, no entanto o que oferece e os preços que praticam são de hotel e ai esperava mais oferta em termos de serviços.  Acabou por ser uma experiência positiva....
"
28,"Conforto é a palavra de ordem quando pensamos na Imani! Os cantos e recantos dos jardins, os lagos e piscinas, as espreguiçadeiras, os quartos, a área de refeições, o honesty bar... tudo foi pensado ao pormenor para conforto dos hóspedes. O staff é muito atencioso, e não podíamos ter esperado melhor estadia.  O único ponto fraco é a estrada de acesso à Quinta, que deixa muito a desejar... Mas é um pormenor ínfimo, comparado com tudo o que o espaço tem para oferecer!
"
29,"Muito tranquilo e bonito. É perfeito para descansar. Somos uma família com crianças e elas adoraram dar festas aos burros, correr pela relva e apanhar limões.  A comida do restaurante e do pequeno almoço era deliciosa. Os espaços comuns eram  bonitos, divertidos e contemporâneos. A simpatia da equipa é notável.
"
30,"Após estadia. Só temos a dizer que o excelente começa no atendimento, comida 5*, com um espaço magnífico. Quartos espaçosos limpos e muito bem decorados. Pessoal muito simpático sempre atento a qualquer falta. Acessos bons e devidamente seguros. Só podemos aconselhar a estadia. Nada temos a dizer em contrário. PARABÉNS PELO BOM TRABALHO.
"
31,"Fantástico local, com ambiente relaxante e descontraído onde apetece ficar uns dias a desfrutar.  Serviço excelente e decoração dos espaços cuidada e original.  Conceito distinto pelo reduzido número de quartos, serviço de refeições e apoio aos hóspedes sempre disponível.  Experiência a repetir !!!
"
32,"Casa de turismo de habitação de elevada categoria!  Muito bom gosto na decoração, quarto muito confortável e todo o ambiente é bastante acolhedor! Excelente para um fim de semana de relax! A internet funciona impecavelmente mas a televisão por satélite não foi ""userfriendly"" o que limitou o seu uso!  O pequeno almoço é bem caseiro e variado!  Considero altamente recomendável para dias de bom tempo, já que o trajecto do parque aos quartos ( todos de acesso individual) e dos quartos para a sala de refeições/convívio é todo feito pelo exterior. Se estiver muito frio ou a chover muito torna-se ""desagradável"".  Perante esta pequena "" limitação"", considero que o preço praticado em época baixa é muito elevado tendo em consideração a oferta é a concorrência similares!   No entanto, a
"
33,"Elegemos este hotel para passar o fim de semana do Dia dos Namorados. É um local ideal para todas as épocas do ano, mas muitos conseguem-no ser no Verão mas depois no Inverno falham redondamente. Este não. Este tem caraterísticas que o tornarão único no Verão, para namorar e descansar nos vários recantos que possui, numa ou noutra piscina, no bar exterior ou interior, num outro qualquer lugar refugiado do calor. Mas num dia chuvoso este local é único. As suites têm lareira o que permite estar sossegado a ler um livro, um jornal ou simplesmente a descansar no calor do quarto. As camas são extremamente confortáveis e grandes. As casas de banho são amplas e bem projetadas. E no salão Improvável que serve de sala de pequeno almoço, restaurante, sala de jogos, de leitura ou de
"
34,"+ simpatia do staff; sentirmo-nos à vontade como se estivéssemos em casa; o conceito de casa de campo; a decoração vintage original; os animais da quinta; o pequeno almoço servido até ao meio dia; a salamandra no quarto.   - o preço face à expetativa;  pormenores: os carros ficam no meio do campo, com mau tempo enlameamos os pés; tinha uma teia de aranha na casa de banho (dado o devido desconto por ser casa de campo); a estrada de acesso (em terra batida mas cheia de socalcos, embora se perceba que com a chuva não haja muito a fazer).
"
35,"O atendimento cuidado começou mesmo antes da nossa chegada com um telefonema de cortesia, na manhã do dia da entrada no hotel, oferecendo indicações para lá chegar. Tal não se revelou necessário visto que está muito bem indicada a partir da povoação de Guadalupe, que fica muito perto da saída da A6.  A propriedade surpreendeu-nos logo à entrada, pela sua beleza e pela manutenção cuidada dos olivais, pomares de laranjeiras e pastos. O enquadramento do hotel na paisagem é extraordinário assim como as vistas que se têm a partir de qualquer um dos quartos.   As zonas comuns, para além da propriedade agrícola com 13 hectares, conta com a generosa sala de refeições; uma recém inaugurada loja de vinhos, um honesty bar, um telheiro com mesa de refeições, sofás e rede de descanso e duas
"
36,"Pontos positivos - as instalações, a decoraçao, o conforto. Aspectos a melhorar - a climatizaçao, o dimensionamento das águas sanitárias e o caminho para a quinta. E não precisam de ser tao ""prestáveis"" e solícitos! Deixem as preocupações de lado e visitem esta casa de campo, onde relaxar é palavra de ordem.
"
37,"Ao chegar ao Imani, sentido-nos agradavelmente envolvidos no meio de 10 hectares de um lindo e bem cuidado olival. A propriedade combina a traça antiga, com o design e decoração muito bem conseguidos e de bom gosto, sobretudo na sala de refeições e na suite 7, onde nos hospedamos. O silêncio é absoluto e respeitado por todos. As duas piscinas, em espaços diferentes, convidam ao descanso e relaxe. O serviço é excelente e a amabilidade e profissionalismo da Sara e do João, ajudaram a que este dia fosse ainda mais memorável.  Voltaremos em breve.
"
38,"Quem procura um paraíso para relaxar tem que conhecer esta casa de campo. A qualidade é a palavra-chave. Tudo é incrivelmente bom: do espaço, aos quartos, passando pela comida e, ainda, pela simpatia de todos os que lá trabalham. Fomos no verão mas voltaremos no inverno. Muito muito bom.
"
39,"Estou a repetir um título, é verdade, mas foi mesmo isso que eu senti. Há muito tempo que queria lá ir e nunca tinha conseguido, e finalmente chegou a hora (nota: há mais quartos do que os disponíveis no booking por isso entrem em contacto directo com o Imani). A uma hora de Lisboa! Não me canso de repetir isto, porque quando precisamos descansar, descontrair, relaxar ou simplesmente fugir da rotina do dia-a-dia, é pegar no carro e o Imani está logo ali. Quando chegamos somos imediatamente ""convidados"" a deixar todas as preocupações, com uma bebida de boas-vindas e uma visita ao Imani e a tudo o que nos pode oferecer (obrigada Sara).  Gostei de tudo que nem sei por onde começar, mas a decoração, a comida, a envolvência (aquele silêncio que já não nos lembramos que existe), a
"
40,"O local goza de uma paisagem magnifica, fazendo-nos sentir rodeados pela natureza desde o primeiro momento. Os serviços que o hotel oferece são bastante simpaticos, desde o acesso a internet disponivel em todoo espaço de forma gratuita, 7 quartos unicos, 2 piscinas, zona de bar (""honest Bar""), e um salão de refeições amplo, onde é possivel assistir a televisão ou jogar uma partida de snooker. As pessoas são muita simpaticas e atenciosas, contribuindo para tornar a nossa estadia ainda melhor. Sem duvida um locar a revisitar.
"
41,"Um local para ""carregar baterias"",  rodeado de uma paisagem magnifica com um atendimento de excelência. Gostamos muito do atendimento, as pessoas são simpáticas e atenciosas, em que existe um cuidado em que tudo esteja perfeito e oferecer a melhor experiência possível, a comida é fantástica, e com grandes áreas para poder brincar com as crianças. Local a voltar, o qual recomendo vivamente.
"
42,"Pessoal cordial, instalações muito boas, com uma decoração muito feliz, excelente pequeno almoço com produtos caseiros, tranquilidade, proximidade de Évora, tudo excelente. Estada curta e fria no exterior, muito acolhedor no interior. O verão deve ser ainda melhor. Conto regressar. Parabéns.
"
43,"Todo o atendimento prévio de preparação antes da chegada é de louvar. As mensagens enviadas e recebidas online para a reserva foram de um cuidado extremo, revelando interesse no melhor para a estadia dos seus visitantes.  À chegada, o caminho em terra batida, desnivelado, parece propositado a um abrandamento ao ritmo citadino e frenético do dia a dia.   O veículo foi deixado entre laranjas caídas a substituir as linhas de um parque de estacionamento qualquer, que com o esmagar dos pneus libertava um perfume idílico a campo.  Fomos prontamente recebidos pelo funcionário que nos levou as malas até à recepção e ao ""estábulo"" designado. A decoração revelava um cuidado pormenorizado na descoberta aos poucos de peças de design exclusivas ao longo da percepção visual do espaço, tudo
"
44,"Servico de primeira, instalacoes de primeira, experiencia unica e A REPETIR Pode parecer caro, mas vale cada centimo... Fomos em Outubro durante 4 dias e um deles choveu o dia inteiro. Nem saimos do quarto...vista fantastica e o melhor momento de descanso do ano!!!!
"
45,"No meio de uma aldeia simples está um dos hotéis que mais me surpreendeu nos últimos tempo. bem decorado, com um excelente enquadramento e com todas as comodidades que se pedem. O serviço é eficiente e a simpatia uma imagem de marca. Recomendo a todos para uns dias bem passados e em descanso.
"
46,"Espaço cheio de bom gosto.para um fim de semana de total relaxe. Recomendo, para casais ou família. O serviço é exemplar e todos muitos simpáticos. Uma piscina para refrescar nas paisagens quentes alentejanas ajuda a tornar a estadia ainda mais agradável.
"
47,"Situado numa quinta cheia de verde , um oásis, em pleno Alentejo no pico do Verão! Serviço e quarto 5 estrelas. Um silêncio incrível e uma devoração extremamente feliz e bonita! O Pedro e a Sara verdadeiros anfitriões e a limonada de Boas Vindas divinal...
"
48,"O hotel/pousada é um charme com um café da manhã impecável e um monte de ¨cantos¨muito interessantes dentro da propriedade !  Me colocaram num loft tremendamente transado, com um quarto de banho sensacional !!
"
49,"Um verdadeiro paraíso natural no Alentejo.  Ideal para descansar ou viver com amigos.  A decoração é extraordinária e tudo está pensado para uma dias de descontração e relax. Desde os animais are ao restaurante.  Tudo perfeito.  Recomendo!
"
50,"Equipa fantástica sempre disponível. Beleza em cada pedaço, em cada peça, em cada ideia da casa. Chegámos com sede do calor, com fome de energia e partimos com um sorriso enorme e carregados de vida em estado puro ao ritmo da melodia das andorinhas-residentes. Fica o desejo real de voltar rapidamente por qualquer motivo, sem qualquer desculpa, nem que seja para uma limonada.
"
51,"Excelente fim de semana que passámos neste recanto, longe de tudo, mas ao mesmo tempo muito perto da vida citadina no Alentejo ( Évora a apenas 5 minutos de carro). Muito tranquilo, muita paz. As instalações são fantásticas, uma boa reconstrução em que foi conseguido manter a traça original de um monte Alentejano,  com toques de modernidade e muito conforto, com excelente bom gosto. Serviço cinco estrelas com muita simpatia. O pequeno almoço foi bom, com produtos de muita qualidade, mas podia ter algo mais.. Os quartos são espaçosos e confortáveis, ar condicionado e salamandra para nos aquecermos, só faz falta um roupeiro para guardar as roupas e malas (pelo menos o nosso não tinha). Apesar de estar cheio tivémos toda a privacidade que quisémos. Muito agradável para descansar.
"
52,"O local perfeito para sair da rotina, mergulhar na beleza e tranquilidade alentejana. A lareira no quarto ajudou imenso à escapadinha romântica em pleno Inverno. Staff super-atencioso, sempre disponíveis. Pequeno-almoço óptimo! Dá vontade de não voltar à realidade depois de uma experiência como esta. Um must-stay!
"
53,"Ficamos 2 noites no Imani e surpreendeu nos muito pela positiva :) Espaço exterior bem cuidado, quartos espaçosos, sala de estar cheia de charme e staff simpático e sempre pronto a ajudar.  Recomendamos vivamente o Imani Country House.
"
54,"Para quem quer descansar e ter sossego. Optima localização. Isolado mas com boa acessibilidade a Évora (10m). As instalações são boas mas o que maravilha é a propriedade/quinta onde o Imani está inserido. Local muito aprazivel e relaxante.
"
55,"Perfeito para uma escapadinha romântica ou em família! Os quartos são únicos e espaçosos, o sítio e fantástico, cheio de natureza e tranquilidade. A simpatia do pessoal e dos donos ajuda a sentir-nos em casa. Não tive oportunidade de jantar, mas as o pequeno almoço e almoço estavam fantásticos. Vou voltar e repetir!
"
56,"Lugar ideal para se deixar envolver pela natureza, passear, descansar e ao mesmo tempo conhecer Évora, cidade cheia de encanto e História. O hotel é idílico. A quinta dá-nos uma liberdade plena que até nos sentimos parte da grande família que a utiliza. Desde os guizos das ovelhas, até ao chilrear dos passáros, tudo o que nos rodeia é encantador. Um bem haja a todos quantos lá trabalham que com simplicidade e simpatia nos acolhem com tanto carinho. Jorge (08 a 11 out.)
"
57,"Um espaço encantador, tranquilo, com muito conforto. Ideal para quem gosta de natureza e de se deixar levar pelo tempo para ler, passear e descansar. A natureza que envolve este espaço é Maravilhosa!
"
58,"Este sítio fica e mostra o Alentejo no seu esplendor, é exactamente aquilo que de melhor esperamos desta terra magnifica. Primeiro somos impactados pela localização, pela vista imensa, tão alentejana, segue-se a casa cheia de alma e aconchegante com objectos com historia e um servico tão tranquilo e atento! Perfeito!
"
59,"A casa de campo Imani fica a 10/15 minutos do centro histórico de Évora e a 5 minutos do Cromeleque/Menir dos Almendres, o que a torna perfeita para qualquer pessoa interessada em conhecer a cidade e os megálitos sem prescindir da tranquilidade e serviço personalizado que só uma ""country house"" pode oferecer.  A envolvência e aparência exterior da casa surpreendem: belos pomares de laranjeiras; construção restaurada com fachada ""contemporânea"" num bom equilíbrio entre o rústico (estrutural) e o sofisticado; jardins bem cuidados e espaçosos; piscina; ausência de outras ""construções"" à vista, etc. Recebidos com atenção e muita simpatia, fizeram questão de nos mostrar os pontos-chave da propriedade e o nosso quarto.  Escolhemos uma das duas suites existentes na casa. Muito
"
60,"Apenas 10 minutos de Évora, no meio da natureza, encontra-se esta lindíssima casa de campo, um oásis de tranquilidade e paz, óptimo para descansar e esquecer os problemas de dia a dia. As suites são muito espaçosas e confortáveis, com casa de banho moderna, Sat-TV, ar condicionado e salamandra. O jardim e enorme e oferece a possibilidade de passear e relaxar. O pequeno almoço é delicioso, todos os dias havia uma grande variedade de frutas, queijo, fiambre, doces, bolos, pão, croissants etc., servidos pelo o staff que nos tratou com a maior simpatia e atenção. Os donos são muito amáveis e se esforçaram todos os dias para tornar a nossa estadia o mais agradável possível. Desde a hora da chegada e até o momento da nossa partida adoramos o ambiente familiar. Os empregados são todos
"
61,"A 10 minutos de Évora é um Excelente local para descansar, ler, fazer caminhadas ... As suites são lindissimas, muito espaçosas, confortáveis, com ""alpendre"" privativo. No Imani sentimos que estamos no campo mas com muito requinte ... é uma experiência diferente e única.
"
62,"Um pequeno hotel com apenas 7 quartos perto do Almendres Cromlech = muito simpática e discreta equipe. Confortável quarto, jardins rústicos e duas piscinas. Simples comida bem preparada e nós não queremos sair. Um adorável rural local relaxante.
"
63,"A experiência em Imani Country House foi ótimo! ! ! O Place é realmente belos, os quartos são grandes e confortáveis, a comida é muito boa, todos os funcionários são incrivelmente amigável e Nice. Eu recomendo vivamente este lugar para todos. É super relaxante
"
64,"Apesar de conhecer muitos dos melhores hotéis rurais de luxo em Portugal, Imani estava fora do meu radar. Devo dizer, porém, que o seu site não lhes faz justiça. O lugar é muito mais atraente do que o que você vê no site deles. No meio da zona rural de Évora, a 60 minutos de Lisboa e 15 de estrada de terra até ao portão, este maravilhoso refúgio de natureza, paz, design e boa comida e vinho. Duas pequenas piscinas com vista para os pomares de laranja e as colinas do Alentejo tornam as partes da natureza excepcionais. Duas pequenas piscinas no local com espreguiçadeiras. Eles ainda têm dois burros residente amigáveis em uma das canetas que amam a atenção. No entanto, a verdadeira beleza deste lugar é a atenção meticulosa ao design e conforto. Embora no geral seja bonito, é a
"
65,"Um lugar retirado de uma história antiga com um toque de modernismo e com muito bom gosto nos detalhes. A equipe foi muito agradável e está sempre disponível. Muita natureza arround o lugar. Muito calmo e relaxante. A comida estava boa. Definitivamente uma experiência para repetir.
"
66,"Recentemente nos hospedamos no Imani Country House para um fim de semana para participar de um casamento na região.  Gostei muito da experiência de A-Z.  Excelente localização na zona rural de uma propriedade deslumbrante. O extremamente cordiais boas-vindas do pessoal - muito simpático serviço continuou durante toda a nossa estadia curta. Gostamos da decoração dos quartos e as áreas comuns muito - um lugar único na verdade. Padrão dos quartos, bem como a limpeza era de nível muito elevado.  O Pequeno-almoço, snacks e bebidas eram muito agradáveis, especialmente todas as coisas na hora de Imanis própria terra (por exemplo e laranja lima suco)  bom No geral, relaxante estadia neste local bastante remota. Recomendo.
"
67,"Tivemos alguns dias relaxantes no Imani. É muito tranquilo e o ritmo da vida é lento (o pequeno-almoço não começa até 9,30 !), mas que em breve ajudou-nos relaxar. O hotel está localizado em laranjeiras, com vista para uma paisagem bonita. Isto não significa contudo que o hotel é bastante isolado e é difícil de encontrar. Évora fica a aprox. 20 min. de carro. A equipe é calorosa e acolhedora. Um copo de limonada fresca caseira nos foi dada à chegada. Os quartos são estábulos convertidos e mantido fresco embora foi muito quente quando estávamos lá. Os proprietários gato e cão são amigáveis e o 2 Jumentos como fazer-se ouvir! Eu definitivamente recomendaria o Imani como um luxo pequeno hotel.
"
68,"De uma muito simpática recepção para sua suíte é um sonho: deicated serviço, uma decoração especial é sua suíte e um monte de extra's. Compairimg todo o conceito com outra experiência leva-me até o topo do Monte Kilimanjaro: sem som, no meio do nada que fornece-lhe o melhor de lá é: silêncio! Jan e Caro, Breda Países Baixos
"
69,"Eu já viajei muito e posso dizer honestamente dizer que eu nunca me senti mais confortável e descontraída em qualquer lugar do que no Imani. Eu, meu marido e boy 11 anos fiquei na ""Suite"".  Foi tão bonito e aconchegante. Infelizmente a nossa estadia de 2 dias em Fevereiro foi afetados pelo (não inesperado) chuva e o fato de que o nosso filho não estava se sentindo bem mas se tivemos que ficar em vez de explorar, estou tão feliz por ele foi no Imani!!!! O design deste celeiro restaurado é curto nada de perfeição. O espaço foi utilizado, com criatividade, direita para baixo para a lareira à lenha na nossa sala e sofá no banheiro perto da banheira com pés! Sarah foi uma anfitriã aconchegante e útil tanto com informações relacionadas ao hotel e sugestões de restaurantes e
"
