,Avaliações
10,"O hotel é pequeno mas confortável. Bem no centro de Beja, numa via pedonal, é ideal para passear e explorar a boa comida da região. O staff é muito atencioso e o pequeno almoço muito bom. A única coisa a apontar seria mesmo a falta de insonorização dos quartos.
"
11,"Se for no Verão, contar com imenso calor. Pequeno almoço limitado, staff pouco acessível. Estacionamento inexistente ou muito reduzido, barulhento logo de manhã. Boa localização, pequeno almoço desde as 7h15.
"
12,"Um serviço bom. Boa receção a clientes. Limpeza de quartos boa. Conforto de quartos é razoável devido aos colchões de molas. Com alguns sítios interessantes para visitar como a moralha de Beja. Ter um pequeno almoço diversificado é sempre uma boa opção no hotel devido á nacionalidade das pessoas que aparecem no hotel. Preço qualidade foi bom
"
13,"Muito desactualizada. Limpeza mediana. Pequeno almoço muito bom para o custo... Simpatia igualmente mediana, ao pequeno almoço espetacular no atendimento na recepção pouco simpático. Sem vista e quarto pequeno mas confortável. Para uma noite funciona.
"
14,"Está bem localizado no centro da cidade. O serviço é simpático. Tem wi-fi. O edifício não é novo e aqui e ali precisava talvez de uns reparos. Recomenda-se para uma noite em passagem sem grandes pretensões.
"
15,"O hotel para passar uns dias 2 a 3 está bem o preço é bom as instalações já tem uns anos mas está bem cuidado. A zona fica no centro perto da zona histórica para visitar a pé tem muitos restaurantes e bares nas redondezas e um jardim onde à noite durante o verão tem animação nocturna. O serviço e atendimento são foram agradáveis as pessoas bastante simpáticas. O pequeno almoço foi variado com confecção caseira e bom.
"
16,"Sem grandes mordomias, tem tudo o que é necessário para boas noites de descanso. Tem atendimento atencioso e simpático, estando disponíveis para resolver qualquer problema. Como ponto positivo, tem Wi-fi nos quartos.
"
17,"Situado no centro da cidade, todos os quartos dispõem de TV, espaçosos e acolhedores para uns dias de descanso. Tem fácil acesso seja qual for a entrada na cidade. Num raio de 100 metros tem três ou quatro dos melhores restaurantes da cidade incluindo o famoso Luiz da Rocha ali a 30 metros.
"
18,"Hotel Santa Barbara, e ótimo para aquilo que oferece, para uma boa noite de sono e um bom café da manhã. A passeio pela cidade ou a negócios, está super indicado. Café bem completo e uma ótima localização.
"
19,"Um Hotel pequeno e familiar. Excelente localização, no centro da cidade de Beja e na zona pedonal. Funcionários simpáticos. Extremamente limpo. Os quartos são pequenos, mas muito acolhedores. Aconselhamos
"
20,"Pros:Um hotel com boas condições, bom pequeno almoço, limpeza eficiente e funcionários simpáticos e sociáveis. Tem elevador e ar condicionado. wi-Fi e TV com qualidade. Contras: sonorização não e, de facto, a melhor. Parque de estacionamento ligeiramente deslocado do hotel.
"
21,"O Hotel fica situado numa das artérias principais da Cidade de Beja. As acomodações encontram-se limpas e bem arrumadas. A decoração dos quartos é simples, mas funcional. Para o tipo de unidade hoteleira, (2 estrelas) penso que o pequeno almoço é bastante bom. Funcionários simpáticos e sempre disponíveis.
"
22,"A localização é o ponto forte deste hotel. Os apartamentos são pequenos com mobilia antiga e pouco espaço para malas. Café da manha razoável, com poucas opções. Vale destacar o nível do atendimento da recepção, visto que os proprietários estão sempre presentes.
"
23,"Duas estrelas com elevador, localização privilegiada, perto dos pontos turísticos, centro histórico.  No pequeno almoço é servido uma cuca de banana deliciosa.  Acomodações arejadas e sempre limpas. Ambiente muito agradável com bom atendimento. Uma ótima opção para visitar as vinícolas do alémtejo. Esta foi a minha terceira estada em Beja, nesse hotel. Gostei muito.
"
24,"Fiquei hospedado neste hotel 3 noites, tem óptimo atendimento, na recepção são muito prestáveis, e atenciosos. Ficamos no 3º andar (tem elevador) estava impecavelmente limpo,a cama confortável, televisão plasma, com canais por cabo, e o Wi-Fi de muito boa qualidade. Pequeno-almoço óptimo, com muita variedade, sumo de laranja natural, compotas e produtos regionais.!  De realçar o facto do hotel se situar mesmo no centro da cidade, estando bastante próximo de todos os locais de atracção turística bem como da zona de bares e restaurantes. O hotel disponibiliza estacionamento a 200 metros, em parque público, pago pelo hotel. Preço acessível, sem duvida voltarei.
"
25,"Óptima localização.Mesmo no centro da cidade.Acolhedor e atendimento personalizado.A atenção por parte dos funcionários em relação ao meu bem estar foi constante e permanente nos dias que fiquei hospedado.Algo para mim muito importante em virtude de me deslocar com frequência para fora da minha área de residência e de ter muita experiência em dormir em hóteis. Óptimo pequeno almoço.
"
26,"O hotel fica na zona central da cidade, junto dos locais a visitar. Excelente relação qualidade/preço.  Ficamos 3 noites, num quarto  com varanda, no 3º andar ( tem elevador ) Tudo estava muito limpo e acolhedor. Pequeno almoço com grande variedade, delicioso com produtos regionais, adorei o pão regional e as compotas. Pessoal muito prestável, no atendimento e na informação disponibilizada. O hotel disponibiliza solução gratuita de estacionamento para os clientes.
"
27,"Estivemos recentemente no Hotel Santa Bárbara, durante duas noites, nas quais desfrutámos da  comodidade dos quartos e dos serviços que nos foram prestados pelos funcionários - estes foram muito simpáticos e acolhedores, esclarecendo-nos sempre que necessitámos. A localização geografia do hotel é bastante boa, uma vez que se encontra no centro da cidade, o que facilita um passeio a pé e consequente visita aos monumentos históricos. Mais um ponto positivo é o facto de se situar a cerca de 10 minutos da zona de bares. Aconselhamos este hotel a casais que tencionem passar um fim de semana romântico.
"
28,"Optima localização no centro da cidade,solução de estacionamento. Atendimento muito agradavel, staff muito simpatico e sempre disponível para ajudar e informar, e um excelente pequeno almoço estilo buffet no qual destaco o sumo de laranja natural. Quarto muito limpo e comfortavel. Aconselho e irei voltar com a certeza de um alojamento muito cordial e agradavel.
"
29,"Este é um hotel muito centralmente localizado em Beja. A gestão foi muito útil em ajudar-nos a estacionar o carro e para mudar o nosso quarto para uma varanda terceiro andar unidade embora nos foi atribuído um primeiro andar, sem nenhum custo. A sacada foi excelente! pessoas muito adequadas e boas lá.
"
30,"O hotel está bem localizado no centro, em uma rua de pedestres. É muito limpo ea equipe é muito útil. O quarto não é muito grande, mas é o suficiente. O WC é OK, e o AC funciona muito bem. Café-da-manhã é OK, mas não continental. É um hotel honesto, mas eu achei um pouco caro para o tipo de hotel é.
"
31,"Ótima localização na zona histórica de Beja. Os quartos são confortáveis ​​se básicos. A equipe do hotel foram extremamente atenciosa e amigável. O café da manhã é um bom buffet típico europeu. Eu sou um bebedor de café, então eu saboreei o coador de café. Altamente recomendo se você passar o tempo fora do seu quarto de hotel
"
32,"Este é um hotel muito acolhedor com uma equipa simpática, quartos limpos e um bom pequeno-almoço. Há parques de estacionamento nas proximidades. Certamente, vale o preço. Temos uma sala com varanda, que foi mais agradável rua pequena. Recepcionista era cara muito simpático, mostrou que o estacionamento e estacionada novamente seu carro para nos dar um parque de estacionamento.
"
33,"É limpo, Nice, central residencial. A equipe é muito nice e atenciosa. Nós se hospedaram thete para o ""Festival do Amor"" festival como ESTOU um bellydancer e realizados ali.    Como para um restaurante chamado luiz Rocha foi terrible, bad Dom, bad quarto não muito nice.    de tudo o mais beja é um belas City.
"
