,Avaliações
42,"Decidimos ir até Beja para descansar da agitação de Lisboa, do qual resultou muito bem. Nada de mal apontar, uma pousada / hotel 5estrelas, a passar pelos staff e pequeno-almoço, quarto, piscina, etc.
"
43,"O Convento de São Francisco foi fundado na segunda metade do século XIII, provavelmente em 1268. Do período gótico ainda conserva uma capela funerária (século XV) conhecida como Sala dos Túmulos. Com a extinção das ordens religiosas em 1834, o convento foi transformado em quartel – Regimento de Infantaria de Beja. Entre 1993 e 1995 foram efectuadas enormes obras de reabilitação e restauro que transformaram e edifício em Pousada.  Boa localização; serviço de recepção rápido e atencioso; quarto bem dimensionado, com uma decoração rústica e uma cama a proporcionar um sono tranquilo ( pena não haver um mini-bar); serviço do restaurante profissional e simpático e comida - pequeno almoço (Bufete) e jantar, variada e de boa qualidade. Recomendo!
"
44,"Bastante boa à excepção dos percursos para os quartos  terem sempre escadas, não havendo nenhuma alternativa e dificuldade do transporte bagagem pelo próprio quer por ser um percurso longo quer por não existir um meio do hotel simples de transporte quer ainda por não haver quem o faça..
"
45,"A melhorar os acessos a pessoas com dificuldades de mobilidade, nomeadamente em cadeira de rodas. O pequeno almoço também poderia ser melhorado. O espaço/ edificios e jardins estão bem mantidos. Voltarei.
"
46,"Excelente infraestrutura. Muito bom para a obtenção de tranquilidade e paz necessárias para um bom período de descanso e de recuperação da vida profissional. O peso da história do local, sente-se de uma forma positiva 😎
"
47,"Gostámos muito da nossa estadia, os funcionários são simpáticos o jardim é bonito e cuidado o espaço exterior é amplo e tranquilo. Achei engraçada a ideia do jantar de sábado à noite ser servido como churrasco no jardim.
"
48,"Instalações muito boas, staff cinco estrelas (ou não fossem alentejanos) muito profissionais, simpáticos e prestáveis. Decoração espectacular, forma como conseguiram a utilização de todos os espaços do convento. Recomendo.
"
49,"Gostei da estadia, pessoal simpático, prestável, quartos generosos bem arrumados e com pequenos detalhes na receção. Pequeno almoço generoso. Com locais interiores dignos de visita. A cama muito espaçosa e confortável como convém. Complicado estacionar mesmo dentro do próprio parque ao ar livre mas fechado quando a quantidade de pessoas atinge um volume considerável na pousada.
"
50,"Todos os momentos na Pousada são de elevado requinte, primando a mesma pela qualidade, simpatia e profissionalismo dos funcionários. Um local a visitar sempre, com muita história para conhecer, situado numa zona calma e central. Vale sempre a pena ficar nesta Pousada.
"
51,"Graças à disponibilidade e eficiência da responsável da Pousada, Ana Fialho, a estadia e a festa foram inexcedíveis. Nada a apontar. Talvez o serviço de mesa ganhasse em ser mais rápido, mas em ambiente de festa é aceitável alguma demora.
"
52,"Maravilhosa estadia! Foram dias excelentes. Tudo perfeito.  Adorei e espero voltar em breve. Uma palavra de agradecimento a todo o pessoal pela simpatia, competência e disponibilidade. E Beja é uma cidade muito bonita com muitos lugares para visitar.
"
53,"Pousada muito bem localizada, muito agradável quanto aos espaços de lazer  e decoração. Piscina exterior excelente. Óptimo atendimento. Pequeno almoço excelente bem como o jantar no restaurante. A repetir!
"
54,"Calma e serenidade; pousada com óptima localização e espaço de piscina bem agradável; atendimento muito simpático e atencioso quer da recepção quer do resto do staff; pequeno-almoço pouco diversificado mas de qualidade.
"
55,"Local calmo para passar uns bons dias com a família fora da rotina do dia a dia da cidade. Boa localização. Serviço de atendimento e limpeza 5 estrelas. Falta melhorar a nível da zona da piscina sobretudo limpeza e esperguicadeiras.
"
56,"Aspectos positivos: A recepção supera as expectativas do Cliente em diversos âmbitos. Está atenta para resolver, de imediato, qualquer problema que surja. Aspectos negativos: É inconcebível na restauração, de uma Pousada Alentejana, não existirem doces conventuais.
"
57,"Serviço competente com boa boa vontade no sentido de agradar ao cliente. Limpeza e alimentação dentro do muito bom. Há um senão, deveria no parque de estacionamento que é tão grande haver pelo menos uma tomada para carregamento de automóveis eléctricos. Passaria a ser o paraíso em pleno Alentejo.
"
58,"Tudo muito bom. Excelentes instalações, limpeza apurada, pessoal muito prestável. Recomendaria que "" obrigassem "" os hóspedes a tomar duche antes de utilizarem as piscinas. É uma questão de saúde pública e os utentes percepcionariam a importância que a vossa instituição confere aos mais diversos pormenores.
"
59,"Apresenta um ambiente histórico, descontraído e elegante, com espaços interiores amplos e todos eles visitáveis.  Situada no centro histórico de Beja. A piscina é bastante agradável, mas o SPA é mínimo.
"
60,"A estadia foi maravilhosa! O espaço muito acolhedor; sossegado; calmo; muito bom! Recomendo a familiares e amigos! Um local a repetir... um local magnífico... com tudo muito estimado e bem tratado! Adoramos!
"
61,"A pousada não é das melhores comparada com outras porém não deixa de ser um local confortável e de luxo. A área da piscina é bastante atrativa porém podiam ter empregados constante lá. O empregado José Luís Godinho foi particularmente atencioso e bastante simpático, um exemplo! O restante staff, salvo exceções (um empregado ao jantar e os da entrada), eram por vezes pouco atenciosos. O jantar era bom e boa relação com preço.
"
62,"Um edifício magnifico, muito bem localizado e com um staff muito amável e prestável. O quarto confortável e comodo.O pequeno almoço era razoavel, mas com pouca variedade e sem reposiçao dos alimentos em falta.  A piscina é boa, contudo os espaço exteriores com falta de manutenção, jardim e lagos muito mal cuidados, e as espreguiçadeiras da piscina a necessitar de uma urgente substituição.
"
63,"A Pousada está muito bem localizada, no centro da cidade, num edifício histórico e magnificamente recuperado, dispõe de uma boa piscina e um óptimo serviço de pequeno-almoço e restauração. Destaca-se a amabilidade de toda a equipa do hotel. Definitivamente, um espaço a voltar!!!!
"
64,"Bom atendimento, ótimo café da manhã e bem localizado. Conseguimos visitar a Cidade toda a pé, mesmo estando muito calor na época. Embora seja um hotel histórico, se encontra bem conservado e com boas acomodações, incluindo um espaçoso banheiro. Para quem viaja de carro, tem um ótimo estacionamento. Jantamos um dia no hotel e, para o valor cobrado, a comida estava um pouco aquém, mas acho que gastronomia não é muito o forte de Beja.
"
65,"Recomendável com toda a certeza, desde o primeiro atendimento, ao serviço prestado, qualidade da comida, conforto do quarto, atendimento quase personalizado durante as refeições, estacionamento privativo, piscina excelente para dar uns mergulhos e descansar. É uma Pousada com história em todos os sentidos! 5 ⭐️
"
66,"Ficámos 3 noites nesta pousada e gostámos imenso. Serviço excelente, empregados simpáticos e atenciosos. Comida deliciosa, atmosfera agradável, quartos confortáveis, tudo num belo local com jardim e piscina. Simples, simpático e sossegado.
"
67,"Pousada muito bonita, tranquila e confortável, bem localizada no centro da cidade. Espços comuns muito bonitos e agradáveis. Pequeno almoço de boa qualidade e pessoal simpático e sempre pronto a proporcionar a melhor estadia possível. Quarto limpo e confortável.
"
68,"Uma pousada muito agradável .Os espaços tanto interiores como exteriores convidam ao repouso. Os quartos são muito confortáveis.No restaurante são servidas saborosas refeições incluindo bons pequenos almoços. Muita simpatia
"
69,"Calma, conforto, boa restauração, pequeno almoço espectacular, e uma piscina maravilhosa num sitio encantador. Bom espaço para estacionamento. Espaço lindo e gigante, convento bem convertido em unidade hoteleira.
"
70,"É agradável chegar-se a algum sítio e ter-se acesso ao que se deseja no momento. Um ambiente calmo e acolhedor, que se deseja depois de uma viagem de carro de mais de 100 quilómetros e depois de um pequeno descanso num dos muitos locais existentes, poder sair um pouco para a piscina para um pequeno mergulho antes do banho quente e reparador a que se seguirá uma refeição no restaurante com boa cozinha e um serviço simpático, mas profissional.
"
71,"A estada foi memorável. O hotel tem amplos espaços e recantos para explorar. Há sempre algo novo para descobrir. Os funcionários são cordiais, simpáticos prestáveis e diligentes O pequeno almoço tem produtos de qualidade assim como as refeições servidas. Os grandes salões têm uma decoração fantástica e proporcionam agradáveis momentos de relaxe e descanso.
"
72,"Espaços da Pousada acolhedores e estadia tranquila para casal. Também pode ser recomendado para familias, face ao espaço do quarto e área de convivio para exterior (jardins e piscina) e interior (sala de leitura e bar com jogos).
"
73,"Excelente localização, áreas publicas, bem arranjada e muito interessantes, boa recuperação do Convento, área da piscina bem agradável, pequeno almoço razoável quanto baste, alguma demora na reposição, propostas de pratos alentejanos no Restaurante, simpatia do pessoal.
"
74,"No centro de Beja com fácil acesso. Pousada fantástica com um serviço excelente. Recomendo uma experiência no restaurante da pousada. Obrigado a todos por uma excelente estadia.  Recomendo e vou voltar. MG
"
75,"rReceção rápida e muito simpática levando as bagagens ao quarto por parte de rececionista. Quarto reservado à última hora, não muito bem localizado mas com muito espaço Mais de 20 m2 e casa de banho com janela. Camas grandes e confortáveis. Pequeno almoço gourmet com show cooking desde 6ª a domingo e com enorme variedade de frutas pães, magnifico queijo de pasta mole, ótimo presunto, sumo laranja natural e delicioso e excelente café expresso. Sala de refeições ampla e simpática com excelente menu e confeção. Foi bom verificar que as Pousadas de Portugal voltam a dar destaque ao bem comer. As áreas sociais muito bem arranjadas e enormes, Destaque para o claustro a capela gótica e o Bar. Destaque para a piscina e toda a área envolvente. Estacionamento próprio, reservado e gratuito
"
76,"Gostei do quarto. Da localização central. Do restaurante onde é servida bons pratos regionais. Funcionários simpáticos e atenciosos prestaram todas as informações de que necessitamos para um melhor conhecimento da cidade. Estava calor mas a piscina só abre em Junho
"
77,"Num fim de semana que se adivinhava muito calor por Beja , com a maior feira da agricultura do país a decorrer , causando por isso lotação esgotada , fui encontrar uma piscina completamente abandonada , suja e casas de banho contíguas completamente desapropriadas
"
78,"Bonito sitio, bem localizado e tranquilo. Muito para visitar a pé e nas redondezas. Região com muitas povoações do passado e da história, com espaço e paisagens planas e tranquilas... Vale a pena passar uns dias a visitar a cidade e a região...
"
79,"Boa estadia nesta pousada muito bonita e com muita qualidade.  Atendimento bom, com bons profissionais. Um ligar excelente para descansar e relaxar. Recomendo esta local para uma estadia. Preço acima da media
"
80,"A experiência de hospedagem em um edifício histórico (muito bem conservado por sinal) foi excelente, equipe atenciosa e muito prestativa, localização do hotel próximo das principais atrações da cidade.
"
81,"Pousada situada no centro da cidade, com excelente trabalho recuperação. Qualidade acima da média, com muitas salas para podermos ler, jogar, conversar, etc. Atendimento muito simpático, restaurante com pratos típicos alentejanos muito bem confecionados. Boa lista de vinhos da região.
"
82,"O selo Pousadas de Portugal é garantia de bons hotéis e com este não é diferente Belo prédio, servicoatencioso , quartos confortáveis e bom café da manhã A reclamar apenas da má iluminação nos banheiros, que atrapalha especialmente as mulheres a maquilagem, e a distância entre o estacionamento e a recepção, que obriga os hóspedes ase deslocarem com suas malas, pois os carrinhos ficam guarda dos na recepção e ao são vistos na chegada
"
83,"Acolhimento cordial, instalações confortáveis. Pequeno almoço com variedade de produtos, no entanto deverão disponibilizar produtos diatéticos, como sementes ou iogurtes magros. Deverão ainda ter maior cuidado na verificação do estado dos quartos, aspectos técnicos, antes da sua entrega ao Cliente
"
84,"Excelente adaptação e preservação da estrutura histórica do monumento. Uma feliz comunhão entre o clássico e o bem estar. A piscina e espaços aquáticos, mesmo em períodos de não utilização, deveriam estar isentos de objetos estranhos aos mesmos, pois chocam visualmente com o espaço envolvente.
"
85,"O pequeno almoço é fantástico, toda a equipa é muito disponível já para não falar do convento e dos quartos que são muito bonitos... O jantar maravilhoso e como se situa no centro da cidade da para visitar tudo sem afastar muito. Aconselho
"
86,"No quente do Alentejo a pousada de Beja é uma verdadeira lufada de ar fresco. O serviço muito competente e simpatico, quartos muito confortáveis e o enquadramento ótimo. A repetir, Vale mesmo muito a pena
"
87,"A pousada é linda, o quarto muito aconchegante. A cama muito confortável, o pequeno almoço uma delicia. A equipa da pousada são todos muito simpáticos e atenciosos. Voltarei sem dúvida uma experiência a repetir.
"
88,"Aprecio sempre a estadia nesta pousada, pela sua relação histórica, pela sua localização (local central do Alentejo) e pela qualidade dos seus serviços. Tenho apenas como menos positivo o isolamento sonoro de alguns quartos irados para a rua.
"
89,"Bem localizado. Mesmo no centro da cidade e do centro histórico. Hotel de cidade com piscina e tranquilidade. Limpeza. Simpatia. Pequeno almoço com variedade. Bom espaço para eventos tanto festas ou palestras.
"
90,"Excelente em todos os aspecto. Desde a recepção até à saída tivemos de todo o pessoal uma atenção muito familiar e profissional. Instalações óptimas e espaçosas resultado do excelente aproveitamento de um espaço com séculos de história, para o tornar num espaço acolhedor mantendo a história.
"
91,"O convento foi muito bem recuperado e adaptado a hotel, providenciando todas as comodidades que se pretende num local para descansar e retemperar forças para voltar ao bulico citadino. O pequeno-almoço é de muita qualidade e contempla produtos regionais,  nomeadamente os queijos, presunto e bolos caseiros.
"
92,"Já estou habituado à qualidade do serviço e já estive em algumas unidades hoteleiras do grupo Pestana. Considero que têm de melhorar a qualidade dos colchões. Este facto pode ditar para o bem ou para o mal a experiência dos hóspedes. Eu saí mais cansado do fim de semana de quando cheguei.
"
93,"Ficamos neste hotel apenas para descansar antes de seguir para Lisboa, um espaço com história, bem cuidado,  pessoal muito simpático. Não conseguimos aproveitar todas as comodidades mas deve ser fantástico no verão com aquele jardim e piscina!
"
94,"A Pousada é muito confortável, com muita história e promenores deliciosos. O quarto era confortável e espaçoso. O pessoal muito simpático e prestável. O buffet de pequeno almoço muito bom, bem como a comida do restaurante da pousada.
"
95,"Desde a simpatia do staff, ao requintado interior da Pousada, e o pequeno-almoço espectacular, onde a História foi enaltecida no que este tipo de turismo tem de melhor, recomendo vivamente a Pousada de Beja.
"
96,"Pousada cheia de história no centro de Beja. Retiro espiritual num convento com banho turco. Os quartos são confortáveis. Pequeno almoço variado com pão e bolos caseiros. O senão...o bacon estava frio. Mas creio que teriam feito outros caso tivesse pedido.
"
97,"Viagem e estadia que valeram a pena. Muito boa recepção. Quartos pequenos mas bons; os colchões precisam ser substituídos. Boa casa de banho. Pequeno almoço muito bom. Estacionamento muito bom. Canais de televisão apenas suficientes.
"
98,"ótima experiência que irei repetir a breve trecho! Adorei a cidade de Beja! Não realizava que fosse tão interessante do ponto de vista cultural !  Gastronomia excelente! Altamente recomendável uma visita a Moura e Serpa!
"
99,"Recomendo vivamente a experiência de alojamento nesta pousada. è uma experiência que pode ser vivida em família ou com amigos, pois toda a unidade hoteleira está de parabéns, incluindo toda a equipa com quem tivemos o prazer de lidar.
"
100,"Magnifica pousada ! O local é um sonho, o quarto explendido ! Gostei da forma como fui recebido e da qualidade do pequeno almoço. A cama era uma maravilha e, mesmo que não utilizado, havia um mini-bar !
"
101,"Recomendo vivamente, pois a sua localização é excelente, tem um optimo serviço de restaurante, e é de uma acalmia que coincide com a zona. A sua localização permite que possamos dar uma volta por toda a zona historia da cidade sem que precisemos do carro.
"
102,"excelente qualidade de serviço, instalações, localização, pequeno almoço, bar e quartoInstalações muito bem conservadas e recuperadas. Literatura disponível e jornais, apreciadosMobiliário confortável e peças de qualidade
"
103,"Procurávamos um local para descansar onde fosse possível ""recarregar baterias"" de forma tranquila com o silêncio e harmonia.  A Pousada é, em geal, muito charmosa, com espaços amplos e onde é possível sentir-se que estamos num local com poucas pessoas
"
104,"A Pousada do Convento de Beja está situada no centro da cidade, numa propriedade ajardinanda e bem cuidada.  Dada a sua dimensão há semprfe espaço para descontrair , pois quer interior como exteriormente os expaços são vastos e estão bem cuidados.
"
105,"Hotel excelente, atendimento muito simpático, financeiramente muito acessível. Quartos espaçosos é muito confortáveis. Excelente local para descansar e trabalhar. Tem rede wireless junto à piscina. Pequeno-almoço excelente, em esplanada junto à piscina e jardim. Tudo óptimo.
"
106,"Hotel muito bom. Foi reabilitado com qualidade elevada mantendo a originalidade do edificio associado às comodidades atuais. Possui piscina e espaços verdes muito agradáveis, parque estacionamento privativo, no interior da zona histórica de Beja (permitindo realizar a pé o reconhecimento e visitas à cidade). No seu interior os quartos são generosos, tudo bem decorado e enquadrado. Nos claustros tem exposição de elementos alusivos à 1ª guerra mundial. Tem jogo damas, xadrez e bilhar nas partes comuns. Até pequena igreja tem no seu interior. Muito agradável a minha estadia no local.
"
107,"A estadia na Pousada foi excelente desde o atendimento ao check in à simpatia no check out.Foi um aniversário diferente do habitual mas no qual fizeram de tudo para que corresse lindamente!5 estrelas sem dúvida!
"
108,"Atendimento de excelência no check-in  Quarto mto confortável grande com 2 conjuntos de almofadas de 2 texturas diferentes. Pequeno almoço que incluía produtos regionais...nomeadamente um excelente queijo. Piscina muito limpa e bem tratada..  Experiência a repetir!  Recomendo
"
