,Avaliações
51,"Adorei tudo =) A chegada a Rita (deve ser do nome) muito acessível, simpática, atenciosa mostro nos tudo a sala de refeições o quarto, o quarto com uma decoração super moderna, tudo limpinho nada a dizer. Dormimos do melhor. O acordar uma vista fantástica, um pequeno almoço delicioso com produtos caseiros um sumo de laranja divinal, um bolo de limão maravilhoso e o queijinho da terra maravilhoso.  Resumindo tudo muito bom , excelente   . A voltar um dia mais tarde =)
"
52,"Um local fantástico com localização excelente e simpatia top. Um local a voltar assim que puder, O melhor para descansar e visitar o Alentejo. muito bom. pequeno almoço variado e quartos muito bons, vista linda.
"
53,"Esse hotel reflete toda a hospitalidade alentejana. rita e joana são as pessoas mais simpaticas e prestativas que se possa imaginar. A pousada tem todo um charme, muito limpa e com tudo de muita qualidade.  Recomendo que experimentem o bolo caseiro servido no café da manhã!
"
54,"Foi sem dúvida nenhuma uma excelente experiência as duas noites que ficámos no Outeiro do Barro. Está localizado muito perto de Reguengos de Monsaraz, num sítio bastante tranquilo, com vista para Monsaraz e os campos. O quarto é confortável, com um pequeno alpendre cá fora, a decoração é simples e de bom gosto, a limpeza é irrepreensível. Todos estes atributos não fazem sentido sem a simpatia e disponibilidade da família, principalmente da Rita que gere o espaço. Foi um enorme prazer conhecer a Rita e a partilha da sua história até chegar ao Outeiro do Barro. Todo o espaço é mantido pela família da Rita com dedicação e atenção aos pormenores. O pequeno almoço é muito bom para começar bem o dia, tem vários produtos regionais e outros caseiros. O bolo da D. Joana estava delicioso.
"
55,"Localização: Excelente escolha para quem quer conhecer esta zona do Alentejo.  A dois minutos do centro de Reguengos, se tanto, é o ponto de partida para inesquecíveis incursões pelo Alqueva, por Monsaraz, Évora e outras localidades vizinhas.  Instalações: Perfeitas. Pitorescas casinhas/quartos alentejanos, em tons de branco e azul, rodeiam um pequeno, mas muito agradável jardim e uma acolhedora e refrescante piscina. Como apoio, um outro edifício onde fica a cuidada receção e a maravilhosa sala de pequeno-almoço. O terraço convida a um nascer de dia inesquecível. O quarto em que ficamos era muito agradável. Boa cama, decoração com gosto, quarto-de-banho impecável, televisão com a melhor oferta de canais de que já dispus ao fim de tantos outros hotéis, sofá e um pequeno terraço
"
56,"Estive lá em finais de Dezembro de 2014. Foi tudo perfeito, dos quartos, passando pelo pequeno-almoço, terminando no atendimento. Os quartos possuem ar condicionado e o local é calmo, ideal para descansar.
"
57,"Estadia e férias fantásticas.  Um lugar extraordinários. Desde o bom gosto da decoração, a limpeza de todos os espaços e acima de tudo a simpatia dos qur lá trabalham.  O pequeno almoço é extraordinário, de comer e chorar por mais.  Optimo para férias em família, em casal ou com amigos. Fiquei fã, irei voltar....
"
58,"Escolhemos ficar no Outeiro do Barro ao acaso. Escolhemos a zona e só depois o alojamento e não ficamos nada arrependidos. Pelo contrario, muito satisfeitos. A Rita e a sua Mãe sao anfitriãs soberbas, de uma simpatia imensa. Explica toda a zona e da conselhos do que fazer e do que visitar nas áreas circundantes.  E' um sitio tranquilo, onde o tempo passa devagar. Os quartos sao espaçosos, tudo muito fresco e limpo. O pequeno-almoço e' óptimo, sabores tipicos e caseiros. E a zona da piscina convida a um mergulho e a um descanso extra. :)     Excelente para quem tem crianças pequenas, tem imenso espaço para elas brincarem.
"
59,"Passámos uma semana neste alojamento. Foi tudo perfeito. o atendimento é sem duvida o ponto forte desta unidade.  O pequeno-almoco é bom. A localização é perfeita. Não é no meio da cidade mas é muito muito perto.  Voltaremos, com certeza.
"
60,"Espaço privado agradável, boa receção e bastante simpáticos, quartos limpos e com requinte. A piscina podia ser um pouco maior dado o numero de casas para alugar. O pequeno almoço é servido num espaço encantador com comida deliciosa e de boa selecção! Recomendo
"
61,"quartos limpíssimos com uma decoração linda local sossegado e com ótimas vistas turismo rural no seu melhor com um ótimo pequeno almoço confecionado com ótimos produtos típicos  Alentejo no seu melhor  sem esquecer a enorme simpatia com que fomos presenteados
"
62,"Ambiente familiar, acolhedor, calmo, limpo, excelente pequeno almoço. Piscina de água salgada. Por momentos esquecemo-nos que estamos hospedados ""algures"". Para nos abstrair-mos do corre corre de todo o ano é óptimo.
"
63,"Espaço rural agradável e bem explorado. Quartos muito acolhedores, confortáveis e bem decorados (e com ar condicionado, o que é muito importante face ao calor que se faz sentir). Cada alojamento consiste numa pequena casinha, decorada ao típico estilo alentejano, e tem um pequeno terraço com guarda sol que permite relaxar e usufruir do sossego daquela zona. Piscina de água salgada que, embora pequena, permite refrescar do calor alentejano e tem muitas espreguiçadeiras em redor para se aproveitar o sol. Pequeno almoço com alguns sabores típicos da região e preparado com notado cuidado.  De realçar a atenção e simpatia no atendimento. A repetir!
"
64,"De fácil localização, chegámos e fomos recebidos com um enorme sorriso e simpatia por parte da Rita, a proprietária, quem nos mima do primeiro ao último dia, garantindo que tudo corre pelo melhor e fazendo-nos sentir em casa. Ficámos num quarto espaçoso e confortável com ar condicionado é um pequeno alpendre que fez as delícias dos finais dos dias. Tiramos partido da piscina durante todo o dia, tendo como serventia um pequeno frigorífico com bebidas frescas (basta anotar o consumo num ""papel"" e entregar no check out). O que existe de melhor é o fantástico pequeno almoço que faz as delícias de qualquer um. Prometemos voltar em breve. Parabéns
"
65,"Ficamos no Outeiro do Barro numa viagem de amigos... os quartos são muito agradáveis e espaçosos, mas não estão bem insonorizados! Todo o espaço do turismo rural é agradável...  A piscina é pequena e o espaço envolvente não está bem conseguido.  A sala de pequeno almoço é muito acolhedora.
"
66,"Excelente qualidade este alojamento, quartos confortáveis, bem decorados e tranquilidade garantida..pequeno almoço de maravilhosa qualidade!será o meu alojamento quando voltar a Reguengos! Utilizei este alojamento como ponto de partida para conhecer o Alqueva e toda a sua zona envolvente,as dicas da D. Rita foram preciosas e de grande utilidade...espero voltar rápido a esta grande casa!!!
"
67,"Excelente relação qualidade/preço. Atendimento personalizado em ambiente familiar mas discreto. Limpeza excelente e quarto com requisitos de conforto para uma óptima estadia. Recomendo para quem quer conhecer o Alentejo interior!
"
68,"Ótimas condições de todo o alojamento, uma excelente diversidade ao pequeno almoço, e de produto regionais. Lugar de refeição com uma linda paisagem Muita simpatia no atendimento, e em todo o apoio prestado.
"
69,"Excelente localização permissivo do centro de Reguengos onde encontramos tudo desde farmácia multibanco 3 supermercados postos de abastecimento de combustível! O hotel é maravilhoso desde a simpatia da anfitriã ao pequeno almoço com produtos regionais ,muito bom ! O quarto não é muito grande mas é bastante agradável como o ambiente que rodeia o alojamento ,casa de banho agradável com tudo ! Espaço para estacionar os carros! Aconselho vivamente a quem visitar a zona de Reguengos ou monsaraz a ficar hospedado no outeiro do barro !
"
70,"Simpatia e disponibilidade da anfitriã, Bom pequeno-almoço, servido num espaço primoroso e de pormenores, quarto simples mas muito agradável, toda a estrutura bem cuidada salientando a asseio apresentado em geral, exterior com estacionamento. Boa localização para usar como base numa visita à região. Excelente a relação preço vs qualidade; facilmente e sem receios, somos tentados a promover este espaço junto de outras pessoas que queiram visitar a região do Grande lago.
"
71,"O ambiente familiar fez as delicias da minha família, aconselho vivamente!  Só com pequenos almoços disponíveis, permitindo que conheçamos a gastronomia local, aconselhamento na recepção com rotas turísticas dedicadas à disponibilidade dos clientes.Rodeado de  Oficinas de barro com museus , herdades vinícolas, Castelos e zonas fluviais a visitar
"
72,"Perfeito em tudo! A decoração, o sossego, o cuidado e preocupação em que nada falte aos clientes, e o pequeno almoço....sem palavras! Desde bolo caseiro a empadinhas mornas, passando por doces caseiros e sumo de laranja natural... Voltaremos assim que pudermos!
"
73,"Grande atendimento e preocupacao de bem estar por parte da D. Rita, monte muito acolhedor. Pequeno almoço com grande variedade e com produtos da região, queijos, enchidos, doces, etc... Sítio a voltar aquando de visita a reguengos! Recomendo
"
74,"Sem dúvida iremos voltar. Gostámos muito de tudo. Casinhas/Quartos muito bonitos, bem decorados, limpeza impecável. Muita simpatia e excelente pequeno almoço com produtos regionais e caseiros. Recomendo.
"
75,"Está localizado num sítio bastante calmo, as instalações são óptimas, o quarto impecavelmente limpo. A Rita e a mãe são super simpáticas e sempre disponíveis. O pequeno almoço é óptimo. Foi dos melhores sítios que eu encontrei para descansar.
"
76,"Local muito bonito, quartos muito acolhedores e confortáveis. Excelente pequeno almoço. Sentimo-nos muito bem acolhidos. A senhora que nos recebeu é muito simpática e atenciosa. Adorámos.Queremos voltar
"
77,"Excelente localização, simpatia e arte de bem receber. Recomenda-se a toda a gente, excelente gosto na decoração, limpeza e comodidade, espaços verdes, excelente pequeno almoço. Vamos voltar concerteza!
"
78,"Um espaço muito bonito e agradável. Os quartos estão muito bem decorados e os jardins bem arranjados. Não cheguei a ir à piscina mas parecia muito boa. O pequeno almoço foi excelente, com muitas coisas caseiras e deliciosas. ****UTC
"
