,Avaliações
45,"O Monte é simplesmente fantástico, cada recanto pensado com extremo bom gosto, cada olhar revela mais um pormenor delicioso, um sensação de paz com a maravilhosa natureza alentejana. O calor que se faz sentir em agosto é equilibrado com mergulhos continuos na piscina, envolvida num jardim cheio de detalhes fantásticos, tudo muito bem cuidado. A casa é um descoberta continua de um sem número de objectos extraordinários e bem conservados. O quarto bastante confortável e com uma decoração simples, uma mescla entre o que é nosso e outras terras e outras culturas, entre o antigo e o novo, entre o tradicional e o moderno. O pequeno almoço, com vários produtos regionais, é delicioso e variado. Por fim de referir que as pessoas que trabalham no monte, e em particular o anfitrião, são de
"
46,"O ambiente acolhedor, a beleza de cada recanto dentro e fora da casa, a vista para as paisagens alentejanas e para o ceu mais estrelado, os cheiros, o pequeno almoço, o jardim, os animais, tudo isto podia bastar para recordarmos a experiência no monte alerta como maravilhosa e inesquecível... mas faltam as pessoas, a forma como nos receberam e o bem como nos trataram ao longo da estadia... adoramos tudo e todos. Até o fantástico quarto das princesas =) sentimo-nos bem e pretendemos voltar. Obrigada pelas recomendações e obrigada pelo carinho. EXCELENTE
"
47,"Lugar onde nos sentimos totalmente em casa. Casa decorada com excelente bom gosto, cada recanto uma doce descoberta. Jardim fantástico onde se pode desfrutar de uma piscina refrescante, ler um livro, dormir uma soneca ou então simplesmente fechar os olhos, ouvir os pássaros e apreciar o cheiro das flores. O Sérgio é um anfitrião 5 estrelas, sempre disponivel e atento. Parabens, iremos voltar concerteza. Salvador, Lucinda, Rafael, Filipa, Joana e Frankie
"
48,"Para quem gosta de ser bem tratado sera dos melhores sitios na zona..tudo muito agradavel e familiar..pequeno almoco diversificado e muito fresco..toda a area e bem tratada e de uma grande beleza..voltaremos sem duvida..obrigado
"
49,"Sublime espaço. Tempo destilado na perfeição. Atmosfera perfeita. Tudo nos deu a forma da felicidade. Voltar ou ir á terra que nos faz crescer. Os sons puros, o brilho da luz e da meia noite valem esta peregrinação. Obrigado.
"
50,"Éramos 28 familiares, de várias idades, e tivemos o belo Monte Alerta em exclusivo. Melhor seria impossível: estávamos como se fosse na nossa própria casa. Quartos óptimos, pequeno almoço maravilhoso... tudo, mas tudo muito bom. Muito obrigada por tudo. Ficarão sempre nas nossas recordações. E quando a saudade for muita nós voltamos, de certeza.
"
51,"A simpatia e a forma como fomos recebidos neste magnífico monte foi espetacular. Quartos muito bons, zona da piscina magnífica e todo o espaço envolvente. Agradecimento muito especial ao Sérgio que é um excelente anfitrião... sempre disponível para ajudar a que tivéssemos uma excelente estada aqui ... muito obrigado Sérgio. Agradecemos ainda a Patricia, a Dona Maria e a outra senhora, muito obrigado por tudo. Adoramos... voltaremos de certeza é o mais breve possível.
"
52,"Numa localização privilegiada, junto ao castelo de Monsaraz, observatório e praia. Um espaço muito acolhedor, bem decorado. Senti-me em casa. Fui muito bem recebida.  O pequeno almoço é maravilhoso. O sumo de framboesa é qualquer coisa.  Os quartos muito confortáveis. Todas as condições para uns dias de descanso. O Sérgio ( proprietário)e todos os restantes funcionários,  uma simpatia.  As dicas do Sérgio foram excelentes. Tudo correu muito bem. Espero regressar em breve para um mergulho na piscina e para o sumo de framboesa. 😀
"
53,"Lindo o lugar,casa,cidade, uma experiência para voltar novamente ! Estive com os meus cães( fox terrier ) e foram muito bem tratado pelo staf do hotel,como sabem está raça precisa de muito espaço para descarregar as energias,e eles ficaram soltou no jardim,  sentimos  mesmo em casa !
"
54,"O espaço é lindo, muito bem cuidado. Tem um grande jardim, com piscina. Os funcionários são muito simpáticos e sempre disponíveis. Há uma grande preocupação com o bem-estar dos clientes. O quarto era excelente. O pequeno-almoço é espetacular, muito variado, com bolo e sumos caseiros, queijos, fruta, vários tipos de pão.  Toda a zona envolvente e lindíssima,
"
55,"Como o Sérgio (proprietário) bem o define, esse lugar é a sua, a nossa casa. Grande opção na charmosa Monsaraz. Realmente algo diferente de uma pousada-padrão. Lá vc se sentirá em casa, tomando um vinho na sala e se aquecendo na lareira. Sérgio e sua família lá moram e isso nos fez ter a oportunidade, por exemplo, de bater um papo com sua vozinha (dona Antonia) na sala, escutando suas histórias de vida. Onde mais isso poderia ocorrer? Sérgio é jovem, uma pessoa diferenciada, com uma visão de mundo (englobando aqui os negócios, claro) bem interessante, daquelas pessoas que precisamos conhecer e ouvir de vez em quando para ter melhor esperança na humanidade. Obrigado por nos receber tão bem e partilhar suas experiências conosco. Infelizmente quando saímos o amigo não estava e não
"
56,"Não sendo o tipo de ""monte"" que mais me atrai, tem todas as condições para uns dias tranquilos, onde nos podemos alhear dos ""barulhos da civilização""! Muito soft, com decoração (nas zonas comuns) fantástica, mesmo a convidar para umas noitadas de conversa com os amigos. O quarto onde ficamos tinha pouca luz solar e não oferece as ""mordomias"" das unidades mais recentes ... não é por isso menos apetecível. A piscina é fantástica e só é pena que a ""albufeira"" esteja a sofrer a seca que se vive em todo o País. O Sérgio ... é super caloroso e hospitaleiro!!
"
57,"Gostei muito. Acordar num ambiente rural rodeado de antiguidades, com uma decoração muito bonita, encheu-me a alma.O acolhimento pelo Sr. Sergio foi fantastico e isto muito contribuiu para quase nos sentirmos em nossa casa. O exterior é relaxante e rodeado de vegetação e foi um prazer tomar  lá o pequeno almoço ,num sitio tão repousante e silencioso. Bom pequeno almoço acompanhado por sumo de fambroesas. Obrigada Sr. Sergio pela maneira simpática como fomos tratados.
"
58,"Lugar encantador..tudo o que nos rodeia é fantástico. A herdade tem uma colecção sem fim de varias antiguidades, o exterior é lindíssimo. Gostamos muito do Juvenal, das ovelhas de tudo o que esta a volta da Quinta...lugar a voltar. O pessoal de Aveiro gostou e vai recomendar.
"
59,"Sítio verdadeiramente espectacular, staff muito simpático, bem disposto e acessível, decoração pitoresca e muito bonita, quarto agradável e confortável e casa de banho enorme. O pequeno almoço foi maravilhoso, a piscina é fantástica, assim como o jardim envolvente e os animais. Sem dúvida que recomendo e a localização também é muito boa. Um sítio para repetir.
"
60,"Fantásticas instalações de Turismo Rural, mas a maior valia com toda a certeza são as pessoas que nos recebem de braços abertos como membros da sua família. Obrigado a toda a equipa e até já. Saudades ...
"
61,"Foi uma estadia extraordinária neste oásis alentejano.  Toda a envolvência deste monte, com vista para o Alqueva e para o Castelo de Monsaraz contribuem para uma excelente estadia! O quarto grande e confortável, bem iluminado e arejado, com uma decoração muito agradável e sóbria, permite-nos descansar plenamente. Os deliciosos pequenos-almoços com fruta fresca e sumos naturais, ovinhos mexidos e bolinhos caseiros, trazem-nos um bom início de dia. Os jardins bem cuidados, a piscina e o bar com aqueles magníficos aspersores que nos refrescam enquanto tomamos uma bebida, ou comemos uma belíssima refeição leve, sem termos de sair, complementam a nossa estadia. E depois os donos... Os donos são anfitriões exímios, disponibilizando-nos tudo o que precisamos para que a estadia seja
"
62,"Muito confortável, ambiente familiar e acolhedor. A piscina optima e o jardim envolvente muito agradável. Os quartos são muito bons e confortáveis. A localização é excelente, vista desempedida para o castelo de Monsaraz e muito perto do lago da albufeira do Alqueva. Fácil acesso a Reguengos de Monsaraz e Mourão. Se está à procura de uns dias de completo relaxa e tranquilidade perto de Monsaraz, não hesite, vale bem a pena!
"
63,"Ótimo local de descanso, muito sossegado e tranquilo. O ambiente foi sempre muito familiar e muito acessível. Local excelente para observação das estrelas. Interior da casa é indiscritível, um autentico museu. Exterior com uma grande piscina e um grande jardim envolvente. Espero lá voltar.
"
64,"O ambiente é muito familiar. O espaço é muito agradável e tranquilo. Excelente hospitalidade por parte dos proprietários. A comida é optima. Sentimo-nos completamente à vontade como se fosse a nossa casa. a repetir. Adorei. Excelente. Júlia Rodrigues
"
65,"A estadia de quatro noites no Monte Alerta foi perfeita para um muito necessário descanso. O quarto era enorme, com pormenores antigos mas com todas as comodidades da vida moderna. A casa é muito bonita e nem decorada. O melhor foi mesmo a piscina, suficiente para uma casa cheia e com muito espaço à volta para relaxar. O pequeno almoço é muito bom, com produtos regionais e num raio de 2 km há pelo menos 4 bons restaurantes.
"
66,"O Monte alerta é um local unico de paz e tranquilidade com uma piscina espetacular. O interior da casa e algo unico...casa museu com muito conforto. Muita simpatia e belas tardes com gin sharish, referencia dos gins alentejanos.
"
67,"Regresso em 2017, para uns dias maravilhosos. Mais uma vez, parabéns ao incansável Sérgio e à sua familia pelos bons momentos. Assim que puder, é voltar novamente. P.S. - As caipirinhas estavam deliciosas!!
"
68,"Ambiente calmo, acolhedor, muito familiar. Boas condições de alojamento. Espaço exterior excelente. Fomos recebidos com imensa simpatia e postos completamente a vontade. E um ótimo hotel para estar com crianças. Pequena almoço com um sumo de morango espetacular. A voltar.
"
69,"Óptimo atendimento, staff é muito simpático toda casa tem uma decoração rústica e elegante vive se um sentimento acolhedor e espetacular , com lareiras antigas situadas por toda a casa, a piscina não tem horário de fecho e tem uma óptima vista. Os quartos suite são grandes , contacto directo com animais e a natureza . Ideal para quem quer relaxar e desfrutar nas férias quer de verão ou Inverno. Ps: o céu a noite é dos mais lindos e estrelados que já vi !!!!  Gostei de tudo
"
70,"O que poderia ser um fim de semana de descanso, foi isso e muito mais, que cantinho fantástico que descobrimos bem perto de Monsaraz. A casa e todo o seu envolvente estão muito bem tratados e nós somos convidados a fazermos daquela a nossa casa, todo o tempo que lá estivermos hospedados.   A casa que está na família há 8 gerações inclui dentro dela um não mais acabar de peças decorativas antigas, todas bem tratadas e que tornam a decoração da casa ainda mais acolhedora, assim como as fotos da família que vamos encontrando em vários espaços.  Os quartos são enormes e todos muito bem decorados, mas os espaços no exterior realmente captaram a minha atenção, existem vários espaços de descanso, vegetação de vários tipos, vários pontos com cadeiras/sofás/camas e claro, a minha
"
71,"Sem grandes mordomias, fomos recebidos como se fossemos família. Conhecemos o espaço interior e exterior.  Muita simpatia e humildade.  A voltar.  Por vezes ""menos é mais"", e aqui isso aplica-se muito bem. 😊
"
72,"Retiro ideal para um fim de semana ou mais dias. Sossego completo, piscina fabulosa, jardim fresco com relva e arbustos ideal para dias com 40-C ao sol! Bar com diversas bebidas, nomeadamente gin de origem local. Staff fantástico, sempre pronto a ajudar e com sorriso. Recebem-nos em casa deles como fosse nossa.  Obrigada! Vamos voltar!
"
73,"Todas as instalacoes sao de muito bom gosto,sendo que o meu quarto ,alem de grande,estava muito bem mobilado e muito bem limpo.O mesmo a aplicar ao WC,anexo.O monte esta muito bem situado e bem cuidado,sendo que a area envolvente ao predio e a piscina ,alem de muito bem cuidados sao muito agradaveis,para quem queira descancarNo computo geral a nota de 0 a 10 sera de 9,5.Para visitar novamente
"
74,"Nada a apontar, 5 estrelas, o Sérgio é extremamente simpático e fez-nos sentir em casa. A casa é muito acolhedora e tem ambiente fantástico. Os quartos são espaçosos, a decoração também é impecavel. Recomendo bastante!
"
75,"O Monte Alerta é uma casa de campo onde não somos hospedes mas convidados da casa. Com um decoração rustica, mas soberba e extremamente acolhedora, faz nos sentir numa casa de um amigo que vive no campo. O Sergio, bem como a sua mãe (as pessoas que nos receberam) fizeram nos sentir como fossemos velhos amigos. É realmente um local para voltar e tornar a voltar. Não tendo a impessoalidade de um hotel, tem todas as comodidades acrescidas de um hospitalidade que um de 5 estrelas, não oferece. O único senão foi ser só um fim de semana. Para voltar com tempo e usufruir de tudo
"
76,"Monte Alerta é um espaço de lazer muito bem conseguido. casa muito bem decorada, com uma envolvência fantástica, onde se pode realmente relaxar. Monsaraz muito perto. Quartos muito bons e óptimo wc. Pessoal muito simpático e pronto a satisfazer os desejos dos clientes. Pequeno almoço poderia incidir um pouco mais nos produtos exclusivamente da região., o que não quer dizer que fosse menos bom.
"
77,"Voltámos ao Monte Alerta após quase vinte anos desde a visita anterior. Estávamos bastante curiosos, pois guardávamos boas recordações, e também porque pretendíamos ver as mudanças entretanto registadas. A casa está mais ou menos como nos lembrávamos,quarto e wc amplos e bem equipados, o jardim, com a sua piscina,  está muito mais frondoso (pormenor muito importante naquele local bem no interior do Alentejo) e as pessoas extremamente simpáticas e acolhedoras (tal como da primeira vez). Agora já com a nova geração à frente do projecto, o Monte Alerta é uma casa muito agradável e que deve ser uma das apostas mais interessantes do Alentejo na vertente do turismo no espaço rural.  Já me esquecia, mas não posso deixar passar a simpatia da Maria que nos levou ao quarto umas fatias de
"
78,"Propriedade cuidada, cheia de recantos, em que se pode ainda ""escutar o silêncio"" .Uma casa que se pode considerar um pequeno museu, com quartos espaçosos e confortáveis,cada um com as suas particularidades. Salas de estar confortáveis, com lareira, sempre bem vinda numa noite mais fria. Uma piscina suficiente para se desfrutar, inserida num espaço com muitas zonas de sombra.Pequeno almoço agradável.A completar, a simpatia dos donos, sempre atentos, (o Sérgio é omnipresente) ,completada pelo apoio do restante ""staff"" . Bons restaurantes perto, e o encanto do Alqueva. Sem dúvida um lugar ao qual se volta.
"
79,"Hospedagem agradável,cheia de pequenas decorações a condizer com o estilo da casa,com uma agradável lareira na sala.vista bonita para um pequeno lago .estava inverno não fomos à piscina que têm uma boa vista. Nesta altura do ano o jardim ainda não estava no seu melhor.
"
80,"Recepção impecável por parte das pessoas que exploram o Monte, espaço confortável, com óptimas condições, quarto e wc amplos, pequeno almoço muito bom. Tem lareira, salas de estar, bar, piscina, jardim envolvente e lago. Ambiente muito acolhedor.
"
81,"Quarto amplo, confortável. Excelente cama, casa de banho enorme, optimas condições. Pequeno almoço muito bom. Limpeza impecável. Simpatia e boa educação do pessoal, pequeno espaço de spa que faz frente a muito spa de luxo que por aí há. Mãos experientes e milagrosas da D. Vitória.  Recomendo vivamente para quem quiser relaxar e sentir-se entre amigos. O monte é lindo. Parabéns.
"
82,"Excelente espaço para relaxar, uma piscina espectacular, sala de refeições com um pequeno almoço muito bom e o pessoal muito simpático e acolhedor, como bónus ainda temos a vista para Monsaraz que é deslumbrante.
"
83,"Um autêntico paraíso em pleno Alqueva. Ideal para descansar, repôr energias e passar bons momentos.  Senti-me em casa com a forma tão carinhosa como fui tratada.  Jardim bem cuidado, pequeno-almoço delicioso e quartos confortáveis. Não há como não adorar.
"
84,"Quarto amplo com muita comodidade boa luminosidade e aquecimento e cama excelente.Os sofás são muito confortaveis o que nos proporciona umas boas horas de descanso e de leitura.Casa de banho ampla .À noite é super agradável estar com os amigos a conviver junto aquela bela lareira.
"
85,"O valor de 70.00 por noite não se justifica face à qualidade das instalações.  1º - O parque de estacionamento não tem iluminação, o que considero uma falha grave, pois de noite não se consegue ver nada e existe uns degraus para ir para as instalações.  2º - O espaço exterior está com um aspecto desleixado   3º - Talvez fruto de má execução, no quarto onde nos colocaram, o WC tem um cheiro a ""fossa"", provocado provavelmente pelo sifão que não está a bloquear o cheiro.  4º - O chuveiro não tem suporte para se tomar banho com o mesmo fixo, sendo necessário estar com ele na mão.  Por estes factos e relação qualidade/preço  é péssima.
"
86,"Uma pérola alentejana, cada espaço conta uma história e para quem é amante de antiguidades está no sitio certo, a simpatia do anfitrião faz-nos sentir em casa. Pequeno almoço divinal, com produtos locais e uma lareira acesa só para nós. Foi pena ter sido por pouco tempo, vamos recomendar aos nossos amigos.
"
