,Avaliações
10,"Estive já alojado neste hotel por três vezes nos últimos anos, todas em actividade profissional, sendo sempre bem recebido, atendimento muito simpático em todos os serviços; um pequeno almoço bem preenchido e variado. Um bar muito agradável. Preço acessível.
"
11,"Eu vivo em Beja e já fiquei no Hotel Melius. É um hotel muito bom, com um serviço excelente. O pessoal é muito simpático. Tem um bar que é uma referência na cidade, muito frequentado por hóspedes e por pessoas da cidade, que ali vão tomar uma bebida. É um ponto de reunião de amigos e o pessoal do bar faz parte da nossa família. Com uma tv a transmitir jogos de futebol, atrai muita gente que ali os vai ver. Tem vindo a melhor cada vez mais o serviço de bar, alargando a oferta de bebidas e cocktails.
"
12,"Não é um hotel de arquitectura deslumbrante e último grito. No entanto, é um agradável espaço de repouso, muito bem cuidado e asseado. O staff é muito profissional e solícito. A localização é de muito fácil acesso. Os quartos são standard, modernos, bem decorados e com varanda (embora não haja cadeiras na varanda). A cama é muito confortável. O mobiliário sanitário poderia ser remodelado, embora esteja asseado. O pequeno almoço buffet é variado e generoso, estilo continental. Excelente relação qualidade-preço.
"
13,"Hotel fica no centro de Beja e pelo que vi é usado por muitos espanhóis, pessoas em deslocação de serviço e negócios. Hotel tem muito bom ambiente e a qualidade é superior às 3 estrelas. Empregados simpáticos e prestáveis. Os quartos equipados com TV e ar-condicionado. Muito agradável Bar.
"
14,"Quarto limpo, grande Cama confortável. Pressão da água no chuveiro muito fraca. O isolamento sonoro para a rua é que não sendo mau, podia melhorar um pouco.  Tv com canais por Cabo e Wifi incluidos  Garagem própria,   Pequeno almoço fraco
"
15,"O melhor hotel de Beja! O hotel é muito confortável, os quartos espaçosos e bem limpos, com uma vista pro por do sol belíssima! Beja é uma cidade apaixonante, muito organizada, limpa, pessoas educadíssimas e comida excelente! O hotel é muito bem localizado, dá pra passear a pé pelas redondezas em um bairro muito agradável e belo. O café da manhã é simples, mas muito bem feito e gostoso.
"
16,"Estive hospedada neste hotel com o meu marido e o nosso bebé de 1 ano. Gostámos muito do quarto, que era amplo, muito prático e limpo. Com amplas janelas, varanda, ar condicionado. Disponibilizaram um berço para o nosso filho, o que nos facilitou na logística da viagem. O pequeno almoço era variado (com maravilhoso pão alentejano). Apenas tenho pena de o café ser demasiado torrado o que não vai de encontro ao meu gosto. Mas para mim é apenas um pormenor. Recomendo este hotel e voltaria a ficar aqui. Todos os funcionários do hotel foram sempre muito simpáticos e prestáveis.
"
17,"3 *** muito razoável. Boa localização, bom serviço e com boas comodidades com quartos espaçosos e silenciosos. pequeno-almoço completo e com sala bar com muito espaço e uma sala de estar com jogos e diversão.
"
18,"Melius é um Hotel ideal para estadias no contexto profissional, pois o serviço e equipa são rápidos, eficazes. Para estadias familiares o Hotel apresenta toda a comodidade necessária e qualidade exigida, só não é uma referência a nível estético. Pequeno almoço de qualidade e variado. Parque de estacionamento interno sem custos.  É um bom Hotel na relação de qualidade preço.
"
19,"Hotel razoável e com boa localizaçao. Pontos a destacar: quarto confortavel com varanda, colchao bom, lencois confortaveis .. em relacao ao pequeno almoço foi bom.. com muita variedade. Outro ponto positivo : bar para fumadores e bar para nao fumadores.   Aspetos negativos: nada de especifico..
"
20,"Gostei muito deste hotel,o pequeno almoço é bom,os quartos são super confortáveis,adorei o bar tem um ambiente muito bom,tem comércio ao pé do hotel que é bastante bom,o seus empregados são muitos acessíveis e prestativos e super educados
"
21,"O Hotel Melius deve ser o melhor que existe em Beja. Os quartos são grandes com uma boa casa de banho. O Hotel também fica bem situado num sítio espaçoso pois não fica no meio da cidade. Tem um cinema próximo e Centros Comerciais!
"
22,"A simpatia do staff foi o que safou não vale o preço o colchão era duro mas o quarto era espaçoso a casa de banho e grande acordei várias vezes de noite com barulho e adormeci ao som do ar condicionado dos vizinhos o pequeno-almoço é simpático mas pelo preço encontro melhor
"
23,"Bem localizado na cidade de Beja, perto da zona comercial e com o centro a cerca de 1km. Os serviços são bons na relação qualidade/preço. Quartos amplos e com boa limpeza. O pequeno almoço é limitado...
"
24,"Hotel razoável, apesar de ter sido remodelado recentemente precisava de mais ""remodelação""! O quarto 112 em que ficámos hospedado tinha a casa de banho com as amenities essenciais mas estava com bolor nos azulejos, principalmente na zona da banheira. O colchão era velho a precisar de ser trocado, bem como o ar condicionado que fazia muito barulho e a TV que ainda é CRT de tamanho reduzido quase impossível de ler legendas estando deitado na cama. O pequeno almoço não é vasto mas dispõe de o essencial para se ficar satisfeito... Em suma é um hotel razoável para estadias curtas...
"
25,"Sendo cliente do bar, gosto de recomendar a grupos de amigos que, para além de um ambiente descontraído, podem ainda jogar snooker e fumar no local. Bastante variedade de bebidas e um serviço razoável.
"
26,"O quarto cheirava a mofo; as cortinas da janela estavam com pó; a varanda estava suja e com teias de aranha; o ar condicionado estava imundo, pondo em perigo a saúde!; as bebidas do pequeno-almoço (leite, café, chocolate e sumos), que eram de dispensadores automáticos, tinham sabor e qualidade duvidosa. Para um hotel de 3 estrelas, deixa muito a desejar!
"
27,"Bom pequeno almoço. Senhora que estava na sala de refeições muito simpática e prestável, mas restantes colaboradores na recepção pouco atenciosos e pouco simpáticos. Serve para uma noite. Quartos confortáveis, limpeza razoável.
"
28,"Apesar de necessitar de renovação, hotel agradável, com quartos espaçosos e limpos.  Zona do bar à noite bastante movimentada, com boa diversidade de Gin’s  Pessoal simpático e disponível.  Bom preço / qualidade
"
29,"Hotel foi remodelado e está funcional. Quartos são grandes, embora sem nada de especial. TV no quarto com interferências e rede WI-FI lenta. Pequeno almoço é normal, suficiente, mas sem nada que se destaque. Em suma é uma boa opção se pretender apenas um lugar para ficar.
"
30,"A localização é uma vantagem.  O quarto é confortável e amplo assim como a casa de banho. É antigo, precisaria de alguma intervenção nomeadamente substituição da televisão. Serve perfeitamente o propósito.
"
31,"Apesar do edifício antigo que é, dentro deste espaço está algo surpreendente. Fui muito bem recebido no hotel, e o quarto era muito bom. Uma varanda enorme para dias com calor e soalheiros, bem como a enorme garagem que o Hotel proporciona para os seus clientes. Soube que tinha um Spa/Gym, mas acabei por não o frequentar.  Uma nota: o pequeno-almoço tem muita variedade e cheio de qualidade.
"
32,"HÁ entrada de Beja. Staff simpático pack romântico welcome drink, 1 garrafa de vinho servida no quarto decoração na cama, pequeno almoço razoável tudo por 55€.O quarto grande com bastante espaço. A televisão no quarto muito pequena. Bar aconchegador
"
33,"Bem localizado na cidade é um hotel simples, onde me deparei com um ambiente muito asseado.  Relativamente ao preço praticado (37,50€), julgo ser uma muito boa opção para quem apenas pretende pernoitar a não busca grandes serviço no hotel! Pequeno almoço simples mas consegue satisfazer os mínimos básicos!
"
34,"Quarto com espaço,mas com poucos luxos...um hotel que tem muita estadia a base de empresas podia ter melhores condiçoes em termos de pequeno almoço e pouca oferta como por exemplo num ginasio que encontra ""abandonado"" Bastante limpo e servico simpatico e amigavel.
"
35,"O pessoal de serviço é bastante simpático. Os quartos são limpos e espaçosos, com decoração mediana. Tem um pequeno ginásio, mas de pouca utilidade, já que os equipamentos existente são em pequeno número e obsoletos. O bar é interessante. O pequeno almoço é razoável mas suficiente. Bom para uma noite de passagem. Com WIFI grátis no quarto!
"
36,"Hotel relativamente central à cidade de Beja e económico. Quarto com suite fantástico no que ao tamanho diz respeito. Dormiram três crianças na suite onde estava igual nº de divãs e ainda sobrava espaço para uma mesa e 4 cadeiras. Cortinas exteriores eléctricas que isolavam o quarto totalmente de luz exterior (Fantástico!!). O ponto talvez menos positivo num quarto e suite modernos (chão e camas) serão as torneiras da casa de banho a não condizerem pelo antiquado das mesmas. Pessoal muito simpático e disponível.
"
37,"Já é um ícone nesta cidade de Beja, sem luxos mas limpo e arrumado, os funcionários sempre disponíveis e simpáticos, nada de negativo apontar um bom local para pernoitar, está relativamente perto do centro da cidade.
"
38,"Bom hotel, atendimento simpático e prestável, quarto muito limpo e com bom espaço. Casa de banho muito limpa mas um pouco desactualizada. Bom pequeno almoço com muita oferta de produtos. Má insonorização (janelas). Bom preço para a oferta.
"
39,"Temos aqui um hotel que tem funcionários simpáticos, quer na receção quer no bar. Os quartos, são pequenos mas confortáveis e limpos, o WC é antigo mas estava limpo! Um pequeno almoço fraco, sem bebidas frescas (todas de dispensador automático).  Não vale a pena!
"
40,"O quarto estava limpo e tinha boas condições. O wc denota uma infraestrutura antiga e remodelada, mas encontrava-se igualmente limpo. O quarto estava do lado da avenida principal, a qual é muito movimentada de noite, é uma recta que termina numa rotunda, pelo que foi difícil dormir com o barulho dos carros e das travagens a fundo, principalmente porque se tratava de um sábado à noite... O pequeno almoço foi muito mau, uma vez que todo o tipo de bebida quente era servida através de um dispensador automático. As bebidas que incluíam café sabiam horrivelmente mal. Havia bastante variedade de pão, mas apenas um bolo caseiro (ou o que restava dele) e croissants brioche.
"
41,"Decoração  moderna, quarto  espacoso e bonito. Tem um bom bar. Pequeno almoço variado em tipos de pão, frutas, cereais etc.  Funcionarios atenciosos. Dá para caminhar até ao centro. Fica perto de um cinema.
"
42,"Hotel localizado proximo a entrada de Beja,com estacionamento privativo(3 euros/dia),suites com bom tamanho e camas confortaveis.Contra pesa o fato de não possuir frigobar nos quartos e aparelhos de Tv minusculos e antigos. Boa relação custo/beneficio.
"
43,"Um bom hotel de 3 estrelas, com um bar de 5 estrelas. Penso que é um dos bares de hotel com mais variedade de gin´s, e todos muito bem preparados, sempre com direito a explicação. O Hotel em sim, tem otimos funcionários muito simpáticos e quartos sempre bem limpos. Tem um bom pequeno almoço que esta sempre a ser reposto. Aproveitem a boa relação de qualidade/preço.
"
44,"o hotel melius  é muito bom! café da manhã incluido na diária, preço acessível. ótimas camas, banheiro excelente. Tem estacionamento. Visitar Beja é muito bom, cidade histórica muito aconchegante. o atendimento atendeu as expectativas e o café da manhã muito bom
"
45,"O Hotel Melius é muito bom tem uma excelente qualidade preço, o quarto é bom e estava limpo, pequeno almoço bom, quanto aos funcionários, simpaticos e  acessiveis. Gostei da estadia, tenciono lá voltar.Foi muito positivo. Recomendo.
"
46,"Ficamos alojados em setembro de 2013, 2 adultos com 1 criança. Recepcionistas super prestaveis. Como chegamos tarde, deram-nos boas indicaçoes onde poderiamos jantar. Ao chegar ao quarto, foi uma agradavel supresa. Quarto grande com 1 cama de casal mais uma cama extra. a cama extra muito confortavel para a criança.  Tinha 1 varanda virada para a rua principal. WC jeitosa. O pequeno almoço era bom. gostamos muito.
"
47,"Por razões de ordem profissional, já estive hospedado neste hotel várias vezes. Sempre que tenho que pernoitar em Beja, nem procuro outro sítio para ficar. Nada a dizer dos profissionais e muito menos do pequeno-almoço que é das coisas que mais aprecio neste hotel. É muito limpo e os quartos são simples (embora não falte nada) mas excelentes e muito calmos. Excelentes preços. Muito bom para famílias, ou como no meu caso, para descansar depois de um dia de trabalho. Não vai ser a última vez que farei uma visita. Em Beja, será definitivamente o ""meu"" hotel. Recomendo vivamente.
"
48,"Tinha agendado 1 noite e acabei por ficar 2! Efetivamente é uma excelente relação qualidade/ preço e o serviço prestado é muito bom. Os quartos são limpos, agardáveis e espaçosos e o Staff é muito atencioso e simpático, sempre pronto a ajudar.  Fiquei agradávelmente surpreendida pela positiva! Recomendo.
"
49,"Quartos e corredores com cheiro esquisito. Mofo? Pequeno almoço muito fraco. Leite em pó...sumos de má qualidade de máquina...ovos mexidos de preparação esquisita e mau aspecto que ou foram preparados com muita antecedencia e depois descongelados ...ou ovos congelados...aparelho de ar condicionado com dificuldade de ligação...falta de manutenção???
"
50,"Agradável surpresa nesta viagem com estadia de 2 semanas em trabalho! Staff atencioso e simpático, quartos agradáveis e espaçosos, climatizados e confortáveis. Parqueamento privativo, wifi por todo o hotel, e um Bar com especialidades raras de Gin e tónicas, com um cardápio e funcionários com conhecimento e vocações profundas na matéria! Recomendo vivamente!
"
51,"Muito bom bar com uma grande variedade de gins e com pessoas sempre prontas ajudar. No final da noite houve um concerto muito bom com grande ambiente. Quarto bem equipado e agradável! Dos melhor sítios para ficar quando for a Beja, muito obrigado!
"
52,"Foi uma grata surpresa procurar apenas um hotel com wi-fi e chuveiro quente dentro do nosso orçamento e ficar numa suite no hotel melius. O staff é bastante atencioso e o café da manhã é bom. A cama é ótima, o wi fi funciona e o quarto é enorme. E tem estacionamento.
"
53,"Belo bar, muita simpatia de todo o pessoal. Os quartos são em regular amplos e confortáveis. Problemas menores com o uso do ar condicionado prontamente resolvidos pelo staff. Pequeno almoço com muita variedade e qualidade.
"
54,"Um quarto enorme, muito bem decorado e limpo. Escolhemos um pacote romântico com direito a vinho alentejano e bolinhos... O hotel tem um bom espaço e esplanada. O pequeno almoço é muito variado. O hotel tem estacionamento, que é muito bom e está bem localizado.
"
55,"Qualidade, atenção e simpatia profissional no relacionamento dos trabalhadores. Belo bar, e também uma boa esplanada. O hotel está muito bem situado e no geral é muito bom. Bonita decoração, todo o espaço envolvente, quarto espaçoso e funcional
"
56,"Gostei da recepcionista super amigável no check-in. Indicou um restaurante e até tentou reservar para nós logo no check-in e passou para um quarto com cama de casal. Grande sala com varanda (boa vista). Lugares de estacionamento gratuitos no exterior.  Não gostei Meio antiquado, precisa de melhorias, embora haja uma nova área com quadras de padel. Os produtos do café da manhã pareciam da embalagem (exceto croissants e pão)
"
57,"Quarto de bom tamanho, varanda não adequada para crianças e pediu cadeiras, café da manhã era bom e fresco, estava ocupado no domingo de manhã, mas a equipe que estava lotada era grande, a gerência precisa ajudá-los aqui! Uma parede de 10/15 minutos para vários bons restaurantes e área principal da cidade. Estacionamento gratuito g no hotel e arredores. Recomende uma boa relação qualidade / preço
"
58,"Muito boa localização! Hotel foi great, Nice equipe muito simpática e também um nice bar. Nós ficamos apenas 2 noites para um casamento mas recomendo se você estiver hospedado em Beja. Bastante estacionamento também atrás do hotel.
"
59,"Quarto foi bom. Hotel foi impecáveis com boa direita estacionamento do lado de fora e cerca de 10 minutos a pé do centro da cidade. Bom café da manhã no dia seguinte embora infelizmente não delicioso natas. Bar era uma alma pouco - les & não havia comida ou picadas de bits em oferta caso contrário teríamos ficado para outra bebida (ou dois).
"
60,"Eu fiquei uma semana neste hotel durante uma viagem de trabalho para Beja. Penso que é uma óptima escolha para ficar se você visitar Beja. É muito bom localizado entre o centro da cidade, principais supermercados e perto dos esportes e área de lazer. Tem uma grande ligação wifi em todos os lugares e um bom pequeno-almoço. Eu recomendo.
"
61,"Muito bom 3 * hotel. Gratuito e rápido acesso wi-fi em todo o lugar. equipe encantadora e um buffet de pequeno-almoço maravilhoso. Os quartos são muito grandes e o pôr-do-sol da varanda é incrível. Oh por que todos deveriam ir para o bar e pedir para algum gin tônica! Incrível!
"
62,"Eu estava com amigos no hotel. Boas lembranças de férias, o serviço amigável, tem sido sempre limpo. O barman serve bebidas e delicioso ao mesmo tempo foi muito nice e falador que é um plus;) Em geral eu recomendo
"
63,"Olá! Um dos meu amigo português sugeriu-me este hotel. Eu estive lá apenas por um dia. Foi bom e engraçado :) calorosas saudações dos trabalhadores! Tudo era bom para mim.  Se você for lá, sente-se no bar do gin e desfrutar da sua bebida :)
"
