,Avaliações
14,"Bom atendimento; casa bem equipada e confortável; piscina limpa e pronta a usar já em Abril; pequeno almoço suficiente feito por nós com as coisas disponíveis na cozinha/frigorífico (nota máxima para o pão fresco ainda quentinho, pior apontamento: falta de produtos regionais...queijinhos, enchidos...), limpeza da cozinha posterior fica a nosso cargo. Gostei muito :)
"
15,"Quarto asseado e confortável. Espaço exterior com bom aspecto e piscina qb, apesar de ligeiramente suja mas ainda não era verão. Pequeno almoço muito fraco, sem elementos regionais, muito do que se pode ter em casa. Pelo valor já fiquei em turismo rural com produtos regionais e que os proprietários fazem questão de colocar à disposição. Excelente para descansar.
"
16,"Decoração, pormenores, espaços comuns, tudo muito bom, camas bastante confortáveis, internet gratuita, a senhora que nos recebeu também muito simpática. O pequeno almoço é razoavelmente bom mas podia ter mais produtos regionais.
"
17,"Os apartamentos são muito confortáveis e limpos. Estive nos apartamentos com acesso à piscina.  Os pormenores são o mais importante, toalhas lindas e  limpas bordadas.  A salamandra foi o melhor, visto ter ido em dezembro. Pequeno almoço simples mas bom. Perfeito para famílias.
"
18,"Enganaram-se na nossa reserva, o que nos fez adiar em 1 dia, o check in, para irmos para o apartamento estúdio. Apartamento aprazível, espaçoso e moderno, com acesso direto à piscina, ótimo para uns dias de descanso, sem agarrar no carro (desde que já tenhamos as compras feitas). No entanto, quando chegámos (quase 2h depois do horário do início do check in) o quarto não estava totalmente pronto (faltava secar) e não tivemos direito ao Mimo regional, nem foi referido. O pão do peq-almoço era delicioso, mas só tivemos capsula de café para o 1º dia, não tendo sido reposto para o dia seguinte. A água da piscina não era totalmente límpida. De manhã ouvia-se muito barulho, era impossível dormir depois das 8h. De qualquer das formas, a experiência foi positiva.
"
19,"Alojamento em duplex T1 com grande qualidade, super bem equipado e localizado. Piscina na parte detras, com agua salgada, e solario. Permite não mexer no carro durante a estadia. Todos os dias pão fresco para o pqueno almoço pendurado na porta.
"
20,"O pequeno-almoço é farto e variado. A limpeza da casa é bastante boa, mas a piscina necessitava de mais cuidados.  O miminho regional de boas vindas, previsto no voucher, não existiu, nem foi mencionado. Ouvia-se bastante barulho no quarto, tanto vindo da piscina, como da entrada da casa. Provavelmente os quartos do piso superior são mais tranquilos.
"
21,"Excelente para descanso, boa piscina, quartos bons com casa banho própria.  Como ponto negativo que não é da responsabilidade dos proprietários - Vizinhos barulhentos - as pessoas devem ter noção que este é um espaço comum e deviam tentar passar uns dias em harmonia e não como se toda a casa estivesse por conta deles.
"
22,"Queríamos conhecer o Alqueva o que acabou por ser uma desilusão. Felizmente a casa de Pedrógão revelou-se uma maravilha. Nunca pensei que dormir, comer, mergulhar e repetir tudo vezes sem conta fosse tão bom! Mas é! Ideal para um descanso mais que merecido. Recomendamos e vamos voltar.
"
23,"Localizado no coração do Alentejo, na recatada vila da Vidigueira, ideal para quem quer fugir da azáfama das grandes cidades; só fiquei uma noite, não consegui usufruir da piscina mas tive uma noite de sono absolutamente descansada e silenciosa. Fiquei com vontade de voltar, desta vez sem ser a trabalho e com tempo para usufruir da calmaria tipicamente alentejana.
"
24,"Simpatia da colaboradora que me atendeu é de destacar. As instalações são muito agradáveis, gostei muito do ambiente mais caseiro do local, de poder beber um café expresso ao pequeno almoço - coisa rara - e de, se antes de dormir apetecia qualquer coisa, a cozinha estava aberta com uma grande variedade de frutas e chás, para além de uns biscoitos.
"
25,"casa bem arranjada e agradavel,mas uma das coisas negativas foi o facto de estarmos numa regiao gastronomica espectacular e quandi temos um voucher de alojamenyo e peq almoço,seria de esperar um peq almoço caseiro com produtos da regiao o que nao aconteceu deixaram-nos no frigorifico coisas que encontramos todos os dias no supermercado apenas nos truseram pao mole ,tb deixaram coisas ja abertas ou mesmo vazias ;a caixa do cha .poderia havermais cuidado na roupa de cama e almofadas,penso que pelo preço teriamos ficado melhor noutra casa ou mesmo hotel da regiao
"
26,"Excelente local para descanso em familia, num excelente e agradável T0. Apesar do frio a lareira dá um excelente ambiente e a piscina bem localizada também deverá ser muito bom no calor do verão. O pão fresco do pequeno almoço é muito bom!
"
27,"Aconselho a estadia. No Alentejo perto de Moura e Serpa. Mesmo com calor intenso a casa é fresca e podem aproveitar a piscina. Tem cozinha que podem utilizar, com produtos da região. Gostei particularmente do pão alentejano.
"
