sentiment,review
positive,Pisoes merecia mais. Quica se estivesse mais perto de Lisboa ou do Porto e o tratamento seria outro. Fica a provocacao...
positive,Visita em Ferias
positive,"Acesso em terra batida,...mas vale apenas para amantes de historia e patrimonio, um pouco ao abandono o espaco em geral,, mas o mosaico esta top vale a viagem."
positive,Muito bem conservado
positive,Pessimo acesso se seguirem pelo indicado nas placas. Acesso de alcatrao embora estreito se forem por Santa Vitoria.
negative,Chegados la nem se da pelo sitio senao estiverem com atencao.
negative,No entanto vale muito a pena!
positive,Ruinas bem conservadas e generosamente protegidas pela natureza.
negative,Tem um centro interpretativo que conta com a disponibilidade da senhora que mora na casa ao lado para abrir o local e dar as explicacoes e servir de guia.
positive,Muito simpatica e disponivel. 5 estrelas.
positive,Viagem Portugal
negative,"Muitas Avaliacoes indicam como Ruim ou Pessimo, e acho que nao levam em consideracao o fato de tratar-se de um Sitio Arqueologico, o que portanto, e aconselhavel para quem curte e aprecia essa parte Historica de um roteiro turistico. Mas bao va acreditando que ira encontrar ruinas preservadas em areas como as que se ve em outros locais (Italia e etc & tals), nao aqui estao algumas bastante antigas mas preservadas em suas caracteristicas e condicoes originais, e entendi que isso e o belo. A Sra Conceicao (zeladora do sitio), gentilmente nos atendeu e nos apresentou o lugar, com uma belissima aula de Historia. De novo eu digo que vale a pena se voce esta saindo de Evora em direcao a Regiao de Lagos, e mais ainda se ja parou no Castelo de Beja, pois e muito proximo. A estradinha nao e nada de mais, e da pra ir xom seguranca e sem susto mesmo com carro baixo e simples."
positive,"Informem-se no gabinete do Turismo antes de ir, para nao apanharem um banho de po."
positive,Importante
positive,"Nao consegui visitar. Pelo que fui informada, este importante nucleo esta aos caidos. E absolutamente escandaloso que o Estado nao cuide do seu patrimonio. O pouco que vi foi mesmo no Museu."
positive,Ao Abandono
negative,"Praticamente ao abandono, sem condicoes para a visita, E urgente que se criem condicoes para que nao se perca este importante patimonio."
positive,E um local historico!
positive,"As Ruinas de Pizoes sao duma Arqueologia soberba. Para as visitar tem que se ir com tempo, pois tem muito que ver!"
positive,Fechado. Sem sinalizacao como deve de ser !!
positive,"Pessimo, uma vergonha, anda-se kms e e chega-se ao local encontra-se fechado!!!"
positive,Gostaria que houvesse sinalizacao  e informacao adequada.
positive,Muito bom.Bem conservado.
positive,"Patrimonio muito bem conservado.Extenso e representativo da construcao para a nobreza romana .Alem disso o entorno e magnifico,sobretudo na primavera ou outono."
positive,Ruinas Romanas
positive,Para quem aprecia historia e arqueologia as ruinas de Pisoes merecem sem duvida uma visita.
negative,Nao sao espectaculares talvez pelo aspecto abandonado das mesmas e da falta de informacao mas assim mesmo merece a pena.
positive,SOS
positive,Ruinas fabulosas pela estrutura que tem  mas praticamente abandonadas por quem de direito deveria levar a cultura do pais a serio!
positive,"Para todos os gostam de historia, estas ruinas sao um fantastico vestigio arqueologico da passagem dos Romanos pela Peninsula Iberica, nos tempos aureos do seu grandioso Imperio. A nao perder!"
positive,Memorias
positive,Bem perto da cidade de Beja e da aldeia de Penedo Gordo estas ruinas ainda mostram bem a importancia que os romanos tiveram na nossa civilizacao.Da para observar a decoracao dos pavimentos com os mosaicos usados naquela epoca.As termas e as piscinas dao-nos um entendimento como era a vida besta vila...
positive,desilusao
positive,Foi com total desilusao e tristeza que depois de uma serue de quilometros por terra batida em muito mau estado que nos deparamos com o portao fechado em horario que segundo o posto de turismo de Beja estaria aberto. Com aspeto do exterior de total abandono e pouco investimento no espaco. Avaliacao negativa a gerencia. :(
positive,Visita pela historia
positive,"as ruinas de Pisoes sao das melhores ruinas romanas para visitar na regiao. Bem preservadas e no meio do campo. Ha mosaicos, termas e varias divisoes bem preservadas."
positive,Conhecer Portugal
negative,Ruinas Bonitas que se enquadrao no trajeto feito em Beja e aredores interresante de preferencia ver antes quando sao os horarios. .
positive,Um monumento Romano ao total Abandono
positive,"Tive o prazer de conhecer a habitante da casa de Pisoes, a D. Conceicao... Acontece que o espaco esta fechado ha mais de 4 anos e ao pedir-mos uma visita, esta foi-nos concedida e foi das melhores visitas que alguem poderia ter neste magnifico espaco."
negative,E um espaco que necessita de restaurado e dinamizado e voltar de imediato a ser reaberto ao publico.
positive,Poderia ser excelente
negative,"Excelente, a dimensao da Villa Romana ; a qualidade e quantidade de registos ; o sitio envolvente e acesso facil."
negative,"Muito lamentavel, vergonhoso ate, o modo como se trata o Patrimonio. Incalculavel,o retorno que aquele enorme espaco daria, com uma projeccao turistica, adequada."
positive,"Nao tem absolutamente apoio nenhum ao visitante, na verdade estavam ate, invisitaveis. A nossa visita dependeu da  guardia que habita no proprio patrimonio."
positive,Que pena  !!!
positive,Interessante
positive,"Estas ruinas romanas, encontradas por acaso em 1967,  se localizam a 10 km da cidade de Beja e o acesso e apenas de carro. Dica: nao abre de segunda-feira."
positive,Agosto 3 da tarde fechado
negative,"Fiz uma serie de km por estradas nao pavimentadas para ver as ditas ruinas, por fim la cheguei e claro em Agosto 3 da tarde e fechadas sem qualquer tipo de explicacao adicional apenas. Estao temporariamente fechadas."
positive,AS ruinas romanas um lugar cheio de historia
negative,"As ruinas romanas sao um  lugar cheio de historia de Portugal, as ruinas romanas sao muito divertidas e historicas."
positive,Encerradas sem qualquer aviso
positive,Nao faco ideia se estao bem ou mal conservadas e se sao ou nao interessantes porque estao encerradas.
positive,O aspeto do espaco junto ao portao de entrada e lastimavel.
negative,Local abandonado sem que haja qualquer aviso de que se encontra encerrado!
positive,"Apesar das placas indicativas na estrada N18, entre Santa Vitoria e Beja ..."
positive,historia em estado puro!
negative,monumento abandonado
positive,Nao tem informacoes nenhumas para visitantes e as condicoes de preservacao sao lastimaveis
positive,Perda de tempo
negative,"O lugar esta fechado e subsequentemente descobrimos que voce so pode entrar se um dos fazendeiros locais vir voce la. Se for de Beja, NAO siga os sinais de transito, a menos que tenha um veiculo off-road genuino."
positive,Grande Villa Romana
negative,As ruinas parcialmente escavadas de uma Villa Romana apenas a 10 km a sudoeste de Beja sao bem vale uma visita. O Villa teve mais de 40 quartos. A estufa hypocaust e mosaicos sao bem preservado. Verifique no Gabinete de Informacao turistica para verificar o horario.
negative,Atualmente fechado
positive,"De fotos e material impresso espalhadas sobre outros sites em Beja, ficamos a ideia de que esse site pode, de facto, ser um optimo lugar para se visitar. Neste momento eles estao fechados."
positive,"Um excelente lugar na zona rural, uma caminhada agradavel"
positive,"Ruinas, rochas, e em um lugar bonito. Nao demasiado tempo e facil de encontrar"
