,Avaliações
36,"Boa tarde cara Rosa Afonso,

Agradecemos desde já a sua visita e as suas palavras, que nos preenchem de satisfação e que nos motivam a continuar a fazer mais e melhor. 

Cumprimentos.
"
37,"Vim em jantar de família, muito boa comida, atendimento excelente, muito simpáticos, recomendo vivamente!!
"
38,"Boa tarde caro Jorge,

Agradecemos desde já a sua visita e as suas palavras. Gratos pela recomendação.

Cumprimentos.
"
39,"Desde as entradas,ao franguinho ⭐️⭐️⭐️⭐️⭐️
Sobremesas caseiras do melhor que há.
Simpatia dos funcionários
"
40,"Boa tarde cara danielaB1271BL,

Agradecemos desde já a sua visita e as suas palavras.

Cumprimentos.
"
41,"Mesa pronta, atendimento rápido e de qualidade, comida ótima, apresentação excelente. Obrigada e até à próxima!
"
42,"Boa tarde cara Inespb10,

Agradecemos desde já a sua visita e as suas palavras. Até breve.

Cumprimentos.
"
43,"Nada melhor para acabar a refeição….
Esta foto é o espelho do excelente serviço… 
Recomendo vivamente!! 
Atendimento 5 estrelas
"
44,"Boa tarde caro Piratebike,

Agradecemos desde já a sua visita e as suas palavras. Gratos pela recomendação.

Cumprimentos.
"
45,"Passamos em Beja e calhou de entrarmos.
Bom serviço e boa comida a preço justo.
  Nao desilude. Aconselho
"
46,"Boa tarde caro André,

Agradecemos desde já a sua visita e as suas palavras.

Gratos pela sua recomendação. Bom domingo!

Ficamos a aguardar nova visita em breve :)

Cumprimentos.
"
47,"Muito bom ambiente, belíssimo serviço e grande qualidade nos pratos pedidos. Recomendamos vivamente.
"
48,"Boa tarde caro(a) Departure,

Agradecemos desde já a sua visita e as suas palavras.

Gratos pela sua recomendação.

Ficamos a aguardar nova visita em breve :)

Cumprimentos.
"
49,"Espaço muito agradável, bom serviço e simpatia!
Tem um ótimo choco frito à setubalense, que é sem dúvida um prato de eleição!
Adequado para jantares mais calmos ou jantares com amigos. Preço acessível e ótima relação qualidade/preço. 
Recomendo!
"
50,"Boa tarde cara Ana,

Agradecemos desde já a sua visita e as suas palavras. Ficamos muito satisfeitos que tenha gostado do nosso choco frito.

Gratos pela sua recomendação.

Ficamos a aguardar nova visita em breve :)

Cumprimentos.
"
51,"Experiência única, excelente atendimento e simpatia. Confecção e qualidade. Sabores incríveis, experiências únicas. Recomendo
"
52,"Boa tarde caro Carlos,

Agradecemos desde já a sua visita e as suas palavras.

Gratos pela sua recomendação.

Até breve :)

Cumprimentos.
"
53,"Costumo encomendar frequentemente neste restaurante, contudo hoje, após ter encomendado presa com camarão tigre, fiquei bastante dececionada, como poderão visualizar na imagem. Um camarão que de tigre nada tem, e a nível de sabor e confecção deixou muito a desejar.
"
54,"Boa tarde cara Margarida,

Na sequência da sua avaliação na nossa página do TripAdvisor gostaríamos de perceber o que sucedeu com a sua refeição. Gostaríamos de partilhar que caso tivesse entrado em contacto connosco a situação seria resolvida; sendo uma cliente frequente como referido, e...
"
55,"O atendimento é sempre ⭐⭐⭐⭐⭐!!! Refeição 🔝🔝🔝!! O espaço tem uma decoração moderna e confortável!!
O frango à guia é espetacular e os pratos regionais estão sempre no ponto!!!
"
56,"Boa tarde caro Francisco,

Agradecemos desde já a sua visita e as suas palavras.

Gratos pela recomendação.

Gratos pela sua recomendação.

Ficamos a aguardar nova visita em breve :)

Cumprimentos.
"
57,"Local com uma decoração fantástica. Ementa com pratos variados (frango assado, carnes de porco preto, vitela, etc.) e com sabores excelentes. Tem igualmente uma ótima carta de vinhos. Staff atencioso. Serviço rápido. Recomendo!
"
58,"Boa tarde caro Valter,

Agradecemos desde já a sua visita e as suas palavras.

Gratos pela recomendação.

Gratos pela sua recomendação.

Ficamos a aguardar nova visita em breve :)

Cumprimentos.
"
59,"Bom restaurante... 
Simpatia e qualidade de refeição
Parabéns.
Visitei em Beja e foi muito bom.
Vou voltar com certeza.
"
60,"Boa tarde caro Josemlopes,

Agradecemos desde já a sua visita e as suas palavras.

Ficamos a aguardar nova visita em breve :)

Cumprimentos.
"
61,"Muito bom, com umas entradas muito boas, acompanhado com uma excelente sangria, comida muito bem confecionada,e com a simpatia dos funcionários. Recomendo.
"
62,"Boa tarde cara Angel_margarida,

Agradecemos desde já a sua visita e as suas palavras.

Gratos pela sua recomendação.

Ficamos a aguardar nova visita em breve :)

Cumprimentos.
"
63,"Excelente. Gastronomia de qualidade. Ótimo serviço de atendimento, profissionalismo de topo, boa localização e instalações confortáveis.
"
64,"Boa tarde caro(a) Excelenteeeeeeeee,

Agradecemos desde já a sua visita e as suas palavras relativamente ao espaço, à comida e ao serviço.

Ficamos a aguardar nova visita em breve :)

Cumprimentos.
"
65,"Lugar excelente, comida muito boa. Ótimo atendimento!!! Local muito lindo e aconchegante. Recomendo!
"
66,"Boa tarde cara Carolina,

Agradecemos desde já a sua visita e as suas palavras!

Gratos pela recomendação!

Ficamos a aguardar nova visita em breve :)

Cumprimentos.
"
67,"Fui a frango a guia . Adorei a culinária . Os serviço de mesa . Tudo fantástico parabém a todo equipe
"
68,"Boa tarde caro(a) terraza523,

Agradecemos desde já a sua visita e as suas palavras.

Ficamos a aguardar nova visita em breve :)

Cumprimentos.
"
69,"Serviço de excelência. Decoração irrepreensível. Pratos variados e diferenciados. O frango à Guia é delicioso. Atendimento competente e atencioso.
"
70,"Boa tarde caro(a) Revezius,

Agradecemos desde já a sua visita e estamos imensamente gratos pelas as suas palavras relativamente ao espaço, à comida e ao serviço.

Ficamos a aguardar nova visita em breve :)

Cumprimentos.
"
71,"Experiência maravilhosa. Todo o staff é muito simpático e prestável A comida é simplesmente divinal.
 Irei voltar sem qualquer dúvida
"
72,"Boa tarde caro(a) Paradise,

Agradecemos desde já a sua visita e as suas palavras.

Obrigado pelas sua recomendação.

Ficamos a aguardar nova visita em breve :)

Cumprimentos.
"
73,"Recomendo plenamente este restaurante, pelo espaço acolhedor e humilde que transmite pela toda a simpatia ao redor. Um espaço familiar, com muito boa comida e bom vinho.
Recomendo vivamente o restaurante ""Frango à Guia"".
"
74,"Boa tarde caro André,

Agradecemos desde já a sua visita e as suas palavras.

Obrigado pelas sua recomendação.

Ficamos a aguardar nova visita em breve :)

Cumprimentos.
"
75,"Serviço excelente tal como a comida que nos foi servida. Queria também sublinhar a simpatia dos empregados. Restaurante para repetir mais vezes!
"
76,"Boa tarde caro Afonso,

Agradecemos desde já a sua visita e as suas palavras.

Ficamos a aguardar nova visita em breve :)

Cumprimentos.
"
77,"O nome pode enganar. Eu nunca comi frango, porque não como carne, e mesmo assim tenho à escolha um variado e saboroso menu de peixes a vegetais, bem como boa carta de vinhos. Espaço com decoração cuidada, equipa delicada e dedicada, e todas as regras...
"
78,"Boa tarde caro Bruno,

Agradecemos desde já a sua visita e as suas palavras relativamente ao espaço, à comida e ao serviço.

Obrigado pelas sua recomendação.

Ficamos a aguardar nova visita em breve :)

Cumprimentos.
"
79,"Óptima escolha onde tudo é agradável … staff impecável , location espetacular obrigatório parar para passar um bom bocadinho de tempo
"
80,"Boa tarde cara(o) vibelupen,

Agradecemos desde já a sua visita e as suas palavras.

Até breve.

Cumprimentos.
"
81,"Fui a este restaurante em Julho de 2021 para almoçar com família. Excelente atendimento, o espaço é muito bonito e bem decorado, mas mantém uma preocupação notória com as condições de saúde e segurança dos clientes, pois as mesas apresentam-se bem distanciadas e com acrílicos...
"
82,"Boa tarde cara(o) dfsantos2,

Agradecemos desde já a sua visita e as suas palavras.
A forma como descreveu a sua experiência gastronómica deixa-nos preenchidos e tremendamente satisfeitos. Muito obrigado pela recomendação

Até breve.

Cumprimentos.
"
83,"Durante a nossa visita, fomos extremamente bem tratados. Um atendimento excepcional, a refeição tal como o vinho que nos ajudaram a escolher, tudo excelente…uma atmosfera ideal. Comparação refeição, preço muito justa, aconselhamos a qualquer pessoa que aprecia uma boa refeição e atendimento top assim como...
"
84,"Boa tarde cara(o) zt4jiggy,

Agradecemos desde já a sua visita e as suas palavras, e a forma como descreveu a sua experiência gastronómica.

Gratos pela recomendação

Até breve.

Cumprimentos.
"
85,"Comemos muitíssimo bem. Das as entradas às sobremesas, o empratamento é muito bom.
Os empregados são atenciosos e muito simpáticos.
Gostei, e vou voltar!
"
86,"Boa tarde cara(o) Cosmopolitan787434,

Agradecemos desde já a sua visita e as suas palavras.
Ficamos muito satisfeitos por saber que vai regressar.

Até breve.

Cumprimentos.
"
87,"Sem palavras, demasiado incrível toda a experiência! Desde uma ótima qualidade a um impressionante atendimento
"
88,"Boa tarde cara Ana,

Agradecemos desde já a sua visita e as suas palavras que em muito nos orgulham.
Gratos pela recomendação.

Até breve.

Cumprimentos.
"
89,"A comida, o tempero, o sabor, o aroma são amazing, os atendimentos são incríveis, super simpáticos e carismático.
Recomendo a todos que tem um paladar excepcional, para degustarem essa maravilha.
"
90,"Boa tarde cara Exploradora_CV,

Agradecemos desde já a sua visita e as suas palavras.
Gratos pela recomendação.

Até breve.

Cumprimentos.
"
91,"Um restaurante fantástico, que aconselho com uma fantastica e variada cozinha, um otimo serviço,adorei as entradas a apresentação dos pratos mas sobretudo o sabor e simpatia com que gui recebido.
"
92,"Boa tarde caro Rui,

Agradecemos desde já a sua visita e as suas palavras relativamente ao espaço, à comida e ao serviço.

Gratos pela recomendação.

Até breve.

Cumprimentos.
"
93,"Atendimento fantástico, a comida com uma qualidade de excelência, o espaço é super acolhedor, e com todas as medidas de segurança.
"
94,"Boa tarde cara(o) Viseu-123,

Agradecemos desde já a sua visita e as suas palavras relativamente ao espaço, à comida e ao serviço.

Até breve.

Cumprimentos.
"
95,"Serviço excelente, pratos típicos e variados, mas com requinte, servidos num espaço agradável, no nosso caso, explanada fechada, com todas as medidas de segurança. Atendimento excelente. 
Recomendo vivamente ❤
"
96,"Boa tarde cara(o) cgancho63,

Agradecemos desde já a sua visita e as suas palavras relativamente ao espaço, à comida e ao serviço.

Gratos pela recomendação.

Até breve.

Cumprimentos.
"
97,"Comida muito bem confeccionada, tanto grelhados como comida de tacho, e um serviço muito eficaz! 
Keep Going!
"
98,"Boa tarde caro Francisco,

Agradecemos desde já a sua visita e as suas palavras.

Até breve.

Cumprimentos.
"
99,"Muito bom! Grande restaurante na cidade Beja! Contempla diversos pratos típicos da região assim como outros! 5 estrelas
"
100,"Boa tarde cara(o) Guizas1212,

Agradecemos desde já a sua visita e as suas palavras relativamente ao espaço, à comida e ao serviço.

Até breve.

Cumprimentos.
"
101,"Durante muito tempo frequentei este estabelecimento mas a qualidade tem caído a pico. estão sempre com falta de pessoal a servir. a carne de porco ou vem queimada ou crua. as batatas fritas muito gordurosas e moles,  e a cozinha é muito lenta. até com...
"
102,"Boa tarde caro Luís.

Lamentamos que a sua experiência no nosso restaurante não tenha ido ao encontro do pretendido, entretanto permita-nos que se refira, após falar com a equipa, que se concluiu que nunca partilhou com o staff a sua insatisfação ou qualquer referência negativa...
"
103,"Restaurante com um atendimento muito simpático e rápido. 
Uma sala bem decorada, muito limpa e confortável para famílias, incluindo bebés. 
Em relação às regras da Covid 19 o espaço respeita as normas e adoptou estratégias inteligentes para evitar contágios.
A comida é óptima e com...
"
104,"Boa tarde cara(o) Qfhjdgk,

Agradecemos desde já a sua visita e as suas palavras relativamente ao espaço, à comida e ao serviço.

Obrigado pelas sua recomendação.

Até breve.

Cumprimentos.
"
105,"Atendimento demorado e há pressa sem qualquer cuidado com o cliente, batatas fritas que parecem restos do almoço, almoço muito negativo
"
106,"Boa tarde caro Baptista14,

Obrigado desde já pela sua visita.
Registámos o que refere e iremos analisar o sucedido! Lamentamos que a sua experiência não tenha decorrido conforme desejado.

Com os melhores cumprimentos.
"
107,"Espaço bastante acolhedor, comida espetacular e atendimento muito simpático. Recomendo vivamente a quem passar por Beja
"
108,"Boa tarde cara Ana Esteves,

Agradecemos desde já a sua visita e as suas palavras.

Obrigado pelas sua recomendação.

Cumprimentos.
"
109,"Uma agradável surpresa na cidade de Beja!
Comida fantástica, staff atencioso (principalmente com as crianças), educado e disponível!
Destaco as medidas de proteção no âmbito da Covid-19, separadores entre mesas, desinfetante e talheres em bolsas individuais. Todos os colaboradores com máscara e cumprindo as regras...
"
110,"Boa tarde caro(a) VVRG,

Agradecemos desde já a sua visita e a forma como descreveu a sua experiência gastronómica.
Obrigado pelas suas palavras.
Cumprimentos.
"
111,"Em visita a este restaurante estivemos hora e meia à espera da comida não bastando na sobremesa o empregado foi buscar as colheres a duas mesas que já tinham passado pelas mãos de outras pessoas o que é uma falha muito grande e falta de...
"
112,"Boa tarde caro Ilidio F,

Agradecemos desde já a sua visita e lamentamos o que refere na medida que o Frango à Guia em Beja incutiu nos seus princípios e regras basilares o cumprimento rigoroso de todos procedimentos de higiene e segurança, em prol do...
"
113,"Experimentamos sopa, entradas, carnes grelhadas, vinho e sobremesas. 
Foi tudo muito bom. 
O atendimento também esteve muito bem. 
Recomendo...
"
114,"Boa tarde caro Luís Rosário,

Agradecemos desde já a sua visita e a forma como descreveu a sua experiência gastronómica.

Obrigado pela sua recomendação.

Cumprimentos.
"
115,"Infelizmente, um problema enorme com a equipe, serviço ruim muito lento, equipe não treinada ou não tem nenhuma ideia sobre o serviço, tivemos a sorte de chegar cedo e só tivemos que pedir ao garçom 5 vezes para itens esquecidos, uma vez que incluía um...
"
116,"jantar que foi deixado no bar ! Pelo menos 3 grupos de pessoas à esquerda enquanto estávamos lá cumprindo ferozmente com o garçom. A vergonha como a comida era um 7/10.
"
