,Avaliações
21,"O atendimento é bom assim como a qualidade da comida mas espera-se muito tempo até que as refeições cheguem à mesa.
"
22,"Preço/qualidade bastante bom.  Cozinha algo demorada. 
Preço da dose +/—8€.
Tem meias doses.
Não tem multibanco.
"
23,"A comida é ótima, os preços muito apelativos, mas o tempo de espera é de mais. A primeira vez demos o benefício de dúvida para além do tempo de espera as doses vinham muito pequenas. Uma dose de cozido de grão trazia dois pedaços de...
"
24,"Apesar de não estar no meu topo máximo de preferência, o restaurante apresenta um espaço muito bonito e bem amplo.
Muito bom para ir em família, mesmo que tenham de levar carrinhos de bebé.
Fomos para o ensopado de borrego que estava muito bom e...
"
25,"Comida caseira, saborosa e muito em conta. Carne de porco à alentejana muito suculenta. A ter em conta
"
26,"Almoço muitas vezes em Beja, mas não conheço um restaurante que rivalize a simpatia das empregadas, a qualidade do gaspacho e da sericaia, para não falar do preço sempre agradável.

Vale a pena voltar
"
27,"Tive a oportunidade de visitar este local num Domingo à noite, foi dos poucos restaurantes abertos em Beja nesse dia. Tem uma boa localização.
 
A miúda que nos atendeu foi muito atenciosa e simpática. O preço foi acessível, embora não desse para pagar com cartão...
"
28,"Este restaurante não era a primeira escolha...
O nome apelativo e o facto de ter sido o primeiro a encontrarmos aberto, facilitou a decisão...
A ementa oferecia pratos tradicionais alentejanos.
Escolhemos um dos pratos que seria frango em molho de tomate - trouxeram em molho...
"
29,"Simpatia, com bom preço. Ensopado de borrego, com verdadeiro paladar alentejano, nesta região o vinho da casa poderia ser de melhor qualidade. Recomendamos.
"
30,"Estive neste restaurante há poucos dias
atrás as pessoas são muito prestaveis
a comida é muito bem confeccionada 
sabem receber bem e não são portuguesas só havia um senhor 
português na sala é barato as sobremesas são boas e a relação qualidade preço é muito...
"
31,"É um restaurante como muitos outros. Não deslumbra mas também não desilude. Mediano na qualidade da comida e no preço.
"
32,"Almoçamos duas pessoas , cozido de grão e lingua estufada. Pedimos meia dose para 
cada um e ainda sobrou. Comemos uma sobremesa tipica que estava muito boa.
Comida muito bem confecionada. A funcionária foi muito atenciosa.
O espaço é tipicamente alentejano. A voltar e recomendar...
"
33,"Restaurante bem situado na esquina da rua do Touro em frente ao Museu regional da cidade. Apresentava na ementa uma otima sopa de Beldroegas tipica da Gastronomia Alentejana. Bom Pernil Assado e pezinhos de coentrada. Havia igualmente feijoada de chocos.
"
34,"Em viagem, entrei sem querer mas gostei. Comida boa, atendimento simpático e vinho tinto da casa bastante aceitável.
"
35,"Comida regional, saborosa e a bom preço, e tudo isto com um atendimento simpático.                                                                               pena não ter migas na altura mas a cabidela compensou...
"
36,"Diz-se que o Alentejo é um lugar de demoradas reuniões à volta da mesa e foi mesmo isso que senti no Alcoforado. Recomendado por uma funcionária da Farmácia Central, fomos a este restaurante jantar uma vez. O restaurante estava cheio e por sorte arranjamos uma...
"
37,"Refeições saborosas e bons preços, a cabidela de frango estava boa. Funcionários simpáticos, serviço rápido.
"
38,"Localizado perto de monumentos da cidade e do Teatro Pax Juliae.
Sala aprazível e serviço simpático 
Comida satisfatória Preço razoável
"
39,"Muito bem localizado, comida típica alentejana com boa qualidade. O serviço não sendo demorado é no seu atendimento simpático.
"
40,"Restaurante bem situado, Para quem gosta de comida tipica este restaurante é indicado. Varias opçoes regionais com preços muito acessíveis. O atendimento nao é nada de especial mas é ""quanto baste"".
"
41,"Espaço sem grande decoração mas espaçoso e limpo.O atendimento é por vezes um pouco demorado mas bastante atencioso. A carta é variada e a comida é bastante bem feita. Localização central.
"
42,"Chegámos tarde (2:50) mas mesmo assim fomos servidos. Comemos bacalhau à brás e frango em tomate. Estava bonzinho. Serviço razoável. Preço justo.
"
43,"restaurante muito central. e prato com café vinho , ronda os 9€.
contudo via-se alguma atrapalhação das pessoas que atenderam, bem como a inexistência de lista de vinhos e alguma confusão.
Comida razoável.
"
44,"Restaurante simples, mas que oferece a cozinha alentejana. Mão de vaca com grãos, feijões com tripa, bacalhau com natas, porco preto com almeijoas etc... preço honesto
"
45,"O sr sentou nos.  Passado 10 minutos sentou a mesa do lado.  E por incrível que pareça foi recolher o pedido passado 5 minutos, mas da mesa do lado. A nossa mesa apesar de vários sinais,  olhares,  etc... Nem sequer as bebidas fez o pedido....
"
46,"Restaurante bem localizado. Após nos ser indicada a mesa para um grupo de 6, foi preciso chamar alguém para nos entender porque tivemos um bom tempo sem sermos atendidos.
Refeições com uma qualidade razoável, e a lista de sobremesas muito desfalcada.
Peca pelo atendimento e...
"
47,"Entrei no restaurante com a família e este estava vazio, apenas uma pessoa estava sentada e servida. Apareceu uma funcionária que se dirigiu para uma das mesas, colocou pratos e nem para nós olhou, outras três funcionárias estavam de conversa a colocar pão nos cestos...
"
48,"Restaurante normal 
Atendimento rápido 

Empregada simpática 

Comida rápida e bem confeccionada 

O único senão é Ñ ter multibanco
"
49,"Pausa para almoço num dia de semana visitei este restaurante. 

Sem deslumbrar não ficou aquém das expetativas. 

Pratos bem confeccionados a preços acessíveis acompanhados de simpatia.
"
50,"Restaurante amplo, com pratos variados a preço razoavel. Simpatia no serviço.
Localizacao central, junto ao teatro Pax Julia.
"
51,"Restaurante um pouco antiquado, sem grandes opções de comida. Empregado ou gerente, não muito simpatico.
"
52,"Comida alentejana mediana em espaço antigo e antiquado, preços médios, serviço ""à antiga"" (quando estão muitos clientes, a cozinha não consegue ter a rapidez desejável)... localizado no centro da cidade, com estacionamento fácil (pelo menos ao fim de semana...)
"
53,"Um verdadeiro surpise - não parece muito acolhedor, mas os melhores pratos portugueses desde há muito tempo. recomendo vivamente!
t
"
54,"A sala de jantar é básica mas agradável. O menu apresenta pratos regionais. Minha bucho com feijão branco e batata era saborosa. Os preços são modestos. Numa terça-feira à noite, a sala de jantar estava quase vazia.

A seleção de vinhos era divertida: quando pedi...
"
55,"ao garçom para sugerir um bom vinho da região, ele saiu e voltou com quatro vinhos, e colocou as quatro garrafas na mesa. Ele não ofereceu mais assistência. Eu escolhi um que eu não estava familiarizado, e acabou por ser razoavelmente agradável e justo valor em € 10. A maioria dos vinhos em sua lista varia de € 8 a € 14.
"
