,Avaliações
35,"Costumamos sempre parar para comer aqui a caminho ou de regresso das férias de Verão no Algarve e nunca desilude.
Comida fantástica (destaco a carne super saborosa e tenrinha e as migas de espargos), staff simpático e à vontade, preços justos para a qualidade da...
"
36,"Boa tarde anaribeiro127,

Muito obrigado pela sua visita e pelas suas palavras, as quais nos deixam muito satisfeitos.

Gratos pela recomendação. Até breve :)

Cumprimentos
"
37,"Adoramos! Procurei no TripAdvisor um restaurante em Beja, uma vez que íamos regressar das nossas férias do Algarve para casa. Li as críticas e pareceu-me bem! Adoramos a comida (pijama s/calcinha acompanhado de migas de alho e migas de espargos e farófias) e adoramos! A...
"
38,"Boa tarde Karlitasantos,

Muito obrigado pela sua visita e pelas suas palavras, as quais nos deixam muito satisfeitos.

Ficamos muito agradados que tenha adorado a vossa experiência gastronómica no D. Dinis. 

Gratos pela recomendação. Até breve

Cumprimentos
"
39,"Após vinda de férias e de experiências gastronomicas diferentes, era exactamente disto que precisávamos, optamos pela carne de vaca e foi super positivo. Recomendo vivamente, simpatia e bom aconselhamento da parte do funcionário. Certamente que voltaremos a repetir, migas de espargos  e de azeite 5*,...
"
40,"Boa tarde Joao P,

Muito obrigado pela sua visita e pelas suas palavras, as quais nos deixam muito satisfeitos.

Até breve :)

Cumprimentos
"
41,"Excelência na qualidade e no tempero.tido maravilhoso.adorei o purê de maçã a acompanhar a bela picanha grelhada.simpatia e uma ementa excelente
"
42,"Boa tarde mavildeg2020,

Muito obrigado pela sua visita e pelas suas palavras. 

Cumprimentos
"
43,"Aspectos:
- Negativos: espaço pequeno e a necessitar algum investimento estético contemporâneo; má insonorização do interior; excesso de sal; organização e gestão dos pedidos a melhorar. 

- Positivos: simpatia e empatia; boa qualidade da comida (grelhada mista); farófias excelentes; localização magnífica.

O sal não melhora...
"
44,"Boa tarde E4487QAeduardof,

Muito obrigado pela sua visita e pelas suas palavras, quais teremos certamente em consideração. 

Obrigado pela recomendação, e até breve.

Cumprimentos
"
45,"Mto simpáticos e prestativos, comida maravilhosa e saborosa! Super recomendo! 
E ainda ofereceram um gelado a nossa pequena! 
5 estrelas!
"
46,"Boa tarde 216cibelec,

Muito obrigado pela sua visita e pelas suas palavras. 
Obrigado pela recomendação :)

Cumprimentos
"
47,"Pelo segundo ano, a caminho do destino de férias, parámos no D.Dinis.
Escolha sempre acertada, staff educado e simpático.
A grelhada mista é de muito boa qualidade, as migas de alho e o puré de maçã maravilhosos!!
Aconselho a mousse de amendoim👌🏼
Possivelmente no regresso...
"
48,"Boa tarde NorthStar,

Muito obrigado pela sua visita e pelas suas palavras. 
Obrigado pela recomendação e até já!

Cumprimentos
"
49,"excelente atendimento/excelente comida/ um bom ambiente.
foi a segunda vez que la fui e desta vez ainda conseguiram superar a 1ª
"
50,"Boa tarde  mrcfcmp,

Muito obrigado por mais uma visita e pelas suas palavras. 
Ficamos muito agradados pelo facto da 2.ª experiência ter sido ainda melhor que a 1.ª.
Obrigado pela recomendação, e até breve.

Cumprimentos
"
51,"Resolvemos almoçar em Beja, almoço rápido para 4 pax, foi recomendado a picanha e o pijaminha, vale mesmo a pena.... Paragem obrigatória na volta para lx
Pessoal muito simpático  a comida estava espetácular.... Ai as migas de alho.
Recomendo.
"
52,"Boa tarde luigii00,

Muito obrigado pela sua visita e pelas suas palavras. Obrigado pela recomendação!

Cumprimentos
"
53,"Atendimento bom,rápido a servir,comida excelente confeição de mesa  muito boa,
Nenhuma razão de queixa recomendo muito e não é muito caro. Voltarei sempre obg amigo
"
54,"Boa tarde Hugoreis,

Muito obrigado pela sua visita e pelas suas palavras. Até breve.

Cumprimentos
"
55,"Ambiente descontraído e animado. Serviço simpático. Pratos essencialmente grelhados e bem confeccionados. Recomendo.
"
56,"Boa tarde 739zel,

Muito obrigado pela sua visita e pelas suas palavras. Obrigado pela recomendação!

Cumprimentos
"
57,"Atendimento muito profissional, simpático e honesto.
Comida excelente com muita qualidade e bem confeccionada. Absolutamente nada a apontar.
"
58,"Boa tarde 681andreiab,

Muito obrigado pela sua visita e pelas suas palavras :) :)

Cumprimentos
"
59,"A carne é fantástica, por recomendação optamos pelo ""pijaminha"" excelente porco preto com uma picanha soberba. O ambiente é muito agradável e o serviço é excecional.
"
60,"Boa tarde Luís-Paula,

Muito obrigado pela sua visita e pelas suas palavras.

Cumprimentos
"
61,"Os grelhados são o ponto forte deste restaurante e corresponderam à espectativa. A carne estava muito sborosa e sucolenta. O acompanhamento de migas e batatas fritas também estavam muito bons. Recomendo!
"
62,"Boa tarde Spider,

Muito obrigado pela sua visita e pelas suas palavras. Obrigado pela recomendação!

Cumprimentos
"
63,"Após uma longa viagem, chegamos ao restaurante. Como tinha boas reviews no Google e no TripAdvisor, decidimos ir lá experimentar...
Estivemos à porta a ver a ementa e os preços, sendo que o único senhor fardado estava a falar com algum senhor que estava à...
"
64,"Boa tarde Terumo,

Desde já, muito obrigado por nos ter escolhido após analisar as avaliações dos nossos clientes.

Lamentamos que a experiência não tenha sido de acordo com as suas expetativas e que tenhamos causado todo o transtorno que menciona; caso (re)considere que possamos ser...
"
65,"Restaurante com comida muito boa com doses muito bem servidas. O pessoal do staff está muito atento e dá boas sugestões. Convém marcar com antecedência porque o espaço não é grande e as filas de espera são uma constante
"
66,"Boa tarde Sightseer,

Muito obrigado pela sua visita e pelas suas palavras. Até breve.

Cumprimentos
"
67,"Serviço, entrega e refeição de take away impecavel, so posso recomendar
Carnes e acompanhamento de alta qualidade.
"
68,"Boa tarde comidaparafora,

Muito obrigado pela sua visita e pelas suas palavras. Até breve.

Cumprimentos
"
69,"Enorme simpatia no atendimento e muita qualidade do cozinha. O essencial num restaurante! A carne de porco e vaca grelhada estava óptima e foi acompanhada com batatas fritas caseiras, o que já é incomum, e migas. Muito bom!
"
70,"Boa tarde 536fredericom

Muito obrigado pela sua visita e pelas suas palavras. Até breve.

Cumprimentos
"
71,"muito boa escolha de carnes e acompanhamentos fabulosos, muito bem servidos e apresentados
serviço top
"
72,"Boa tarde Joana.

Muito obrigado pela sua visita e pelas suas palavras. Até breve.

Cumprimentos
"
73,"Gosto muito!! sempre com muitas novidades e bom serviço ao cliente🤩 Carne sempre fresca e de boa qualidade
"
74,"Boa tarde Belen.

Muito obrigado pela sua visita e pelas suas palavras. Até breve.

Cumprimentos
"
75,"Incrível experiência hoje no vosso restaurante!! Estão de Parabéns sem duvida vou voltar, muito obrigada!!
"
76,"Boa tarde Lurdes.

Muito obrigado pela sua visita e pelas suas palavras. Até breve.

Cumprimentos
"
77,"Não há hipótese, melhor restaurante de Beja e arredores.
Comida regional alentejana.
Melhores grelhados do distrito.
"
78,"Bom dia Rui.

Muito obrigado pela sua visita e pelas suas palavras. É para nós um orgulho o seu reconhecimento pelo nosso trabalho! Gratidão!

Até breve.

Cumprimentos
"
79,"De passagem por Beja , fomos visitar esse restaurante!!! Comida muito saborosa ,atendimento atencioso e preço em conta !!! Adoramos e sem dúvida vamos voltar
"
80,"Bom dia Luliana.

Muito obrigado pela sua visita e pelas suas palavras.

Até breve.

Cumprimentos
"
81,"Almoço maravilhoso. O restautante fica junto ao castelo de Beja. Apresenta se de forma simples e típica. Comida muito boa. Carne estava divinal mesmo como as migas e batatinha frita. Parabéns
"
82,"Bom dia Vânia.

Muito obrigado pela sua visita e pelas suas palavras.

Até breve.

Cumprimentos
"
83,"A refeição foi boa, bem como o atendimento, contudo o preço da refeição foi um pouco acima do esperado. O preço das entradas que nos foram deixadas foi acima do espectável e não constavam na carta.
"
84,"Bom dia Diana,

Muito obrigado pela sua visita e pelas suas palavras.

Relativamente ao que refere, a Diana consultou o menu de take away que se encontra disponível na nossa página de Facebook (e no qual não constam entradas), enquanto que o seu marido consultou...
"
85,"Dos melhores sítios que já comi. Pessoal 5⭐️ e comida fantástica com boas carnes e umas migas...humm . Fui 2 dias seguidos e tenciono voltar brevemente.
"
86,"Bom dia Pedro,

Muito obrigado pela sua visita e pelas suas palavras.

Até breve.

Cumprimentos.
"
87,"Muito bom ! 
Comida super boa, serviço top ! 
Aconselharam nos o que escolher. 
A carne está em exposição a entrada do restaurante.
"
88,"Bom dia cindybX4822WK,

Muito obrigado pelas suas palavras e pela sua visita.

Cumprimentos
"
89,"Um espaço pequeno mas aconchegante.
Atendimento simpático e despretensioso.
Excelente lote de carnes grelhadas 
As migas de azeite e alho muito boas as de espargos estavam um pouco queimadas.
Preço acessível para tão boa qualidade 
Vale a pena voltar
"
90,"Boa tarde Rui,

Muito obrigado pela sua visita e pela sua avaliação.

Gratos pelas suas palavras. Até breve!

Cumprimentos.
"
91,"Restaurante acolhedor e sempre cheio! A espera valeu a pena, fomos muito bem atendidos e aconcelhados quanto ao pedido.
No que diz respeito à paparoca, tudo no ponto e para quem aprecia carne de porco preto vai com certeza se deliciar!
"
92,"Boa tarde Andreia,

Muito obrigado pela sua visita e pela sua avaliação.

Gratos pelas suas palavras.

Cumprimentos.
"
93,"Atendimento 5 estrelas, comida 5 estrelas, resumindo restaurante MUITO BOM. Parabéns aos empregados e ao proprietário sr. Mário. 

Cumprimentos, 
Tiago Domingos
"
94,"Boa tarde Tiago,

Muito obrigado pela sua visita e pela sua avaliação.

Gratos pelas suas palavras. Até breve!

Cumprimentos.
"
95,"Visita realizada hoje. O espaço não é grande e recomendo que façam reserva e pontualidade. Sempre cheio. 
Atendimento muito bem disposto e solícito de todos os funcionários. Em caso de duvida, aceitem as recomendações, não se irão arrepender. 
Relação preco-qualidade muito honesto. 
Agora o que...
"
96,"Boa tarde Luís,

Muito obrigado pela sua visita e pela sua avaliação.

Gratos pelas suas palavras.

Cumprimentos.
"
97,"Passando uns dias no alentejo viemos experimentar este restaurante .
So tenho coisas boas a dizer.
Comida top
Atendimento descontraído e familiar.
Aconselhamento sobre o menu á medida.
Carne de primeira qualidade.
Preco super justo .
A voltar parabéns
"
98,"Boa noite Pedro,

Muito obrigado pela sua visita e pela sua avaliação.

Gratos pelas suas palavras.

Cumprimentos.
"
99,"Almoçamos neste restaurante, que encontramos por acaso, mas foi um acaso muito bom. Nunca comi carne tão bom como esta, a picanha e o pijaminha são de comer o chorar por mais, e o chouriço de entrada é também muito bom,  e pretendo voltar, mesmo...
"
100,"Boa noite Ana.

Muito obrigado pela sua visita e pela forma como descreveu a sua experiência.

Será sempre um prazer registar a sua / vossa presença! Até breve.

Cumprimentos
"
101,"Apesar da espera para termos mesa disponível valeu a pena pela qualidade da carne e produtos servidos.
Comida tipicamente alentejana e que surpreende pela sua qualidade. Picanha e pijaminhas fantásticos!!!
Empregados bastante atenciosos.
Espaço um pouco reduzido mas com todos os cuidados do contexto atual....
"
102,"Bom dia cara Luísa P,

Muito obrigado pela sua visita e pela sua avaliação =)


Cumprimentos
"
103,"Saímos de faro de propósito para irmos almoçar nesse pequeno restaurante junto ao castelo. 
Excelentes grelhados de porco preto. Carne bem fininha bem passada mas não seca mas sim saborosa. Maravilhosas batatas fritas bem fininhas e estaladiças, acompanha umas migas. Doses bem servidas, só a...
"
104,"Bom dia caro(a) triciaoliveira,

Muito obrigado pela sua visita e pela sua avaliação.

Será sempre um prazer poder recebe-los, até breve.

Cumprimentos
"
105,"No início não tem muito requinte mas depois bom serviço e boa carne, chouriço de entrada muito bom e preço razoável
"
106,"Boa tarde caro Afonso.

Muito obrigado pela visita e pela sua avaliação.

Cumprimentos.
"
107,"Grupo de 14 pessoas para um almoço de Sábado. Espaço simples mas confortável. Funcionários muito simpáticos e eficientes. Comemos os Pijaminhas de carne de porco preto e de vitela (diversos tipos de carnes de ambos os animais). Carnes de elevada qualidade, temperadas e grelhadas com...
"
108,"Boa tarde caro José,

Muito obrigado pela vossa visita e pela forma como descreveu a sua experiência no nosso restaurante.

Cumprimentos
"
109,"Relação qualidade preço bastante boa.
Atendimento excelente.

Passagem pelo interior alentejano ficou marcada por este jantar maravilhoso
"
110,"Boa tarde caro Diogo.

Muito obrigado pela sua visita e pelas suas palavras.

Cumprimentos
"
111,"Adoramos a comida e a bebida. O atendimento é rápido e simpático.
Tem uma boa zona de estacionamento.
"
112,"Boa tarde cara Ana.

Muito obrigado pela sua visita e pelas suas palavras.

Cumprimentos
"
113,"Restaurante situado no centro de Beja e perto do Castelo, oferece uma ementa variada onde pontificam as carnes.
Optámos pelos lagartos e pela costeleta de novilho que estavam bem confecionados e saborosos.
Sobremesa conventual muito boa.
Staff atencioso e prestável.
Recomendo.
"
114,"Boa tarde caro jlucas_ericeira,

Muito obrigado pela sua visita e pelas suas palavras.

Com os melhores cumprimentos.
"
115,"Restaurante apenas com grelhados. Sem sopas de cação. Migas de espargos muito boas e carne muito bem confeccionada. Tenho dúvidas de que cumpra os requisitos de distanciamento atuais.
"
116,"Boa tarde caro Alberto.

Desde já, muito obrigado pela sua visita e pelas suas palavras.

A especialidade da casa são os grelhados no carvão pelo que se procurava outro tipo de prato, informamos que na nossa cidade existem vários restaurantes nos quais poderia, por exemplo,...
"
117,"Numa viagem em familia pelo Alentejo descobrimos o D. Dinis, carne 5 estrelas, migas muito boas e o puré de maçã para acompanhar a carne que foi uma ótima surpresa. Pratos muito bem apresentados. 
Atendimento profissional e simpático.
Aconselhamos a quem visite Beja.
"
118,"Bom dia cara Susana.

Muito obrigado pela sua visita e pela descrição da sua experiência.

Gratos pela recomendação.

Até breve.

Cumprimentos
"
119,"Numa viagem de férias, escolhemos este restaurante de caminho para almoçar. Só tenho a dizer coisas boas. Um atendimento prestável e cuidado. A carne (novilho e mista de porco preto) de uma qualidade impressionante, tenra, saborosa, divinal. Gostei das migas e do pormenor da compota...
"
120,"Bom dia cara Marisa.

Muito obrigado pela sua visita e pela descrição da sua experiência.

Gratos pela recomendação.

Até breve.

Cumprimentos
"
121,"Atendimento excelente, comida maravilhosa.
Vale mesmo a pena fazer uma paragem neste restaurante 
TOP
"
122,"Bom dia cara Andreia.

Muito obrigado pela sua visita.

Até breve.

Cumprimentos
"
123,"Comida bem confeccionada.
Pessoal simpático e prestável.
Bolo de bolacha muito bom e diferente.
Restaurante a repetir numa próxima vinda a Beja
"
124,"Boa tarde cara Cristina,

Obrigado por nos visitar e pelas suas palavras =)

Cumprimentos
"
125,"Restaurante simpatico com 1 otima grelhada mista iberica.
Empregados simpaticos e 1 boa qualidade preço!
"
126,"Boa tarde caro Ricardo,

Obrigado por nos visitar e pelas suas palavras =)

Cumprimentos
"
127,"Extremamente desconfortável devido à péssima acústica.
A comida até pode ser de excelência, que francamente não me pareceu. Comemos pijaminha que são várias carnes grelhadas, que estava bom mas não fantástico. As migas normais, muito longe do top ten.
A única coisa verdadeiramente de 5...
"
128,"Boa tarde caro Jorge.

Obrigado por nos visitar.

Lamentamos que a experiência não tenha correspondido às suas expetativas.
O edificado é antigo, inserido numa das zonas mais antigas da cidade, inserido no casario típico.
Gratos pelas palavras que dirigiu à nossa equipa.

Cumprimentos.
"
129,"De passagem por Beja, a sugestão de jantar no Dom Dinis foi acolhida com agrado.
Sala abafada, esplanada opcional mais convidativa a provar queijos e enchidos da região, a que se seguiu uma grelhada de carnes variadas com qualidade e gosto, bem acompanhadas de batata...
"
130,"Boa tarde caro Francisco,

Obrigado por nos visitar e pelas suas palavras.

Até breve,

Cumprimentos
"
131,"Depois de nos ter sido recomendado e de ler as críticas muitos positivas em relação a este restaurante, decidimos experimentar. Aconselho fazer reserva, pois caso contrário é difícil arranjar mesa. O espaço modesto e simples, mas desde logo com um atendimento muito disponível e simpático....
"
132,"Boa tarde cara Patrícia,

Muito obrigado pela sua visita e pelas suas palavras.
Gratos pela descrição da sua experiência, e até breve.

Cumprimentos.
"
133,"Muito bom. A picanha estava maravilhosa. O atendimento é 5 *. Espaço acolhedor e com gastronomia regional variada. Aconselho.
"
134,"Boa tarde caro Vitor.

Muito obrigado por nos visitar e pelas suas palavras.
Gratos pela sua recomendação.
Cumprimentos.
"
135,"Conhecido pelo melhor que tem a dar, carne excelente. Aconselho a toda a gente que viva por cá, ou alguém de visita. É melhor ligar para marcar porque costuma estar cheio (principalmente nos fins de semana)
"
136,"Boa tarde caro _JT.

Muito obrigado por nos visitar e pelas suas palavras.
Gratos pela sua recomendação.
Cumprimentos.
"
137,"Acabamos por jantar no D. Dinis, numa visita a Beja, por ser o mais bem qualificado e realmente percebemos o porquê. Comemos a melhor carne grelhada que alguma vez havíamos comido. Acompanhada de umas migas de chorar e um puré de maça maravilhoso. Além da...
"
138,"Boa tarde cara Andreia.

Muito obrigado por nos visitar e pelas suas palavras.
Ficamos muitos satisfeitos por considerar a nossa carne como ""a melhor carne grelhada que alguma vez havíamos comido""; é para nós um orgulho.
Gratos pela sua recomendação.
Cumprimentos.
"
139,"Comida excelente e atendimento de bastante qualidade. Recomendo plenamente a ida a este restaurante.
"
140,"Boa tarde caro Ricardo.

Muito obrigado por nos visitar e pelas suas palavras.
Gratos pela sua recomendação.
Cumprimentos.
"
141,"Visitamos sempre que é possível. A qualidade da comida sempre de topo. Recomendo 100%. 
Sempre excelente!
"
142,"Boa tarde cara Joana.

Muito obrigado por nos visitar e pelas suas palavras.
Gratos pela sua recomendação :)
Cumprimentos.
"
143,"Muito bem localuzado. Fácil de chegar e de encontrar. Equipa flexivel e facilitadora. A cumprir escrupulisamente as normas de segurança.  
A grelhada de porcomista é excelente e nem costumo gostar de picanha mas a carne era de qualidade superior e muito bem confecionada. Migas muito...
"
144,"Bom dia caro mjoaolopes,

Muito obrigado por partilhar a sua experiência gastronómica e pela forma como a descreveu.
Gratos pela recomendação.

Com os melhores cumprimentos
"
145,"Fizemos a primeira visita em Março do ano passado,somos de Abrantes, fomos passear por Évora e de seguida almoçar a beja, procuramos onde comer aqui pelo trip advisor e lá fomos ter, a fila era interminável, estivemos para desistir, mas eu pensei ""se está assim,...
"
146,"Boa tarde cara Ana.

É para nós um tremendo orgulho quando lemos as experiências gastronómicas dos nossos clientes; muito obrigado pelo detalhe que colocou na sua avaliação e por ter regressado ao Dom Dinis.

Felicidades e até breve =)
"
147,"À vinda do Algarve decidimos passar por Beja para almoçar.
Vimos a classificação deste restaurante e lá fomos, comida alentejana excelente como a carne de porco preto, as migas e a picanha. Funcionários muito simpáticos e com gosto em atender bem os clientes.
Numa palavra...
"
148,"Boa tarde caro Manuel.

Obrigado pela sua visita e pelas suas palavras.

Cumprimentos e até breve.
"
149,"Muito bom. Comida alentejana a sério. Atendimento excelente. Iremos repetir. Migas com espargos e grelhada mista...fantástico.
Vinho tinto Mingorra...
"
150,"Boa tarde caro Valter.

Obrigado pela sua visita e pelas suas palavras.

Cumprimentos e até breve.
"
151,"Restaurante agradável. Pedimos pijaminha e bife à cortador. A carne estava maravilhosa, muito tenra e saborosa. Gostamos muito, recomendo!
"
152,"Boa tarde cara Filipa.

Obrigado pela sua visita, pelas suas palavras e pela sua recomendação.

Cumprimentos e um bem-haja.
"
153,"A melhor carne que comi no Alentejo ,até hoje ! 
Após muitos restaurantes visitados, sem sombra de dúvidas o melhor! Voltarei muito breve , o dono é espetacular e o staff incrível .
"
154,"Boa tarde caro Rafeal.

Obrigado pela sua visita.

É para nós um tremendo orgulho ler as suas palavras.

Cumprimentos
"
155,"Voltei a este restaurante,porque da primeira vez tinha gostado muito.
E não voltou a desiludir.comida excelente e o serviço 5 estrelas,com todo cuidado por causa do cov 19. Recomendo ao máximo este restaurante.
"
156,"Boa tarde caro Daniel.

Obrigado por regressar ao Dom Dinis; ficamos muito satisfeitos pelo facto do serviço ter correspondido ao desejado / esperado.

Muito obrigado pela sua recomendação.

Cumprimentos
"
157,"Aparentemente a comida deve ser boa mas a atitude de quem achámos ser o dono deixou muito a desejar,  perguntou se tínhamos reserva e como não tínhamos mandou esperar num tom bastante deselegante mas entretanto veio o filho que num tom bastante mal-educado disse que...
"
158,"So tenho bem a dizer deste restaurante! Chegámos tarde para almoçar e fomos atendidos com extrema simpatia. A comida era deliciosa, da melhor carne que já tive a oportunidade de saborear. Recomendo vivamente que quem passe em Beja vá ao D. DINIS!
"
159,"Boa tarde Dream.

Agradecemos a sua visita e a amabilidade das suas palavras, que em muito nos orgulham.

Gratos pela recomendação! Até breve.

Cumprimentos
"
160,"Excelente comida e bom serviço mesmo em puro Alentejo. Boa carta de vinhos com pratos alentejanos  de excelência. 
Recomendamos 
Convém marcar pois o Covid agora diminuiu as mesas!!! Que fazer🙏🏻🙏🏻🙏🏻
MUITO OBRIGADO POR ESTE ALMOÇO
"
161,"Boa tarde caro Paulo.

Agradecemos a sua visita e a amabilidade das suas palavras, que em muito nos orgulham.

Bem haja.

Cumprimentos
"
162,"A melhor carne grelhada!! É de comer e chorar por mais. Servem também umas boas migas. Bom ambiente e atendimento.
"
163,"Boa tarde caro Miguel.

Muito obrigado pelas suas palavras e pela sua avaliação.

Cumprimentos
"
164,"Apesar de muito disputado chegamos cedo e fomos super bem recebidos mesmo sem reserva. Entradas deliciosas e as carnes são as estrelas, nos foi recomendado o misto de carnes de porco, e realmente estava espetacular, os acompanhamentos outra grata surpresa uma miga deliciosa de alho...
"
165,"Bom dia caro Paulo,

Muito obrigado pela suas palavras e pela descrição da sua experiência. Gratos =)

Cumprimentos,
"
166,"O porco preto é a especialidade e não desilude. Serviço muito bom, qualidade/preço ajustada. Central em Beja. Recomendado
"
167,"Bom dia caro Duarte.

Muito obrigado pela sua visita e pelas suas palavras.

Cumprimentos
"
168,"Comemos grelhada mista de porco preto e estava bem confeccionado e servido. Atendimento simpático. Boa relação qualidade-preço.
"
169,"Boa tarde caro Jpalminhas,

Gratos pela sua visita e pelas suas palavras e avaliação.

Cumprimentos
"
170,"A nível de carnes não há melhor restaurante em Beja! Um atendimento espectacular e uma gastronomia fantástica. Vale a pena a viagem a Beja!!
"
