,Avaliações
69,"As avaliações vista aqui no trip não enganão, excelente comida de qualidade superior mista de porco preto com migas que estavam um espetáculo muito bem feitas e mesmo ao meu gosto a fazer lembrar as visitas a terra, é a comida das avós e tias,...
"
70,"Uma boa aposta para quem está hospedado no Vila Gale Beja. Comida agradável e preço bastante em  conta
"
71,"Servico rapido
Empregados prestaveis e simpaticos
A comida caseira deliciosa desde as entradas - experimentem ovos com espargos- aos pratos principais - bacalhau com espinafres  ou migas com lagartos de porco preto- sem esquecer as sobremesas - doce da casa divinal ou o caseiro bolo...
"
72,"Comida caseira deliciosa! Almocei e jantei neste restaurante durante 1 semana e adorei todos os pratos! Pessoas muito simpáticas e educadas, preço acessível e bom ambiente! Da próxima vez que andar por perto irei voltar certamente!
"
73,"Estava tudo espetacular.  Sopas de Cação aconselho vivamente. A preços super acessíveis. Comida típica alentejana ao mais alto nivel.
"
74,"Depois de passar pelo Vila Galé de Beja, paramos neste restaurante para almoçar.
De pressa acabou por encher, visto ser um espaço reduzido. As sopas estavam muito boas mas os escalopes de frango, nem por isso.
"
75,"Após uma chegada tardia ao Hotel Vila Galé Clube de Campo, eis uma muito boa alternativa para almoço. Carne de muito boa qualidade (Quer a entremeada de novilho, quer os secretos de porco preto), com doses em quantidade considerável. Uma ementa, no seu todo, muito...
"
76,"A caminho do Vila Galé Clube de Campo e já chegando tarde, optámos por comer aqui. Fomos muito bem atendidos, com muita simpatia e comida muito bem confeccionada. A ginjinha que nos ofereceram no fim, foi a cereja no cimo do bolo. Recomendo.
"
77,"Apesar de ser simples e pequeno as doses são muito generosas e a comida é muito saborosa. O staff é também muito atencioso. Parabéns
"
78,"Comida de muita qualidade num espaço fantástico! Por fora, uma casinha típica e cheia de charme, muito cuidada e com pormenores revestidos de encanto. Por dentro, existe um contraste: puxa-nos para o moderno e há um largo conjunto de mimos para o cliente! Os pormenores...
"
79,"É uma ótima opção para quem está hospedado no hotel Vila Galé Clube de Campo de forma a fugir aos preços mais inflacionados do mesmo. 

A comida é excelente, simples mas com sabor. A famelga comeu uma jardineira de novilho que parecia comidinha da avó...
"
80,"Muito conveniente para os hospedes do Hotel Vila Galé Clube de Campo (dai o facto encontrar ""vizinhos"" de quarto ou piscina...). Boa mesa para um preço muito correcto.
Serviço bom.
"
81,"Um restaurante de aldeia com pratos simples mas muito bem confeccionados. Pessoal muito simpático e atencioso. Uma excelente alternativa para quem está de férias na zona e não pretende se deslocar à cidade mais próxima.
"
82,"Muito agradável, comida simples, grelhados e regional, muito bem confeccionado e fresca. Sopas sempre excelentes para as crianças também. Serviço muito agradável e simpático. Penso voltar.
"
83,"Fomos lá parar quando estivemos no clube de campo.
A comida é excelente, melhor confecionada e muito mais económico que o dito hotel.
Os grelhados são óptimos.
"
84,"Tudo o que de bom ouvi, confirma se... comida simples, descomplicada mas com muita qualidade. Vinho da casa fantástico. Uma excelente alternativa aos snaks do vila gale clube de campo. Se estiverem por estes lados não percam a oportunidade.
"
85,"Excelente atendimento e comida muito boa. O vinho da casa é fantástico.  Recomendo vivamente. Uma otima alternativa ao Restaurante do Vila Galé.
"
86,"Boa comida em ambiente tranquilo e aprazível. Boa relação preço/ qualidade para comida típica alentejana
"
87,"Grelhados de porco preto de excelente qualidade a Preços acessíveis. Excelente alternativa para quem fica no Vila Gale clube de campo.
O serviço e rápido e as pessoas simpáticas.
Fizemos todas as refeições neste local, durante a estadia.
"
88,"É um restaurante típico, com boa comida alentejana, ideal para quem fica no Vila Galé Clube de Campo e quer fugir um pouco à repetição do buffet diário.
A comida é saborosa, a ementa é giríssima: uma tábua de madeira e tem alguma variedade. O...
"
89,"Excelente!  Muito bom! Costeleta de porco preto 5 estrelas. Sobremesas muito boas, sobretudo a mousse de amendoim.Staff muito simpático e atencioso.
"
90,"Comemos a melhor Costoleta de Novilho de sempre. 
Sítio modesto, limpo, atendimento simpático e com excelente comida.
"
91,"Restaurante simples, elegante e muito agradável.
O pessoal tem uma simpatia autêntica e contagiante.
A comida é muito boa e num pequeno restaurante temos o que é suposto encontrarmos na gastronomia alentejana.
Comemos sopas de cação e migas. Havemos de voltar.
"
92,"Ambiente familiar e boa comida caseira. Para petiscos e refeições.
Queijinhos uma tentação, carne no pão  preço muito acessível.
"
93,"Gostei muito. Eu comi uma deliciosa sopa de cação, os restantes membros da minha família adoraram as costeletas de borrego. É bastante acessível.
"
94,"Bom restaurante com boa comida e pessoal simpático. 
Pedi bacalhau à Braz, que estava muito bom e uma dose deu bem para duas pessoas.
Só não dei 5, porque também pedi choquinhos e achei que estavam pouco temperados e rijos... de resto, tudo impecável!
"
95,"Num fim de semana num hotel próximo(vila gale) descobrimos este restaurante, onde jantamos fantasticamente, boas doses, comida caseira, um preço justo. Recomendo principalmente em alternativa ao preço elevado do restaurante do hotel, para uma época baixa, tem os preços estupidamente elevados.
"
96,"Apesar de ser o único restaurante do Monte da Juliana, é uma boa opção para refeições, principalmente para quem quer fugir da comida repetitiva do restaurante do Hotel Vila Galé Clube de Campo. A comida é justa e farta. As sobremesas são deliciosas,  experimente especialmente...
"
97,"Único no monte da juliana, o que leva a falta de alternativas, no entanto ninguém saiu desiludido o serviço foi razoável mas a comida estava muito boa. Encerrado ao domingo
"
98,"Na zona  do Monte da Juliana, este é o único restaurante disponível. Apesar de ser a única opção, é muito boa! Parabéns, comida bem confeccionada. Estão de parabéns.....
"
99,"Excelente em tudo! Continuam a servir bem os seus clientes e sempre com muito boa disposição. Não deixem de visitar.
"
100,"Na zona da Mina ou do Monte da Juliana, este é o único restaurante disponível. Apesar de ser a única opção, é muito boa! As doses são bastante grandes e de boa qualidade. Atendimento simpático e espaço acolhedor.
"
101,"A comida estava muito bem feita e o ambiente é fantástico. As doses são grandes e o staff era muito simpático. Infelizmente fecha ao domingo
"
102,"Nota dez
Ótima comida, atendimento do melhor e ambiente espetacular! 
Muito Bom! 
Sitio agradável e descontraído!
"
103,"maravilhoso talvez as melhores migas que ja comi recomendo este espaço a quem gosta de comer bem num ambiente agradavel.
"
